# Temperature[K] tau[s] tau_error Beta Beta_error M0 M0_error Moff Moff_err
305.53 0.004044357786768502 1.6175082812807657e-05 1.539318633469703 0.0008841167101379375 41187.39668515768 194.20946276847377 9.786211290724951e-11 193.97232728004923
310.31 0.0038007241550195763 1.1961046423720548e-05 1.4272312471726072 0.0007025819051302838 41080.59280411232 137.3425715042345 3.301344102062641e-10 137.07649538177816
315.06 0.00343668557072364 7.966731268481561e-06 1.2969066239569842 0.0005280842724016875 41117.98754330572 88.46053609451404 0.09999998793910155 88.14771184884789
319.89 0.002915246543885514 4.513632303218977e-06 1.46894569953839 0.0005158504682698076 40484.996066797095 63.83303498019426 6.427286842698826e-12 63.582954251897554
324.69 0.0022475763164051046 1.9399449285892247e-06 1.225776428318271 0.00030580533045359995 40434.70310847165 27.259891405895242 0.09999999988093011 26.91639720819589
329.5 0.0012557251466074307 5.614597044254512e-07 1.284783641941236 0.0002566209848416411 39551.200061232936 13.307607457166755 6.835847950930799e-13 12.929468673853275
334.3 0.0006373106577637883 6.110110396432287e-08 1.274977181206698 0.00013566655833932117 39116.85127444796 2.502547979134597 5.851447395288676e-17 2.119298977785909
339.1 0.0003456584343654122 3.588561269847156e-08 1.1560784625998277 0.00014476348886008328 38424.4771741618 2.8425124750632214 0.09999999999053734 2.155440920196241
343.86 0.0001465756473666572 8.203510912211694e-09 1.4187750989043073 0.00016148517296909071 36924.78952224343 1.7792124388873738 0.09999999999999958 0.9628934914458926
