SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl6/data/e3b/joachim/87Rb-CRN/11/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

219 points for Peak 1

Converged after 207 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   -2.019e-02     1.022e+00  
T     =       6.181s      146.236s  

RSS   =    4.052e-03
SD    =    4.302e-03

Point       Tau          Expt          Calc       Difference
  145     145.000s     3.745e-01     3.791e-01    4.659e-03
  146     146.000s     3.724e-01     3.765e-01    4.179e-03
  147     147.000s     3.701e-01     3.740e-01    3.866e-03
  148     148.000s     3.676e-01     3.714e-01    3.877e-03
  149     149.000s     3.650e-01     3.689e-01    3.899e-03
  150     150.000s     3.628e-01     3.664e-01    3.624e-03
  151     151.000s     3.607e-01     3.639e-01    3.174e-03
  152     152.000s     3.586e-01     3.614e-01    2.818e-03
  153     153.000s     3.565e-01     3.589e-01    2.484e-03
  154     154.000s     3.546e-01     3.565e-01    1.934e-03
  155     155.000s     3.527e-01     3.541e-01    1.319e-03
  156     156.000s     3.505e-01     3.517e-01    1.133e-03
  157     157.000s     3.477e-01     3.493e-01    1.524e-03
  158     158.000s     3.449e-01     3.469e-01    2.023e-03
  159     159.000s     3.424e-01     3.445e-01    2.143e-03
  160     160.000s     3.403e-01     3.422e-01    1.905e-03
  161     161.000s     3.383e-01     3.398e-01    1.549e-03
  162     162.000s     3.365e-01     3.375e-01    1.021e-03
  163     163.000s     3.350e-01     3.352e-01    2.033e-04
  164     164.000s     3.335e-01     3.329e-01   -5.363e-04
  165     165.000s     3.312e-01     3.307e-01   -5.626e-04
  166     166.000s     3.283e-01     3.284e-01    1.434e-04
  167     167.000s     3.254e-01     3.262e-01    7.714e-04
  168     168.000s     3.233e-01     3.240e-01    6.097e-04
  169     169.000s     3.219e-01     3.217e-01   -1.168e-04
  170     170.000s     3.202e-01     3.196e-01   -6.429e-04
  171     171.000s     3.180e-01     3.174e-01   -6.558e-04
  172     172.000s     3.157e-01     3.152e-01   -4.959e-04
  173     173.000s     3.135e-01     3.131e-01   -4.690e-04
  174     174.000s     3.114e-01     3.109e-01   -4.272e-04
  175     175.000s     3.090e-01     3.088e-01   -1.769e-04
  176     176.000s     3.067e-01     3.067e-01    4.711e-05
  177     177.000s     3.048e-01     3.046e-01   -2.022e-04
  178     178.000s     3.036e-01     3.025e-01   -1.033e-03
  179     179.000s     3.026e-01     3.005e-01   -2.102e-03
  180     180.000s     3.014e-01     2.984e-01   -2.988e-03
  181     181.000s     2.999e-01     2.964e-01   -3.489e-03
  182     182.000s     2.980e-01     2.944e-01   -3.598e-03
  183     183.000s     2.958e-01     2.924e-01   -3.408e-03
  184     184.000s     2.935e-01     2.904e-01   -3.106e-03
  185     185.000s     2.913e-01     2.884e-01   -2.919e-03
  186     186.000s     2.894e-01     2.864e-01   -2.986e-03
  187     187.000s     2.878e-01     2.845e-01   -3.310e-03
  188     188.000s     2.864e-01     2.825e-01   -3.857e-03
  189     189.000s     2.852e-01     2.806e-01   -4.588e-03
  190     190.000s     2.841e-01     2.787e-01   -5.385e-03
  191     191.000s     2.828e-01     2.768e-01   -6.021e-03
  192     192.000s     2.813e-01     2.749e-01   -6.341e-03
  193     193.000s     2.795e-01     2.730e-01   -6.425e-03
  194     194.000s     2.777e-01     2.712e-01   -6.525e-03
  195     195.000s     2.761e-01     2.693e-01   -6.807e-03
  196     196.000s     2.747e-01     2.675e-01   -7.193e-03
  197     197.000s     2.731e-01     2.657e-01   -7.462e-03
  198     198.000s     2.714e-01     2.639e-01   -7.515e-03
  199     199.000s     2.696e-01     2.621e-01   -7.502e-03
  200     200.000s     2.679e-01     2.603e-01   -7.667e-03
  201     201.000s     2.665e-01     2.585e-01   -8.037e-03
  202     202.000s     2.651e-01     2.567e-01   -8.364e-03
  203     203.000s     2.634e-01     2.550e-01   -8.448e-03
  204     204.000s     2.617e-01     2.533e-01   -8.469e-03
  205     205.000s     2.603e-01     2.515e-01   -8.777e-03
  206     206.000s     2.591e-01     2.498e-01   -9.326e-03
  207     207.000s     2.577e-01     2.481e-01   -9.564e-03
  208     208.000s     2.555e-01     2.464e-01   -9.090e-03
  209     209.000s     2.530e-01     2.447e-01   -8.270e-03
  210     210.000s     2.510e-01     2.431e-01   -7.885e-03
  211     211.000s     2.496e-01     2.414e-01   -8.177e-03
  212     212.000s     2.483e-01     2.398e-01   -8.562e-03
  213     213.000s     2.466e-01     2.381e-01   -8.414e-03
  214     214.000s     2.444e-01     2.365e-01   -7.869e-03
  215     215.000s     2.425e-01     2.349e-01   -7.597e-03
  216     216.000s     2.413e-01     2.333e-01   -7.957e-03
  217     217.000s     2.404e-01     2.317e-01   -8.662e-03
  218     218.000s     2.394e-01     2.301e-01   -9.277e-03
  219     219.000s     2.383e-01     2.286e-01   -9.714e-03

============================================================

