# Messungs_ID Temperature[K] Phase[degree] a a_error gamma gamma_error x0 x0_error 
1319 300.72 0.0 0.0 0.0 20910.8 0.0 -3417.96875 0.0
1325 310.05 0.0 0.0 0.0 20546.35 0.0 -3173.828125 0.0
