#i	omega	re	im	r	phi
0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.999999999999999774e-07	-9.927110000000000101e-01	4.937319999999999903e-02
2.000000000000000000e+00	9.999999999999999547e-07	-9.720929999999999849e-01	9.540179999999999494e-02
3.000000000000000000e+00	1.500000000000000038e-06	-9.407499999999999751e-01	1.356549999999999978e-01
4.000000000000000000e+00	1.999999999999999909e-06	-9.017399999999999860e-01	1.688689999999999913e-01
5.000000000000000000e+00	2.500000000000000205e-06	-8.579980000000000384e-01	1.948509999999999964e-01
6.000000000000000000e+00	3.000000000000000076e-06	-8.119699999999999696e-01	2.141599999999999893e-01
7.000000000000000000e+00	3.499999999999999947e-06	-7.654779999999999918e-01	2.277480000000000060e-01
8.000000000000000000e+00	3.999999999999999819e-06	-7.197550000000000336e-01	2.366810000000000025e-01
9.000000000000000000e+00	4.500000000000000114e-06	-6.755700000000000038e-01	2.419530000000000014e-01
1.000000000000000000e+01	5.000000000000000409e-06	-6.333509999999999973e-01	2.444099999999999884e-01
1.100000000000000000e+01	5.499999999999999857e-06	-5.933060000000000000e-01	2.447370000000000101e-01
1.200000000000000000e+01	6.000000000000000152e-06	-5.554970000000000185e-01	2.434669999999999890e-01
1.300000000000000000e+01	6.499999999999999600e-06	-5.199000000000000288e-01	2.410009999999999930e-01
1.400000000000000000e+01	6.999999999999999895e-06	-4.864479999999999915e-01	2.376340000000000119e-01
1.500000000000000000e+01	7.500000000000000190e-06	-4.550440000000000040e-01	2.335840000000000138e-01
1.600000000000000000e+01	7.999999999999999638e-06	-4.255840000000000178e-01	2.290220000000000034e-01
1.700000000000000000e+01	8.499999999999999933e-06	-3.979599999999999804e-01	2.240790000000000004e-01
1.800000000000000000e+01	9.000000000000000228e-06	-3.720649999999999791e-01	2.188519999999999910e-01
1.900000000000000000e+01	9.500000000000000523e-06	-3.477970000000000228e-01	2.134149999999999936e-01
2.000000000000000000e+01	1.000000000000000082e-05	-3.250520000000000076e-01	2.078319999999999890e-01
2.100000000000000000e+01	1.049999999999999942e-05	-3.037389999999999812e-01	2.021529999999999994e-01
2.200000000000000000e+01	1.099999999999999971e-05	-2.837609999999999855e-01	1.964100000000000013e-01
2.300000000000000000e+01	1.150000000000000001e-05	-2.650370000000000226e-01	1.906349999999999989e-01
2.400000000000000000e+01	1.200000000000000030e-05	-2.474889999999999868e-01	1.848480000000000123e-01
2.500000000000000000e+01	1.250000000000000060e-05	-2.310439999999999994e-01	1.790769999999999862e-01
2.600000000000000000e+01	1.299999999999999920e-05	-2.156349999999999933e-01	1.733490000000000031e-01
2.700000000000000000e+01	1.349999999999999949e-05	-2.011900000000000077e-01	1.676789999999999947e-01
2.800000000000000000e+01	1.399999999999999979e-05	-1.876500000000000112e-01	1.620729999999999948e-01
2.900000000000000000e+01	1.450000000000000009e-05	-1.749580000000000024e-01	1.565469999999999917e-01
3.000000000000000000e+01	1.500000000000000038e-05	-1.630649999999999877e-01	1.511109999999999953e-01
3.100000000000000000e+01	1.550000000000000068e-05	-1.519199999999999995e-01	1.457710000000000117e-01
3.200000000000000000e+01	1.599999999999999928e-05	-1.414789999999999937e-01	1.405349999999999933e-01
3.300000000000000000e+01	1.650000000000000127e-05	-1.316940000000000055e-01	1.354090000000000016e-01
3.400000000000000000e+01	1.699999999999999987e-05	-1.225330000000000030e-01	1.303989999999999871e-01
3.500000000000000000e+01	1.749999999999999847e-05	-1.139560000000000017e-01	1.255040000000000044e-01
3.600000000000000000e+01	1.800000000000000046e-05	-1.059269999999999934e-01	1.207249999999999990e-01
3.700000000000000000e+01	1.849999999999999906e-05	-9.841869999999999785e-02	1.160719999999999946e-01
3.800000000000000000e+01	1.900000000000000105e-05	-9.139150000000000051e-02	1.115479999999999944e-01
3.900000000000000000e+01	1.949999999999999965e-05	-8.481389999999999763e-02	1.071509999999999962e-01
4.000000000000000000e+01	2.000000000000000164e-05	-7.865759999999999419e-02	1.028820000000000012e-01
4.100000000000000000e+01	2.050000000000000024e-05	-7.289779999999999871e-02	9.874230000000000507e-02
4.200000000000000000e+01	2.099999999999999884e-05	-6.750939999999999719e-02	9.473070000000000102e-02
4.300000000000000000e+01	2.150000000000000083e-05	-6.247439999999999938e-02	9.084140000000000270e-02
4.400000000000000000e+01	2.199999999999999943e-05	-5.777519999999999878e-02	8.707629999999999537e-02
4.500000000000000000e+01	2.250000000000000142e-05	-5.339019999999999877e-02	8.343470000000000053e-02
4.600000000000000000e+01	2.300000000000000002e-05	-4.929589999999999667e-02	7.991570000000000618e-02
4.700000000000000000e+01	2.349999999999999862e-05	-4.547670000000000184e-02	7.651750000000000218e-02
4.800000000000000000e+01	2.400000000000000061e-05	-4.191399999999999987e-02	7.323910000000000142e-02
4.900000000000000000e+01	2.449999999999999921e-05	-3.859279999999999655e-02	7.008159999999999390e-02
5.000000000000000000e+01	2.500000000000000120e-05	-3.549900000000000277e-02	6.703960000000000474e-02
5.100000000000000000e+01	2.549999999999999980e-05	-3.262009999999999910e-02	6.411110000000000420e-02
5.200000000000000000e+01	2.599999999999999840e-05	-2.993909999999999974e-02	6.129269999999999857e-02
5.300000000000000000e+01	2.650000000000000039e-05	-2.744160000000000002e-02	5.858069999999999944e-02
5.400000000000000000e+01	2.699999999999999899e-05	-2.511520000000000072e-02	5.596709999999999879e-02
5.500000000000000000e+01	2.750000000000000098e-05	-2.294749999999999915e-02	5.344940000000000108e-02
