# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1859 305.73 -0.675738957385 0.00651369490582 4.41024500145e-05 0.641870419106 0.00390016766312 2101.34103465 4.84984437725 486.247412998 4.03651462911
1866 305.53 -0.957823663937 0.00670352888949 4.49638661726e-05 0.647365117664 0.00408453214143 2078.40014778 4.94465122884 488.828161489 4.08509300413
1867 310.09 -2.15035908045 0.00662752840062 4.53570884503e-05 0.644090614052 0.00427829303245 2061.9791637 4.9389190258 482.45815924 4.14630031931
1874 310.32 -1.8490771459 0.00674508542936 5.24637588067e-05 0.647340475259 0.00465509683031 2072.07245388 5.64408346832 487.433301201 4.73113559838
1875 314.85 -2.81463462456 0.00663204763748 4.86129925949e-05 0.650188902341 0.00446068827103 2063.14758698 5.31521862641 480.080550156 4.31752562503
1882 315.05 -2.89832948874 0.00675176443477 4.8798853812e-05 0.646326723026 0.00426060285879 2055.34313528 5.04642489678 480.908815646 4.17579535814
1883 319.67 -4.05338684251 0.00651252997838 5.10471868989e-05 0.651678078774 0.00455934948082 2033.72975267 5.38079076571 470.091874196 4.41603029388
1890 319.88 -4.08345203116 0.00664482365272 4.46753456652e-05 0.653986319826 0.0041820415812 2019.12899843 4.76454659666 478.325881757 3.97652532922
1891 324.45 -4.80468003283 0.0060806450971 4.40129450415e-05 0.647432208799 0.00435942390997 2027.51051853 5.13910609156 458.260839196 4.32510336245
1898 324.69 -4.86788312325 0.0058119725217 3.95486804785e-05 0.639343921521 0.00414472289995 2028.57772943 4.82749950597 446.755003535 4.03584877703
