#i	t	cos	sin
0	3e-05	0.171999	-0.00257712
1	9.4e-05	0.170279	-0.0134126
2	0.000158	0.167555	-0.023965
3	0.000222	0.164185	-0.0341821
4	0.000286	0.16021	-0.0440822
5	0.00035	0.155657	-0.0536283
6	0.000414	0.150554	-0.0627818
7	0.000478	0.144932	-0.0715214
8	0.000542	0.138826	-0.0797992
9	0.000606	0.132282	-0.0875958
10	0.00067	0.125309	-0.0949074
11	0.000734	0.11796	-0.101691
12	0.000798	0.110283	-0.107946
13	0.000862	0.10229	-0.113644
14	0.000926	0.0940411	-0.118769
15	0.00099	0.0855806	-0.123322
16	0.001054	0.0769242	-0.127291
17	0.001118	0.0680909	-0.130689
18	0.001182	0.0591438	-0.133484
19	0.001246	0.0501208	-0.13569
20	0.00131	0.0410611	-0.137307
21	0.001374	0.0320133	-0.138327
22	0.001438	0.0230059	-0.13879
23	0.001502	0.0140599	-0.138677
24	0.001566	0.00522003	-0.138002
25	0.00163	-0.00349463	-0.13679
26	0.001694	-0.0120357	-0.135052
27	0.001758	-0.0203614	-0.132778
28	0.001822	-0.0284428	-0.130018
29	0.001886	-0.0362768	-0.126785
30	0.00195	-0.0438259	-0.123085
31	0.002014	-0.0510296	-0.118963
32	0.002078	-0.0579123	-0.114429
33	0.002142	-0.0644217	-0.109513
34	0.002206	-0.0705722	-0.10425
35	0.00227	-0.0763072	-0.0986527
36	0.002334	-0.0816464	-0.0927592
37	0.002398	-0.0865397	-0.086604
38	0.002462	-0.0909985	-0.0802032
39	0.002526	-0.0949927	-0.0736106
40	0.00259	-0.0985216	-0.066842
41	0.002654	-0.101601	-0.0599436
42	0.002718	-0.104199	-0.0529301
43	0.002782	-0.106347	-0.0458302
44	0.002846	-0.108019	-0.0386424
45	0.00291	-0.109231	-0.0314313
46	0.002974	-0.10997	-0.0242415
47	0.003038	-0.110262	-0.0170873
48	0.003102	-0.110103	-0.00999208
49	0.003166	-0.10949	-0.00298634
50	0.00323	-0.108437	0.00390711
51	0.003294	-0.106968	0.0106651
52	0.003358	-0.105087	0.0172441
53	0.003422	-0.102828	0.0236236
54	0.003486	-0.100192	0.0297971
55	0.00355	-0.0971987	0.0357486
56	0.003614	-0.0938656	0.0414468
57	0.003678	-0.0902217	0.0468704
58	0.003742	-0.0862715	0.0519914
59	0.003806	-0.0820591	0.056815
60	0.00387	-0.0775907	0.0613109
61	0.003934	-0.0728926	0.0654978
62	0.003998	-0.0679733	0.0693512
63	0.004062	-0.0628726	0.0728202
64	0.004126	-0.0575983	0.0759341
65	0.00419	-0.0521927	0.0786988
66	0.004254	-0.0466657	0.0810933
67	0.004318	-0.0410501	0.0831119
68	0.004382	-0.0353797	0.0847484
