# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1700 272.17 4.81042297569 0.00657239254101 5.49797897445e-05 0.616385190856 0.00537634604409 2271.20372352 10.4202262939 512.217793944 6.56320918343
1705 272.04 4.85605220744 0.00668844280499 5.79232316117e-05 0.621911723153 0.00547808562054 2269.76758394 10.2457025129 519.112491766 6.68957490258
1706 281.34 2.76801013719 0.00677290922694 6.0246391119e-05 0.629879334076 0.00574587880662 2230.35593867 10.9636281136 508.04769922 6.92726236116
1711 281.58 2.66347719086 0.00676932520842 5.59109546702e-05 0.628585126524 0.00529498191368 2217.16407319 9.50090126529 511.253332153 6.45733285209
1712 290.92 0.701770774553 0.00687864027558 5.95570143044e-05 0.632409638472 0.0055559669852 2185.22281149 9.88835650045 499.224885424 6.34588236795
1717 291.17 0.723199582271 0.0068485275098 6.27533281513e-05 0.637310314936 0.00592344433689 2172.67728478 10.0014948748 498.638965231 6.49241635619
1718 300.48 -0.98584231528 0.00676007433815 6.43525439218e-05 0.642179870438 0.00652483333109 2133.67353531 11.0833742518 476.629930557 6.70084912669
1723 300.73 -0.845616277789 0.0068282999753 4.84696680723e-05 0.643320082139 0.00469239234269 2123.27049208 7.82844602155 480.465768195 5.15678791713
1724 310.12 -3.07479687862 0.00679541362947 4.34066200671e-05 0.651889408063 0.00421205786344 2085.86929067 5.86741732485 485.883852917 4.49995658401
1729 310.31 -3.03991518001 0.00681214470432 4.55333684303e-05 0.648012370212 0.00414346126523 2078.53690296 5.69093559738 483.672280921 4.32280056791
1730 319.63 -5.25036357051 0.00628507267157 4.22932090403e-05 0.642492067966 0.00417187033949 2056.16172482 5.85597273103 455.913389432 4.53956088302
1735 319.89 -4.85985930667 0.00625183218875 4.2752203972e-05 0.646701255856 0.00437909917604 2045.04927706 6.02448534738 461.50261249 4.56229762279
1736 329.28 -7.41302988213 0.00422438581687 3.17880743983e-05 0.627813659856 0.00465762246106 2007.46273239 6.60664317809 388.676289036 5.35881484913
1741 329.49 -7.38340715677 0.00415064947267 3.07304838668e-05 0.624994756813 0.00455248901486 2008.43493533 6.49123684158 382.901458176 5.32824412733
