# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1420 434.78 20.4942279002 3.90443426256e-05 1.31890717113e-06 1.779594985 0.153055503138 818.358922601 28.0508871512 10.2443161378 4.0391268352
1423 430.18 23.3144731877 3.45659382636e-05 1.57923237546e-06 1.78028180384 0.215723300765 590.878623516 35.8981057627 9.46558980394 3.98561301247
1426 425.42 25.2900781637 2.80288091026e-05 2.40376093313e-06 1.65231084804 0.339552819355 456.371116082 48.8906347088 5.67949447746 3.82501445324
1429 420.65 27.5435427676 2.35471231389e-05 4.14589751978e-06 1.55212409889 0.485560434691 306.333529807 66.8551601569 6.23429641531 3.75883258472
1432 415.84 26.7553643444 2.43456212447e-05 6.05107934037e-06 1.72477202898 0.934495074581 166.474429962 56.9312837343 9.45641929654 3.51918613851
1435 411.05 27.4047045315 1.79044063951e-05 1.14798437485e-05 1.3532202375 1.11376044888 161.493379653 122.119165803 9.2480154568 3.61329662853
1438 406.25 27.5658380806 1.38284115652e-05 2.02654802524e-05 0.990957964214 1.11055264406 207.062662459 289.32367209 7.3989159549 3.47283584086
1441 401.41 21.1155521302 7.85738456258e-06 1.81738491538e-05 0.750541188307 0.814886312678 460.5292994 880.586219595 6.71920296112 3.54288709913
1444 396.66 26.6617448625 2.10153079089e-05 6.31265002122e-06 1.33947098341 0.575878210453 266.052463053 90.5359593038 7.30373566887 3.49888977556
1447 391.9 27.4900591741 2.60230088913e-05 4.40611332728e-06 1.44156630262 0.409887480319 370.623533519 68.7991189276 6.58054826326 3.65118864993
1450 387.13 29.6483737472 3.14849176675e-05 1.84071124286e-06 1.6433901906 0.231821468584 502.146676361 35.2750753995 8.53806262829 3.5759040362
1453 382.36 30.2304806477 3.86560564214e-05 1.27768032263e-06 1.69103090392 0.155663928458 680.279056257 26.8523324165 8.71885187264 3.60187947684
1456 377.65 31.7252055941 4.23476599917e-05 1.28146024095e-06 1.48080205904 0.0923850621991 927.481311897 29.7289267362 10.1436641264 3.5619789653
1459 377.52 52.6078044383 4.18176731175e-05 9.59675952099e-07 1.41575464794 0.0675984767422 962.534145568 24.0303947002 6.12976749487 3.55287597136
1462 372.79 53.9488869321 4.36237741863e-05 9.37206826609e-07 1.37902566731 0.0577705691303 1055.9675791 23.4510233683 8.27779974614 3.72000300315
1465 368.0 52.1699590642 3.72041228149e-05 1.03821113605e-06 1.43594290867 0.0781250955523 913.983566431 28.1183859635 9.92006805322 3.73665035937
1468 363.22 50.5336552771 3.01009039031e-05 1.07851940794e-06 1.63795462631 0.135803402286 633.004233512 28.9412930219 6.7480885529 3.2878345787
1471 358.39 58.1351319341 3.00496827732e-05 1.14522254252e-06 1.89841364279 0.19201311736 470.933750231 23.3670062103 8.69970312719 3.21735361116
