# Messungs_ID Temperature[K] Phase[degree] T2[s] T2_err Beta Beta_err M0 M0_err Moff Moff_err
1420 434.78 20.49422792459854 3.983090130477392e-05 7.721933101770348e-07 1.7353123614811352 0.08909237840317619 835.5366702179147 18.52872428776046 -2.567618157274098 2.6585814163077686
1423 430.18 23.314473062341946 3.355880726715098e-05 1.049099447003866e-06 1.6177313811590588 0.1166465224593522 633.8237152369321 23.290662043935324 1.6297835623890429 2.4171512725151914
1426 425.42 25.290077898307537 2.858773324830619e-05 7.729130240887745e-07 1.6439489232391296 0.09877767429232692 460.25575680026225 15.450114908842878 0.28355520926267885 1.2760307698487763
1429 420.65 27.543543523985694 2.3961125826160102e-05 1.6060989873317728e-06 1.532110710447631 0.18829164538996995 312.5339078762464 25.750561808934396 0.8528234016911852 1.4290951107579675
1432 415.84 26.755367123046025 2.487022325055761e-05 4.744878951599983e-06 1.3774205498540597 0.4181132823347117 197.32667555581185 42.305959272368874 -3.850111673585657 2.218823086496012
1435 411.05 27.404776192179995 2.0904087013365844e-05 5.417685591141608e-06 1.4698600168952531 0.6093305528410985 153.94621767197606 48.7694707807174 0.6255155175851557 1.9809967754415059
1438 406.25 27.5658794112936 1.3204328863714577e-05 1.1746281302250157e-05 0.8714413661850235 0.5067423246590511 245.35096199232044 185.79975467398845 -3.1498545380392917 2.224513084604451
1441 401.41 21.11555880105522 8.969014225897565e-06 8.466179997666081e-06 0.7636030615764708 0.358572211689701 435.2883302038993 333.57643972785957 -2.6950627530248927 1.963485307613973
1444 396.66 26.66174531867782 1.9917215005387388e-05 4.495656919318451e-06 1.15248895917448 0.2868548747912181 302.7833491322568 68.95612510349017 -2.111579330492825 2.0279213900752864
1447 391.9 27.49005938311812 2.552921301490835e-05 1.6920045049952534e-06 1.4279475652395681 0.16106473179890388 378.8388260385463 28.87747354932099 1.192512954966183 1.6528594351841488
1450 387.13 29.648407666113748 3.0573270304965714e-05 1.0239557880951658e-06 1.5998565197181218 0.11754795382071262 512.0398554790477 20.55276808487155 2.13150890996038 1.8263465599293465
1453 382.36 30.230483919500003 3.7153342789664074e-05 7.020242650161844e-07 1.5815590727258186 0.06884816419909162 699.0753553880859 14.875858579488375 -3.2979214037988855 1.7303100280818124
1456 377.65 31.72520335075267 4.093775811499854e-05 1.4238074118032476e-06 1.462268904852094 0.1078137927323846 920.1293601468335 33.63115761773817 -0.22739453210235122 4.023036006815952
1459 377.52 52.60768243644947 3.979498997799063e-05 1.3426116030662114e-06 1.405842129877556 0.0944361950014975 949.0876722285481 34.48882692238168 3.7781709816042754 4.934436061165064
1462 372.79 53.948699072437975 4.168742238379038e-05 1.588803425204279e-06 1.3430039639007725 0.09700612411663073 1042.9494063869943 41.296058882725156 0.8802630531615657 5.985052194739395
1465 368.0 52.170043802237736 3.505800462192355e-05 1.3005970748462648e-06 1.3818104928391064 0.0951698823497075 922.8469106939949 37.382833272563666 1.875752643620682 4.364554769205464
1468 363.22 50.53354847883838 2.84804102451584e-05 7.94770708156288e-07 1.5831082422238296 0.09169056788644063 646.5222426687907 22.5001705037814 3.070569288136032 2.195334069606895
1471 358.39 58.135120249446445 2.9530063984407454e-05 8.234700556897964e-07 1.7870252003983425 0.1254678605830366 489.51645333905844 18.24478532948256 -1.7821543625882026 2.1899297890831897
