# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1569 377.61 -19.0865741441 3.65724982201e-05 1.80127041677e-06 1.25195808955 0.0686174631738 1809.90000245 110.642721075 16.4649963053 4.78072495281
1575 373.8 -7.93322714536 4.16565822036e-05 1.44024002851e-06 1.32002194242 0.0611936996367 1752.87417803 78.4201740529 15.7675928224 5.25596593014
1581 370.91 -5.59255812513 3.87881166988e-05 1.54705987489e-06 1.29117309598 0.063510050016 1862.47199732 94.574660894 18.4592458158 4.97836585069
1587 368.03 -6.22258421471 3.32377375512e-05 1.80072864969e-06 1.26657758001 0.0728470307735 1929.24504738 131.422451032 11.4269021819 4.59002898452
1593 366.09 -6.25897374928 3.00593612096e-05 2.28491284481e-06 1.29135780031 0.0971569627732 1859.77067653 184.576618872 13.5539335123 4.26974773989
1599 364.17 -7.32366863916 2.43663477449e-05 2.85695632776e-06 1.2005410297 0.116064181733 2058.53702816 308.779872337 12.6069117723 3.99103448618
1605 362.25 -11.3801442499 1.83086207217e-05 3.65484666605e-06 1.07705007126 0.137865501742 2654.56086477 662.093908347 9.18742692485 4.07906028927
1611 360.31 -13.5171798952 2.36729886117e-05 3.30482617556e-06 1.44582925479 0.192562809951 1637.07663693 353.535135795 17.9904308346 3.29068692406
1617 358.37 -18.7150232884 2.15675457452e-05 3.45235955477e-06 1.33267854388 0.180106982068 1832.47443308 433.251195645 13.6524139828 3.39051939663
1623 355.53 -24.1716537442 2.24846626635e-05 3.84321803872e-06 1.1819163872 0.156243718305 1768.41242153 390.541526566 15.2184387483 3.8423185597
1629 352.66 -26.9667961727 2.08260687436e-05 4.22530061225e-06 0.891714652709 0.107289631172 2160.69928599 435.071724871 14.0811982431 5.63993597805
1635 349.79 -26.2442707336 3.63565375458e-05 4.43091747748e-06 0.930648618373 0.100866577399 1504.47731809 187.027984085 17.0814848628 11.1802725041
1641 346.92 -26.0660244032 5.44917928929e-05 3.9476731047e-06 0.880672225253 0.0977284165017 1412.9884855 141.59836365 17.7754996351 26.8961504792
1647 344.06 -23.3749748814 8.43677063673e-05 5.46857076489e-06 0.823509689928 0.136659331642 1253.39047006 180.885872203 11.4235972751 76.3758290827
1660 346.9 -26.5675474853 5.3326135393e-05 3.88321192465e-06 0.855435721214 0.0481074461874 1441.46769722 82.8856150908 10.5660063536 2.75370447251
1672 341.19 -23.1810278595 0.000141773448166 4.44452341914e-06 0.858312510275 0.0301461445989 1223.14695871 28.9529202988 8.85001107913 3.39011563637
