# Messungs_ID Temperature[K] Phase[degree] T2[s] T2_err Beta Beta_err M0 M0_err Moff Moff_err
1420 434.78 20.49422792459854 3.00527639146721e-05 1.6530064739287898e-06 1.0 0 1115.9300983860712 34.637718824178606 -7.917065531510385 5.863323571122654
1423 430.18 23.314473062341946 2.5880166604846316e-05 1.4834870500893854e-06 1.0 0 857.0211944950953 35.68807730140577 -1.7955801221936334 4.4464177012052755
1426 425.42 25.290077898307537 2.0718008609802064e-05 9.095862592141014e-07 1.0 0 647.6348627346127 20.423665633252227 -1.891358287714652 2.3188320423938835
1429 420.65 27.543543523985694 1.687603637157372e-05 1.0103840592447599e-06 1.0 0 451.98190245734315 23.863278027238596 0.24482514244761006 1.9052341708586658
1432 415.84 26.755367123046025 1.9411105621144786e-05 2.061932085853288e-06 1.0 0 256.06251110253186 23.822840043950425 -4.803446460452852 2.2109322001027523
1435 411.05 27.404776192179995 1.4665515466998664e-05 1.9058599953465587e-06 1.0 0 223.767461650799 27.159823265085695 0.3952307848712147 1.9589406397176496
1438 406.25 27.5658794112936 1.688409637395611e-05 2.6113659857915144e-06 1.0 0 197.60019908995278 28.319232519281574 -2.9614103719655063 2.0690773120892816
1441 401.41 21.11555880105522 1.4010065164590273e-05 1.4637924430162477e-06 1.0 0 296.4894568225662 31.915461447371502 -2.5216809961520164 1.7532061217665362
1444 396.66 26.66174531867782 1.74112144545058e-05 1.3426127533112074e-06 1.0 0 345.8013318359734 22.154717098551416 -2.0709916015196965 1.9346473076406774
1447 391.9 27.49005938311812 1.9159655820809e-05 1.0397267401685007e-06 1.0 0 503.4000020667461 21.285602081402963 0.10405244435651027 1.8967700849546296
1450 387.13 29.648407666113748 2.3109192402230438e-05 1.1986676909106843e-06 1.0 0 691.4989689842532 24.867565343175492 0.8801419888360833 3.165107210780426
1453 382.36 30.230483919500003 2.916714196007063e-05 1.374150394108784e-06 1.0 0 911.8529516517411 26.949469860898226 -6.639443454734731 4.420737343388248
1456 377.65 31.72520335075267 3.3114981981214396e-05 1.5114982250836789e-06 1.0 0 1156.3555740313634 33.08609726849154 -5.476526771126153 5.737408240319944
1459 377.52 52.60768243644947 3.314966416594523e-05 1.5092303844771555e-06 1.0 0 1167.2183342144158 30.848123212164396 -3.7952735921202283 7.393300920708153
1462 372.79 53.948699072437975 3.553182638034001e-05 1.5685333994971493e-06 1.0 0 1243.5477122609022 30.23400021283771 -7.24895293646895 8.13552346636859
1465 368.0 52.170043802237736 2.8898699277501108e-05 1.255558906969998e-06 1.0 0 1141.442297407392 30.793665856116682 -4.575232348515394 6.46731580679778
1468 363.22 50.53354847883838 2.1356032114279836e-05 9.82385996376238e-07 1.0 0 893.2868015302374 30.27104703561343 -1.9275291817980649 4.387499009842536
1471 358.39 58.135120249446445 2.1029206817879623e-05 1.299843520021078e-06 1.0 0 721.6240417581632 32.08906767191261 -6.330251205072007 4.655159556498144
