# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
9.000000000000000228e-06 8.570142260678792372e+05 2.287908606306968977e+03 -7.153818569421273423e+03 2.287908606306968977e+03 6.781384921405656314e+02 1.810377057047293237e+00 -5.660675855957469693e+00 1.810377057047293237e+00
1.500000000000000038e-05 8.281237503373653162e+05 2.321166594470676046e+03 -2.836160120146814734e+03 2.321166594470676046e+03 6.552780272227258820e+02 1.836693448606444345e+00 -2.244197691058201549e+00 1.836693448606444345e+00
2.400000000000000061e-05 7.865580639369020937e+05 2.416864901615156668e+03 -2.126033686463488266e+02 2.416864901615156668e+03 6.223879175337355036e+02 1.912417635829239293e+00 -1.682288618467116803e-01 1.912417635829239293e+00
4.000000000000000327e-05 7.118453555183352437e+05 2.474995803776376306e+03 8.346437713391787838e+02 2.474995803776376306e+03 5.632692216129378266e+02 1.958415474767396969e+00 6.604371915357630796e-01 1.958415474767396969e+00
6.499999999999999431e-05 6.166948454076268245e+05 2.368409247782756665e+03 2.433899111169885146e+03 2.368409247782756665e+03 4.879784954030199060e+02 1.874075630497128886e+00 1.925896470638376989e+00 1.874075630497128886e+00
1.069999999999999988e-04 4.825047590443163645e+05 2.409039410610068899e+03 4.607537900685769273e+03 2.409039410610068899e+03 3.817965207534881529e+02 1.906225478792595629e+00 3.645854070343141462e+00 1.906225478792595629e+00
1.759999999999999954e-04 3.306610793452168000e+05 2.395198150513635483e+03 6.934288527043187059e+03 2.395198150513635483e+03 2.616456050975481844e+02 1.895273162056633653e+00 5.486966053494938933e+00 1.895273162056633653e+00
2.889999999999999774e-04 1.844443470887967269e+05 2.388763501315194389e+03 5.920022706670373736e+03 2.388763501315194389e+03 1.459471822218514205e+02 1.890181550771596886e+00 4.684397469291698535e+00 1.890181550771596886e+00
4.749999999999999990e-04 7.668043184432871931e+04 2.427072900784905414e+03 2.254689771844870847e+03 2.427072900784905414e+03 6.067571674531557591e+01 1.920495024691856845e+00 1.784091647041730511e+00 1.920495024691856845e+00
7.799999999999999859e-04 2.046807710942623817e+04 2.381748551256048358e+03 1.704439322059216465e+03 2.381748551256048358e+03 1.619598663103611713e+01 1.884630758835065034e+00 1.348689294353413670e+00 1.884630758835065034e+00
1.200000000000000030e-05 8.434442773375149118e+05 2.432220775307706390e+03 -5.772103014293999877e+03 2.432220775307706390e+03 6.674008587495123948e+02 1.924568436498144131e+00 -4.567351527585165272e+00 1.924568436498144131e+00
1.900000000000000105e-05 8.098215500981804216e+05 2.423249538589748681e+03 -1.271587633883202216e+03 2.423249538589748681e+03 6.407958563374172627e+02 1.917469673425721055e+00 -1.006182271468904821e+00 1.917469673425721055e+00
3.100000000000000135e-05 7.538749235416736919e+05 2.321782490195229911e+03 -1.720964176208013669e+03 2.321782490195229911e+03 5.965263917015106472e+02 1.837180794773241255e+00 -1.361765086253302615e+00 1.837180794773241255e+00
5.099999999999999960e-05 6.693720600214514416e+05 2.303667262576475423e+03 5.128698065882053925e+02 2.303667262576475423e+03 5.296609387065393548e+02 1.822846571643096603e+00 4.058237853295589281e-01 1.822846571643096603e+00
8.399999999999999535e-05 5.513012004953797441e+05 2.190246297347656764e+03 4.165875551812772756e+03 2.190246297347656764e+03 4.362337910474886939e+02 1.733098793837472895e+00 3.296375345031675952e+00 1.733098793837472895e+00
1.379999999999999933e-04 4.054889667647171300e+05 2.299493455981258649e+03 6.982776614082875312e+03 2.299493455981258649e+03 3.208554398952086331e+02 1.819543920619492106e+00 5.525333722585731522e+00 1.819543920619492106e+00
2.259999999999999910e-04 2.543858031099645887e+05 2.371271440748187160e+03 6.945855548334053310e+03 2.371271440748187160e+03 2.012904800127492138e+02 1.876340427466366867e+00 5.496118809818174356e+00 1.876340427466366867e+00
3.710000000000000190e-04 1.218370838084463176e+05 2.381406858399258454e+03 4.687795193225643743e+03 2.381406858399258454e+03 9.640728681920322174e+01 1.884360384001566802e+00 3.709360086568785686e+00 1.884360384001566802e+00
6.089999999999999494e-04 4.196268606215427280e+04 2.325597356041166222e+03 2.750973062224326895e+03 2.325597356041166222e+03 3.320424770883948895e+01 1.840199423045436378e+00 2.176790848496790609e+00 1.840199423045436378e+00
1.000000000000000021e-03 7.658834754796867855e+03 2.334193364812329037e+03 5.840330116659711166e+02 2.334193364812329037e+03 6.060285225370738438e+00 1.847001275627567995e+00 4.621338291064793768e-01 1.847001275627567995e+00
2.000000000000000042e-03 -3.815327257920115471e+02 2.474098511865683122e+03 -1.845105324676539340e+03 2.474098511865683122e+03 -3.018993378417756945e-01 1.957705465336025741e+00 -1.459995534096972802e+00 1.957705465336025741e+00
4.000000000000000083e-03 -1.659018207325365211e+02 2.494359655335174921e+03 5.115228498098881573e+02 2.494359655335174921e+03 -1.312748460094125824e-01 1.973737709449971955e+00 4.047579649372680111e-01 1.973737709449971955e+00
8.000000000000000167e-03 -8.530950262335913976e+02 2.436190068898370555e+03 -1.495131758814422710e+03 2.436190068898370555e+03 -6.750373064365479125e-01 1.927709260405801261e+00 -1.183068338463705516e+00 1.927709260405801261e+00
1.600000000000000033e-02 -1.027604053140249789e+03 2.349836430249775276e+03 7.934926401484329972e+02 2.349836430249775276e+03 -8.131228653127030581e-01 1.859379325472642286e+00 6.278751112263043499e-01 1.859379325472642286e+00
3.200000000000000067e-02 9.570264692388467438e+02 2.245306555967353233e+03 1.172061959614860825e+03 2.245306555967353233e+03 7.572762120483604864e-01 1.776666892967571965e+00 9.274295639587025741e-01 1.776666892967571965e+00
