# t_m M M/M0 (M-M1)/M0
9.999999999999999547e-07 3.270162572204819298e+05 9.850240416956177469e-01 9.845970118868350163e-01
1.039255682936713100e-06 3.268350048542898148e+05 9.844780812597943020e-01 9.840510514510115714e-01
1.080052374516253951e-06 3.266473820169033133e+05 9.839129319697629272e-01 9.834859021609803076e-01
1.122450568085305844e-06 3.264531687234170968e+05 9.833279311966306446e-01 9.829009013878480250e-01
1.166513131698196192e-06 3.262521376771815121e+05 9.827223942873883900e-01 9.822953644786056593e-01
1.212305401337652771e-06 3.260440540476573515e+05 9.820956138957750436e-01 9.816685840869924240e-01
1.259895277795028425e-06 3.258286752430907800e+05 9.814468592975389427e-01 9.810198294887563231e-01
1.309353327353609475e-06 3.256057506780145923e+05 9.807753756901153031e-01 9.803483458813326834e-01
1.360752886424333165e-06 3.253750215355945984e+05 9.800803834767762845e-01 9.796533536679936649e-01
1.414170170289023892e-06 3.251362205248550745e+05 9.793610775353562836e-01 9.789340477265735529e-01
1.469684386112447426e-06 3.248890716328318231e+05 9.786166264716980034e-01 9.781895966629152728e-01
1.527377850390712468e-06 3.246332898717194912e+05 9.778461718580210293e-01 9.774191420492382987e-01
1.587336111010208705e-06 3.243685810210984782e+05 9.770488274564688158e-01 9.766217976476860851e-01
1.649648074098020724e-06 3.240946413653470809e+05 9.762236784281530522e-01 9.757966486193703215e-01
1.714406135851971963e-06 3.238111574263666989e+05 9.753697805280802102e-01 9.749427507192974796e-01
1.781706319545728901e-06 3.235178056917725480e+05 9.744861592864195732e-01 9.740591294776369535e-01
1.851648417912154073e-06 3.232142523387289257e+05 9.735718091766522031e-01 9.731447793678694724e-01
1.924336141115980055e-06 3.229001529536356684e+05 9.726256927712220168e-01 9.721986629624392862e-01
1.999877270535287164e-06 3.225751522479043342e+05 9.716467398854100601e-01 9.712197100766274405e-01
2.078383818579755340e-06 3.222388837700956501e+05 9.706338467102472167e-01 9.702068169014644861e-01
2.159972194782717103e-06 3.218909696147257928e+05 9.695858749353929440e-01 9.691588451266103243e-01
2.244763378413223769e-06 3.215310201280882466e+05 9.685016508630254206e-01 9.680746210542426899e-01
2.332883097864158392e-06 3.211586336114794249e+05 9.673799645139101733e-01 9.669529347051275536e-01
2.424462017082330759e-06 3.207733960222621681e+05 9.662195687269569122e-01 9.657925389181742926e-01
2.519635929317013705e-06 3.203748806732488447e+05 9.650191782537146379e-01 9.645921484449319072e-01
2.618545958474232632e-06 3.199626479309384595e+05 9.637774688494140651e-01 9.633504390406313345e-01
2.721338768375308565e-06 3.195362449131978210e+05 9.624930763623368302e-01 9.620660465535540995e-01
2.828166780230035161e-06 3.190952051870364812e+05 9.611645958234660281e-01 9.607375660146834084e-01
2.939188398646884365e-06 3.186390484671897721e+05 9.597905805385712474e-01 9.593635507297886278e-01
3.054568246515431994e-06 3.181672803162915516e+05 9.583695411850821078e-01 9.579425113762994881e-01
3.174477409109193511e-06 3.176793918474934762e+05 9.568999449163310134e-01 9.564729151075483937e-01
3.299093687770942248e-06 3.171748594304630533e+05 9.553802144759734327e-01 9.549531846671908131e-01
3.428601863556582985e-06 3.166531444017782924e+05 9.538087273256513621e-01 9.533816975168687424e-01
3.563193971228583995e-06 3.161136927808231558e+05 9.521838147892259796e-01 9.517567849804432489e-01
3.703069584005141018e-06 3.155559349923846894e+05 9.505037612171968187e-01 9.500767314084141990e-01
3.848436109487433457e-06 3.149792855972497491e+05 9.487668031752173325e-01 9.483397733664347129e-01
3.999509097203661301e-06 3.143831430322083761e+05 9.469711286609441281e-01 9.465440988521613974e-01
4.156512558225988346e-06 3.137668893609806546e+05 9.451148763537897679e-01 9.446878465450070372e-01
4.319679297334173221e-06 3.131298900377055397e+05 9.431961349025145269e-01 9.427691050937317963e-01
4.489251258218607721e-06 3.124714936847534264e+05 9.412129422559627479e-01 9.407859124471800172e-01
4.665479882234468170e-06 3.117910318867592723e+05 9.391632850426586687e-01 9.387362552338759381e-01
4.848626481239077875e-06 3.110878190029124380e+05 9.370450980053939283e-01 9.366180681966113086e-01
5.038962625065150179e-06 3.103611519996864954e+05 9.348562634973839325e-01 9.344292336886013128e-01
5.236770544204655305e-06 3.096103103063484887e+05 9.325946110470388906e-01 9.321675812382561599e-01
5.442343548300271877e-06 3.088345556957485387e+05 9.302579169988833829e-01 9.298308871901007633e-01
5.655986461065001783e-06 3.080331321930637350e+05 9.278439042386792401e-01 9.274168744298966205e-01
5.878016072274912326e-06 3.072052660153458128e+05 9.253502420113332017e-01 9.249232122025504710e-01
6.108761607505039188e-06 3.063501655449121026e+05 9.227745458407463630e-01 9.223475160319636323e-01
6.348565216305210224e-06 3.054670213398106280e+05 9.201143775613369602e-01 9.196873477525542295e-01
6.597782479539533130e-06 3.045550061847944744e+05 9.173672454715827707e-01 9.169402156628001510e-01
6.856782936641737654e-06 3.036132751864503953e+05 9.145306046205639028e-01 9.141035748117811721e-01
7.125950633568410784e-06 3.026409659163430333e+05 9.116018572391346719e-01 9.111748274303519413e-01
7.405684692262442192e-06 3.016371986062620999e+05 9.085783533280393787e-01 9.081513235192567590e-01
7.696399902471150620e-06 3.006010763998895418e+05 9.054573914159729231e-01 9.050303616071901924e-01
7.998527336796707127e-06 2.995316856654438307e+05 9.022362195013137187e-01 9.018091896925310991e-01
8.312514989890631094e-06 2.984280963740986190e+05 8.989120361919807900e-01 8.984850063831980593e-01
8.638828442740453152e-06 2.972893625492227729e+05 8.954819920586138959e-01 8.950549622498311653e-01
8.977951553033313987e-06 2.961145227917408338e+05 8.919431912170419086e-01 8.915161614082591779e-01
