# t_m M M/M0 (M-M1)/M0
9.999999999999999547e-07 1.043897322617409664e+05 9.497423448588682149e-01 9.496381976738275110e-01
1.023371798632519308e-06 1.042639517861718487e+05 9.485979885968466307e-01 9.484938414118059269e-01
1.047289838236359565e-06 1.041353932526587887e+05 9.474283574422789345e-01 9.473242102572382306e-01
1.071766885445503435e-06 1.040039990434793581e+05 9.462329271866092295e-01 9.461287800015685256e-01
1.096816005273138014e-06 1.038697105224064726e+05 9.450111643548816387e-01 9.449070171698408238e-01
1.122450568085305844e-06 1.037324680253364058e+05 9.437625261204737326e-01 9.436583789354330287e-01
1.148684256737554753e-06 1.035922108513089042e+05 9.424864602233972155e-01 9.423823130383564006e-01
1.175531073878369957e-06 1.034488772539526108e+05 9.411824048924677388e-01 9.410782577074270350e-01
1.203005349423324184e-06 1.033024044333905622e+05 9.398497887716610322e-01 9.397456415866203283e-01
1.231121748203889582e-06 1.031527285286426486e+05 9.384880308509899738e-01 9.383838836659492699e-01
1.259895277795028425e-06 1.029997846105628851e+05 9.370965404022476575e-01 9.369923932172069536e-01
1.289341296525715624e-06 1.028435066753517895e+05 9.356747169199828296e-01 9.355705697349420147e-01
1.319475521676705910e-06 1.026838276386854559e+05 9.342219500680855049e-01 9.341178028830448010e-01
1.350314037869872138e-06 1.025206793305054744e+05 9.327376196323861057e-01 9.326334724473454019e-01
1.381873305653633617e-06 1.023539924905148800e+05 9.312210954796769080e-01 9.311169482946360931e-01
1.414170170289023892e-06 1.021836967644282704e+05 9.296717375235954428e-01 9.295675903385546279e-01
1.447221870741134366e-06 1.020097207010254060e+05 9.280888956978183835e-01 9.279847485127776796e-01
1.481046048880673974e-06 1.018319917500606825e+05 9.264719099370415378e-01 9.263677627520008340e-01
1.515660758900604291e-06 1.016504362610820390e+05 9.248201101662342216e-01 9.247159629811935178e-01
1.551084476952840571e-06 1.014649794832160114e+05 9.231328162986839336e-01 9.230286691136432298e-01
1.587336111010208705e-06 1.012755455659772269e+05 9.214093382433609092e-01 9.213051910583200943e-01
1.624435010958865447e-06 1.010820575611636159e+05 9.196489759221607718e-01 9.195448287371199569e-01
1.662400978926613503e-06 1.008844374259005272e+05 9.178510192976002680e-01 9.177468721125594531e-01
1.701254279852589246e-06 1.006826060268997680e+05 9.160147484115661598e-01 9.159106012265254559e-01
1.741015652304015331e-06 1.004764831460017595e+05 9.141394334357380025e-01 9.140352862506971876e-01
1.781706319545728901e-06 1.002659874870722124e+05 9.122243347343340636e-01 9.121201875492932487e-01
1.823348000868442370e-06 1.000510366843264928e+05 9.102687029398472962e-01 9.101645557548065923e-01
1.865962923181746036e-06 9.983154731215842185e+04 9.082717790424679194e-01 9.081676318574272155e-01
1.909573832878096448e-06 9.960743489655213489e+04 9.062327944939090330e-01 9.061286473088682181e-01
1.954204007974051565e-06 9.937861392815934960e+04 9.041509713263837789e-01 9.040468241413430750e-01
1.999877270535287164e-06 9.914499787712621037e+04 9.020255222875016576e-01 9.019213751024609538e-01
2.046617999391989682e-06 9.890649920975763234e+04 8.998556509918803625e-01 8.997515038068395477e-01
2.094451143151468901e-06 9.866302940710897383e+04 8.976405520902941415e-01 8.975364049052533266e-01
2.143402233514858855e-06 9.841449898559904250e+04 8.953794114572117824e-01 8.952752642721710785e-01
2.193497398905060136e-06 9.816081751974021608e+04 8.930714063975964123e-01 8.929672592125555974e-01
2.244763378413223769e-06 9.790189366708458692e+04 8.907157058738660593e-01 8.906115586888253555e-01
2.297227536071151343e-06 9.763763519548893964e+04 8.883114707539523369e-01 8.882073235689116331e-01
2.350917875457289323e-06 9.736794901280295744e+04 8.858578540814043834e-01 8.857537068963636795e-01
