# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
9.000000000000000228e-06 5.964219220973886549e+05 2.380630920640297518e+03 3.718717610474210232e+03 2.380630920640297518e+03 2.717320634030509723e+02 1.084624371270281440e+00 1.694261682994305351e+00 1.084624371270281440e+00
1.500000000000000038e-05 4.585084973511670250e+05 2.435656921817444072e+03 4.168175671074539423e+03 2.435656921817444072e+03 2.088981901183716445e+02 1.109694423672284103e+00 1.899036460203313181e+00 1.109694423672284103e+00
2.400000000000000061e-05 3.070374767998009920e+05 2.484218176980892167e+03 3.255399040318879997e+03 2.484218176980892167e+03 1.398874253640409506e+02 1.131819113557259726e+00 1.483172005675735372e+00 1.131819113557259726e+00
4.000000000000000327e-05 1.533126187220119755e+05 2.437558666108054695e+03 5.303654673810087843e+02 2.437558666108054695e+03 6.984980378413212065e+01 1.110560865499800043e+00 2.416364950207721962e-01 1.110560865499800043e+00
6.499999999999999431e-05 5.143179851543020050e+04 2.418118573393935549e+03 -3.775363137398926483e+02 2.418118573393935549e+03 2.343252019640847550e+01 1.101703886387802145e+00 -1.720069597397714811e-01 1.101703886387802145e+00
1.069999999999999988e-04 8.114393783211904520e+03 2.457152495044152147e+03 -1.461383731595509289e+03 2.457152495044152147e+03 3.696948224543997963e+00 1.119487887410813398e+00 -6.658119061312028908e-01 1.119487887410813398e+00
1.759999999999999954e-04 3.124153392419653414e+02 2.302600898627587412e+03 2.191977778316371825e+02 2.302600898627587412e+03 1.423375996516796915e-01 1.049073600744718782e+00 9.986732924586962101e-02 1.049073600744718782e+00
2.889999999999999774e-04 7.618412270101241575e+02 2.465620181267736825e+03 1.197948030079301702e+02 2.465620181267736825e+03 3.470977187977503653e-01 1.123345796995512735e+00 5.457896130281996577e-02 1.123345796995512735e+00
4.749999999999999990e-04 -2.102972728438055128e+03 2.475795012452232640e+03 -8.601038910770037091e+02 2.475795012452232640e+03 -9.581222580975258252e-01 1.127981488223658513e+00 -3.918665568855194681e-01 1.127981488223658513e+00
7.799999999999999859e-04 5.178668916548500647e+02 2.295590003187938692e+03 -1.049941942455745902e+03 2.295590003187938692e+03 2.359420970688574926e-01 1.045879410501980411e+00 -4.783574847041263123e-01 1.045879410501980411e+00
1.200000000000000030e-05 5.221033600247363211e+05 2.486858385323832863e+03 -6.647444357839849545e+03 2.486858385323832863e+03 2.378722479386355246e+02 1.133022002375159376e+00 -3.028600567465124183e+00 1.133022002375159376e+00
1.900000000000000105e-05 3.835991357049114886e+05 2.349347110841755693e+03 -4.356350295248208568e+03 2.349347110841755693e+03 1.747692041536025442e+02 1.070371350258289889e+00 -1.984769524351909897e+00 1.070371350258289889e+00
3.100000000000000135e-05 2.278015641340049624e+05 2.360187738200057538e+03 -2.724313880746340146e+03 2.360187738200057538e+03 1.037872465366353794e+02 1.075310380718967673e+00 -1.241207616194725860e+00 1.075310380718967673e+00
5.099999999999999960e-05 9.527601499784743646e+04 2.334822494214401104e+03 -1.071535804325023491e+03 2.334822494214401104e+03 4.340810957642441537e+01 1.063753880477149361e+00 -4.881957291166466595e-01 1.063753880477149361e+00
8.399999999999999535e-05 2.197998437511244265e+04 2.464957245465968299e+03 -5.515938449737350311e+02 2.464957245465968299e+03 1.001416327356400870e+01 1.123043760959203219e+00 -2.513082234268730342e-01 1.123043760959203219e+00
1.379999999999999933e-04 3.145918615617430987e+03 2.406967614006060103e+03 4.582014446853136178e+02 2.406967614006060103e+03 1.433292313792932093e+00 1.096623467491167014e+00 2.087582957728178479e-01 1.096623467491167014e+00
2.259999999999999910e-04 -5.792388676658818270e+01 2.355151309361519907e+03 -2.780373955816941702e+02 2.355151309361519907e+03 -2.639033993931491281e-02 1.073015764861009691e+00 -1.266748796538826605e-01 1.073015764861009691e+00
3.710000000000000190e-04 -1.669373735630416832e+03 2.440076671422453273e+03 -5.612685460520190190e+02 2.440076671422453273e+03 -7.605729316227938241e-01 1.111708078159816315e+00 -2.557160535038844884e-01 1.111708078159816315e+00
6.089999999999999494e-04 1.424694127015080539e+03 2.421295442872267813e+03 1.191903693445379758e+03 2.421295442872267813e+03 6.490959847528904314e-01 1.103151280030667536e+00 5.430357906005088831e-01 1.103151280030667536e+00
1.000000000000000021e-03 2.155691140737628666e+04 2.257649514026446468e+03 3.212039450994539948e+04 2.257649514026446468e+03 9.821409643568788539e+00 1.028593581419577907e+00 1.463417214245570719e+01 1.028593581419577907e+00
