# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
9.000000000000000228e-06 4.398892837807152537e+05 2.440273160002726399e+03 -6.600676269856900035e+03 2.440273160002726399e+03 7.168666224484269378e+02 3.976796986340669804e+00 -1.075680785578446041e+01 3.976796986340669804e+00
1.500000000000000038e-05 2.633318121884287684e+05 2.380779680296377592e+03 2.307276380948103906e+03 2.380779680296377592e+03 4.291393169760556248e+02 3.879843294974878898e+00 3.760058467552532591e+00 3.879843294974878898e+00
2.400000000000000061e-05 1.182035646995930001e+05 2.476468785015611957e+03 4.479844278446352291e+03 2.476468785015611957e+03 1.926307216654141428e+02 4.035783273133989546e+00 7.300588933159041005e+00 4.035783273133989546e+00
4.000000000000000327e-05 3.291803431921997981e+04 2.312241120013880845e+03 2.470741297395609308e+03 2.312241120013880845e+03 5.364495328743709734e+01 3.768149266434542621e+00 4.026449459247963603e+00 3.768149266434542621e+00
6.499999999999999431e-05 6.339629238528137648e+03 2.408656631536079658e+03 3.608097116197911873e+02 2.408656631536079658e+03 1.033139193739594575e+01 3.925273035175885550e+00 5.879944087121905527e-01 3.925273035175885550e+00
1.069999999999999988e-04 -2.375565851088989007e+02 2.301810927906494726e+03 8.332499738202207027e+02 2.301810927906494726e+03 -3.871346565748379209e-01 3.751151678943328793e+00 1.357907810924328551e+00 3.751151678943328793e+00
1.759999999999999954e-04 2.073117766576768304e+02 2.252485113696276130e+03 -3.332787530867180976e+02 2.252485113696276130e+03 3.378461322109768128e-01 3.670767747949399418e+00 -5.431285163523070780e-01 3.670767747949399418e+00
2.889999999999999774e-04 -4.693011557362474946e+02 2.320696432357900449e+03 -1.515128879819219492e+02 2.320696432357900449e+03 -7.647977498617479775e-01 3.781928486400322420e+00 -2.469133399465843204e-01 3.781928486400322420e+00
4.749999999999999990e-04 5.614315446882413880e+02 2.403993351292239822e+03 1.238065451782545949e+02 2.403993351292239822e+03 9.149382583670637725e-01 3.917673509383394759e+00 2.017616321910383204e-01 3.917673509383394759e+00
7.799999999999999859e-04 -4.882688703544853297e+02 2.395160174363656097e+03 1.854586490364564952e+03 2.395160174363656097e+03 -7.957085313135645599e-01 3.903278501494455544e+00 3.022331305640259647e+00 3.903278501494455544e+00
1.200000000000000030e-05 3.399708075970758218e+05 2.216279369535485785e+03 9.140465207384586392e+02 2.216279369535485785e+03 5.540342389760760398e+02 3.611764970462516988e+00 1.489578096676609675e+00 3.611764970462516988e+00
1.900000000000000105e-05 1.848140634715807973e+05 2.615995014624896157e+03 5.874795262176839969e+03 2.615995014624896157e+03 3.011826801579601351e+02 4.263162526620946302e+00 9.573874137093406844e+00 4.263162526620946302e+00
3.100000000000000135e-05 6.727592569246275525e+04 2.351299286852916794e+03 3.749376880527252979e+03 2.351299286852916794e+03 1.096363730635654861e+02 3.831800501355020039e+00 6.110180992655553034e+00 3.831800501355020039e+00
5.099999999999999960e-05 1.654794851880389615e+04 2.463877677027455775e+03 2.100577972610358756e+03 2.463877677027455775e+03 2.696740384573437055e+01 4.015264143914072825e+00 3.423211912489803499e+00 4.015264143914072825e+00
8.399999999999999535e-05 2.716092855535347098e+03 2.412554042736296196e+03 9.216229435674043771e+02 2.412554042736296196e+03 4.426287212248945835e+00 3.931624460651357289e+00 1.501925032244003422e+00 3.931624460651357289e+00
1.379999999999999933e-04 4.293176510437876914e+02 2.281579707833569046e+03 -1.360724441061541484e+03 2.281579707833569046e+03 6.996385358973020718e-01 3.718181822808077186e+00 -2.217507836888057859e+00 3.718181822808077186e+00
2.259999999999999910e-04 -9.354138935432421249e+02 2.391090986711144978e+03 3.188903067925908772e+02 2.391090986711144978e+03 -1.524399486826221395e+00 3.896647140113034258e+00 5.196803504672444785e-01 3.896647140113034258e+00
3.710000000000000190e-04 5.880599113423511426e+02 2.283921934744203099e+03 1.024500727511711602e+03 2.283921934744203099e+03 9.583332397146108184e-01 3.721998838489848360e+00 1.669580058679925205e+00 3.721998838489848360e+00
6.089999999999999494e-04 1.631491638140405485e+03 2.440115951475466318e+03 -9.611416777343163176e+02 2.440115951475466318e+03 2.658764246617996818e+00 3.976540791088563953e+00 -1.566326831810900266e+00 3.976540791088563953e+00
1.000000000000000021e-03 -3.041168962569215637e+02 2.444045786677985689e+03 9.387417980526150814e+02 2.444045786677985689e+03 -4.956048266860635376e-01 3.982945056416867136e+00 1.529822814362098216e+00 3.982945056416867136e+00
