# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
9.000000000000000228e-06 3.687456471772596124e+05 2.469748184520295126e+03 -8.669712071475041739e+02 2.469748184520295126e+03 -1.624469862235915343e+03 -1.088021383785030416e+01 3.819349755633576038e+00 -1.088021383785030416e+01
1.500000000000000038e-05 1.968867086165965884e+05 2.546563222219857835e+03 1.127028474968255978e+03 2.546563222219857835e+03 -8.673635251584053094e+02 -1.121861434417403203e+01 -4.965004483395412116e+00 -1.121861434417403203e+01
2.400000000000000061e-05 7.702299706129073456e+04 2.539034668514726036e+03 -9.394680763073974958e+02 2.539034668514726036e+03 -3.393166492484862715e+02 -1.118544809883979951e+01 4.138727028174217892e+00 -1.118544809883979951e+01
4.000000000000000327e-05 1.236386084815753020e+04 2.355353695764687018e+03 -8.138071377159219537e+02 2.355353695764687018e+03 -5.446767841860265236e+01 -1.037626104325625676e+01 3.585141083052534761e+00 -1.037626104325625676e+01
6.499999999999999431e-05 3.221025731064721072e+02 2.313470384461814319e+03 -5.149021775038339683e+02 2.313470384461814319e+03 -1.418988743502578087e+00 -1.019174855487031195e+01 2.268346964249152720e+00 -1.019174855487031195e+01
1.069999999999999988e-04 6.974037516192973953e+02 2.320486970617967017e+03 -8.244097144183403998e+02 2.320486970617967017e+03 -3.072338304162297362e+00 -1.022265938143519470e+01 3.631849610860169886e+00 -1.022265938143519470e+01
1.759999999999999954e-04 5.338328717744183223e+02 2.451500145439019889e+03 -4.106827425313575191e+02 2.451500145439019889e+03 -2.351744131237224256e+00 -1.079982403593846030e+01 1.809219290558515381e+00 -1.079982403593846030e+01
2.889999999999999774e-04 -4.611339695935663485e+02 2.317809594459517029e+03 1.144743618495809869e+03 2.317809594459517029e+03 2.031476823637901052e+00 -1.021086448456640561e+01 -5.043046670431347245e+00 -1.021086448456640561e+01
4.749999999999999990e-04 -4.014741667894041370e+02 2.333407044771869550e+03 2.829861364108738826e+02 2.333407044771869550e+03 1.768651886220508285e+00 -1.027957739861460595e+01 -1.246665427915038871e+00 -1.027957739861460595e+01
7.799999999999999859e-04 3.402317510225785782e+02 2.332752455594506500e+03 -1.252522528977467118e+03 2.332752455594506500e+03 -1.498854915150350298e+00 -1.027669367537905742e+01 5.517855236179407541e+00 -1.027669367537905742e+01
1.200000000000000030e-05 2.699026987788245897e+05 2.342442812656292517e+03 5.766953763528217678e+02 2.342442812656292517e+03 -1.189027730248900752e+03 -1.031938351625359651e+01 -2.540570351805718552e+00 -1.031938351625359651e+01
1.900000000000000105e-05 1.283120823313517467e+05 2.463979787569839118e+03 1.476654069448650262e+02 2.463979787569839118e+03 -5.652652778510378084e+02 -1.085480177652521228e+01 -6.505242980167942335e-01 -1.085480177652521228e+01
3.100000000000000135e-05 3.678113947436260787e+04 2.425439443974728420e+03 2.315291525474503942e+01 2.425439443974728420e+03 -1.620354112168691643e+02 -1.068501637802699378e+01 -1.019977139856390602e-01 -1.068501637802699378e+01
5.099999999999999960e-05 4.987322681181095504e+03 2.310361749314689405e+03 2.238430784648260783e+02 2.310361749314689405e+03 -2.197112142432888859e+01 -1.017805379223962525e+01 -9.861169551960040636e-01 -1.017805379223962525e+01
8.399999999999999535e-05 3.574574081293590666e+02 2.321857216050683746e+03 -1.216077767802736105e+02 2.321857216050683746e+03 -1.574740721644286578e+00 -1.022869585244537305e+01 5.357301703906045542e-01 -1.022869585244537305e+01
1.379999999999999933e-04 -1.417955255199759904e+03 2.497045953804220062e+03 -4.464094468661971860e+02 2.497045953804220062e+03 6.246651575967667291e+00 -1.100047126691410782e+01 1.966609499536525085e+00 -1.100047126691410782e+01
2.259999999999999910e-04 7.591479951972253559e+01 2.403669526398221933e+03 2.073579350154711562e+02 2.403669526398221933e+03 -3.344346024461383182e-01 -1.058911131371746350e+01 -9.134934031266838117e-01 -1.058911131371746350e+01
3.710000000000000190e-04 6.808153716516629856e+02 2.346253231154656532e+03 -2.588883924064735993e+02 2.346253231154656532e+03 -2.999259954554589935e+00 -1.033616991105034266e+01 1.140505371023013748e+00 -1.033616991105034266e+01
6.089999999999999494e-04 -2.553403493912901467e+03 2.371210774934104847e+03 -2.057659069737596383e+03 2.371210774934104847e+03 1.124874843606071728e+01 -1.044611772471404620e+01 9.064798923411540699e+00 -1.044611772471404620e+01
1.000000000000000021e-03 7.080160006739052392e+01 2.372992554865247257e+03 -6.855970702896344449e+01 2.372992554865247257e+03 -3.119089442492249953e-01 -1.045396716733509024e+01 3.020325221052353459e-01 -1.045396716733509024e+01
