# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
9.000000000000000228e-06 4.499580183398412191e+05 2.393673967487365644e+03 -1.093662728197334218e+03 2.393673967487365644e+03 1.418457382517054384e+03 7.545869552561110361e+00 -3.447686023062679794e+00 7.545869552561110361e+00
1.500000000000000038e-05 2.910166802723756409e+05 2.352467092992593734e+03 -9.999902479296797537e+02 2.352467092992593734e+03 9.174072729962634867e+02 7.415968110748338837e+00 -3.152390871607051892e+00 7.415968110748338837e+00
2.400000000000000061e-05 1.545684378780377447e+05 2.392616998130715729e+03 -6.790207384017267032e+02 2.392616998130715729e+03 4.872648844467055369e+02 7.542537539515612899e+00 -2.140559652257736811e+00 7.542537539515612899e+00
4.000000000000000327e-05 5.029823628155047481e+04 2.464826072330670740e+03 -1.355755249047375401e+03 2.464826072330670740e+03 1.585612472123272312e+02 7.770170985768122485e+00 -4.273912150722127379e+00 7.770170985768122485e+00
6.499999999999999431e-05 9.172934109805553817e+03 2.389689278291526989e+03 -9.774987041320969183e+01 2.389689278291526989e+03 2.891695575378994576e+01 7.533308132214102670e+00 -3.081488042801829308e-01 7.533308132214102670e+00
1.069999999999999988e-04 9.851955872895488255e+02 2.463068771732242567e+03 -8.929423860391002563e+02 2.463068771732242567e+03 3.105751863629693688e+00 7.764631233378913144e+00 -2.814930878024548999e+00 7.764631233378913144e+00
1.759999999999999954e-04 1.458826683978977599e+03 2.531312397989508554e+03 1.680305140773812354e+03 2.531312397989508554e+03 4.598836770011686781e+00 7.979763915826729281e+00 5.297030244301199176e+00 7.979763915826729281e+00
2.889999999999999774e-04 -6.532855954190858938e+01 2.528658717936575613e+03 4.658238178841646686e+02 2.528658717936575613e+03 -2.059431631273591912e-01 7.971398397470574437e+00 1.468473071927847373e+00 7.971398397470574437e+00
4.749999999999999990e-04 7.853921187744703047e+02 2.406359956453322866e+03 1.007129579432035598e+03 2.406359956453322866e+03 2.475887090881776942e+00 7.585861138375459056e+00 3.174897054546333752e+00 7.585861138375459056e+00
7.799999999999999859e-04 1.184197603914792580e+03 2.434190128289059885e+03 7.675378328671915824e+02 2.434190128289059885e+03 3.733090122117317833e+00 7.673593573598569861e+00 2.419602854080773913e+00 7.673593573598569861e+00
1.200000000000000030e-05 3.639546147096957429e+05 2.452072977099786840e+03 2.220396720615841332e+03 2.452072977099786840e+03 1.147338394014805999e+03 7.729967852713768295e+00 6.999626614266569291e+00 7.729967852713768295e+00
1.900000000000000105e-05 2.193175690434979333e+05 2.205591019705227154e+03 -6.712838836201262893e+01 2.205591019705227154e+03 6.913814450362423258e+02 6.952952802701912738e+00 -2.116169824017949952e-01 6.952952802701912738e+00
3.100000000000000135e-05 9.290549405880706036e+04 2.323610296166782973e+03 1.773878467924729193e+03 2.323610296166782973e+03 2.928772875530299871e+02 7.324999320716796269e+00 5.592012823328503579e+00 7.324999320716796269e+00
5.099999999999999960e-05 2.319329879537547822e+04 2.465382224144923839e+03 -2.465759891685047478e+02 2.465382224144923839e+03 7.311505642816824491e+01 7.771924210768175634e+00 -7.773114778084659893e-01 7.771924210768175634e+00
8.399999999999999535e-05 3.127612428438819279e+03 2.502296615480646324e+03 4.423796870054459873e+02 2.502296615480646324e+03 9.859553020389679290e+00 7.888293935891580233e+00 1.394567287018601887e+00 7.888293935891580233e+00
1.379999999999999933e-04 -8.927085573545547277e+02 2.352840412609873511e+03 1.339617543403698505e+02 2.352840412609873511e+03 -2.814193751425357437e+00 7.417144971578872870e+00 4.223039298646688033e-01 7.417144971578872870e+00
2.259999999999999910e-04 2.600252405531940099e+02 2.391166316912351704e+03 5.710034012816855693e+02 2.391166316912351704e+03 8.197091885689656854e-01 7.537964380687464327e+00 1.800043464007404559e+00 7.537964380687464327e+00
3.710000000000000190e-04 -7.661136410536920494e+02 2.423596539337601826e+03 2.847558761315642641e+02 2.423596539337601826e+03 -2.415113201025067990e+00 7.640198114815573760e+00 8.976705787002194903e-01 7.640198114815573760e+00
6.089999999999999494e-04 -5.696507760862667737e+02 2.174495850473282644e+03 -5.873027186249985334e+02 2.174495850473282644e+03 -1.795779419105394847e+00 6.854927719116545859e+00 -1.851425784297891397e+00 6.854927719116545859e+00
1.000000000000000021e-03 7.182996450489583822e+02 2.427995919091757514e+03 -1.324848290278574723e+02 2.427995919091757514e+03 2.264383326556354437e+00 7.654066814641842242e+00 -4.176480385868802658e-01 7.654066814641842242e+00
