# t_m M M/M0 (M-M1)/M0
9.999999999999999547e-07 8.418929890564276138e+05 9.048962552701773632e-01 9.051402369077652388e-01
1.023371798632519308e-06 8.399063211017698050e+05 9.027609145368497012e-01 9.030048961744375768e-01
1.047289838236359565e-06 8.378774268514674623e+05 9.005801874927922279e-01 9.008241691303801035e-01
1.071766885445503435e-06 8.358055261409473605e+05 8.983532355896263200e-01 8.985972172272141956e-01
1.096816005273138014e-06 8.336898300310916966e+05 8.960792108477837470e-01 8.963231924853716226e-01
1.122450568085305844e-06 8.315295410064805765e+05 8.937572560695846713e-01 8.940012377071725469e-01
1.148684256737554753e-06 8.293238531937575899e+05 8.913865050739444573e-01 8.916304867115322219e-01
1.175531073878369957e-06 8.270719526010695845e+05 8.889660829537318065e-01 8.892100645913196821e-01
1.203005349423324184e-06 8.247730173795566661e+05 8.864951063568281553e-01 8.867390879944159199e-01
1.231121748203889582e-06 8.224262181078979047e+05 8.839726837919664737e-01 8.842166654295542383e-01
1.259895277795028425e-06 8.200307181009472115e+05 8.813979159604646840e-01 8.816418975980524486e-01
1.289341296525715624e-06 8.175856737435201649e+05 8.787698961149912336e-01 8.790138777525791092e-01
1.319475521676705910e-06 8.150902348504168913e+05 8.760877104465305543e-01 8.763316920841184299e-01
1.350314037869872138e-06 8.125435450538018486e+05 8.733504385007521131e-01 8.735944201383398777e-01
1.381873305653633617e-06 8.099447422190768411e+05 8.705571536250057418e-01 8.708011352625936174e-01
1.414170170289023892e-06 8.072929588904193370e+05 8.677069234472020165e-01 8.679509050847897811e-01
1.447221870741134366e-06 8.045873227671707282e+05 8.647988103878505584e-01 8.650427920254384340e-01
1.481046048880673974e-06 8.018269572122986428e+05 8.618318722065740900e-01 8.620758538441618546e-01
1.515660758900604291e-06 7.990109817941638175e+05 8.588051625844176362e-01 8.590491442220055118e-01
1.551084476952840571e-06 7.961385128628551029e+05 8.557177317433146690e-01 8.559617133809025447e-01
1.587336111010208705e-06 7.932086641623663018e+05 8.525686271040755493e-01 8.528126087416634249e-01
1.624435010958865447e-06 7.902205474799165968e+05 8.493568939843003651e-01 8.496008756218881297e-01
1.662400978926613503e-06 7.871732733337188838e+05 8.460815763376164922e-01 8.463255579752043678e-01
1.701254279852589246e-06 7.840659517005293164e+05 8.427417175356746171e-01 8.429856991732624927e-01
