# Messungs_ID Temperature[K] Phase[degree] a a_error gamma gamma_error x0 x0_error 
1744 305.57 0.0 0.0 0.0 20551.2 0.0 -2197.265625 0.0
1757 310.27 0.0 0.0 0.0 20480.3 0.0 -2441.40625 0.0
1770 315.03 0.0 0.0 0.0 20512.2 0.0 -2441.40625 0.0
1783 319.86 0.0 0.0 0.0 20288.0 0.0 -2197.265625 0.0
1796 324.66 0.0 0.0 0.0 20097.5 0.0 -2441.40625 0.0
1809 329.46 0.0 0.0 0.0 19810.5 0.0 -2685.546875 0.0
1822 334.27 0.0 0.0 0.0 19509.55 0.0 -2685.546875 0.0
1835 339.06 0.0 0.0 0.0 18654.75 0.0 -2441.40625 0.0
1848 343.82 0.0 0.0 0.0 17813.75 0.0 -2929.6875 0.0
