# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -6.477014387353280326e+05 4.329801004767603878e-01 9.778118342756916270e-01
1.039255682936713057e-05 -6.468477960115979658e+05 4.324094512699073189e-01 9.772411850688386137e-01
1.080052374516253993e-05 -6.459724619174544932e+05 4.318243016602770212e-01 9.766560354592082049e-01
1.122450568085305802e-05 -6.450748990767948562e+05 4.312242924188403603e-01 9.760560262177715440e-01
1.166513131698196108e-05 -6.441545575281427009e+05 4.306090559034075338e-01 9.754407897023387175e-01
1.212305401337652898e-05 -6.432108744687187718e+05 4.299782158875425364e-01 9.748099496864737201e-01
1.259895277795028468e-05 -6.422432739954605931e+05 4.293313873874380349e-01 9.741631211863692741e-01
1.309353327353609475e-05 -6.412511668430884602e+05 4.286681764868160993e-01 9.734999102857473385e-01
1.360752886424333165e-05 -6.402339501193253091e+05 4.279881801599257352e-01 9.728199139588569189e-01
1.414170170289024019e-05 -6.391910070373950293e+05 4.272909860927218140e-01 9.721227198916529977e-01
1.469684386112447426e-05 -6.381217066459270427e+05 4.265761725023094475e-01 9.714079063012406312e-01
1.527377850390712299e-05 -6.370254035564166261e+05 4.258433079547548905e-01 9.706750417536861297e-01
1.587336111010208536e-05 -6.359014376683981391e+05 4.250919511813672780e-01 9.699236849802984617e-01
1.649648074098020639e-05 -6.347491338925062446e+05 4.243216508935686582e-01 9.691533846924998974e-01
1.714406135851971963e-05 -6.335678018716116203e+05 4.235319455964766666e-01 9.683636793954079058e-01
1.781706319545728901e-05 -6.323567357002428034e+05 4.227223634013419495e-01 9.675540972002731888e-01
1.851648417912153989e-05 -6.311152136425062781e+05 4.218924218369809465e-01 9.667241556359121857e-01
1.924336141115980055e-05 -6.298424978487560293e+05 4.210416276603733965e-01 9.658733614593045802e-01
1.999877270535286910e-05 -6.285378340712621575e+05 4.201694766665903802e-01 9.650012104655216749e-01
2.078383818579755086e-05 -6.272004513791640056e+05 4.192754534982442438e-01 9.641071872971754830e-01
2.159972194782717103e-05 -6.258295618730041897e+05 4.183590314546579148e-01 9.631907652535891540e-01
2.244763378413223854e-05 -6.244243603991676355e+05 4.174196723009716004e-01 9.622514060999027841e-01
2.332883097864158392e-05 -6.229840242645664839e+05 4.164568260774128006e-01 9.612885598763439843e-01
2.424462017082330928e-05 -6.215077129519464215e+05 4.154699309089825432e-01 9.603016647079137824e-01
2.519635929317013366e-05 -6.199945678362039616e+05 4.144584128158170788e-01 9.592901466147483180e-01
2.618545958474232716e-05 -6.184437119021379622e+05 4.134216855245083089e-01 9.582534193234395481e-01
2.721338768375308650e-05 -6.168542494640863733e+05 4.123591502806845943e-01 9.571908840796158335e-01
2.828166780230035161e-05 -6.152252658879259834e+05 4.112701956631711342e-01 9.561019294621023734e-01
2.939188398646884365e-05 -6.135558273159436649e+05 4.101541974000700863e-01 9.549859311990013255e-01
3.054568246515432163e-05 -6.118449803951246431e+05 4.090105181871244722e-01 9.538422519860556559e-01
3.174477409109193257e-05 -6.100917520094324136e+05 4.078385075087508915e-01 9.526702413076820752e-01
3.299093687770942587e-05 -6.082951490166889271e+05 4.066375014621473882e-01 9.514692352610786275e-01
3.428601863556583155e-05 -6.064541579907092964e+05 4.054068225849136176e-01 9.502385563838448013e-01
3.563193971228584164e-05 -6.045677449693701928e+05 4.041457796866380070e-01 9.489775134855692462e-01
3.703069584005140764e-05 -6.026348552093460457e+05 4.028536676849419074e-01 9.476854014838731466e-01
3.848436109487433118e-05 -6.006544129482785938e+05 4.015297674464929911e-01 9.463615012454241748e-01
3.999509097203661132e-05 -5.986253211751916679e+05 4.001733456335305750e-01 9.450050794324618142e-01
4.156512558225988177e-05 -5.965464614100129111e+05 3.987836545564786284e-01 9.436153883554098121e-01
4.319679297334173899e-05 -5.944166934931055875e+05 3.973599320332505402e-01 9.421916658321818350e-01
4.489251258218607721e-05 -5.922348553857669467e+05 3.959014012558848550e-01 9.407331350548161497e-01
4.665479882234468170e-05 -5.899997629826999037e+05 3.944072706651849392e-01 9.392390044641161229e-01
4.848626481239078214e-05 -5.877102099375164835e+05 3.928767338340702353e-01 9.377084676330015300e-01
5.038962625065150348e-05 -5.853649675023934105e+05 3.913089693603882813e-01 9.361407031593195205e-01
5.236770544204655644e-05 -5.829627843830435304e+05 3.897031407699647065e-01 9.345348745688959458e-01
5.442343548300271707e-05 -5.805023866102459142e+05 3.880583964307228739e-01 9.328901302296540576e-01
5.655986461065002122e-05 -5.779824774292208022e+05 3.863738694787325345e-01 9.312056032776637737e-01
5.878016072274911818e-05 -5.754017372082100483e+05 3.846486777570969351e-01 9.294804115560282298e-01
6.108761607505039696e-05 -5.727588233676877571e+05 3.828819237686310051e-01 9.277136575675622998e-01
6.348565216305209716e-05 -5.700523703316923929e+05 3.810726946433275475e-01 9.259044284422588422e-01
