# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -9.967059779291228915e+04 2.357977611855994382e+03 3.339429859049438164e+03 2.357977611855994382e+03 -5.072690442347381756e-01 1.200082146570770336e-02 1.699587872853529358e-02 1.200082146570770336e-02
1.599999999999999928e-05 -8.764740599142599967e+04 2.287139737309440079e+03 2.541241116926221366e+02 2.287139737309440079e+03 -4.460775479575421754e-01 1.164029527531089923e-02 1.293353286825427249e-03 1.164029527531089923e-02
2.599999999999999840e-05 -7.240084983623241715e+04 2.385289623252121146e+03 -2.397274313130465089e+02 2.385289623252121146e+03 -3.684808831438563526e-01 1.213982472468110030e-02 -1.220082026714457406e-03 1.213982472468110030e-02
4.300000000000000165e-05 -4.627958441071026755e+04 2.439497390222585636e+03 -5.550080197111951748e+02 2.439497390222585636e+03 -2.355378724664507761e-01 1.241571272726276452e-02 -2.824688463156115135e-03 1.241571272726276452e-02
6.999999999999999387e-05 -1.387390752155450355e+04 2.318432630617720861e+03 -1.331820845066406036e+03 2.318432630617720861e+03 -7.061063105975036447e-02 1.179955905451299421e-02 -6.778242552256261849e-03 1.179955905451299421e-02
1.129999999999999955e-04 2.799494093808577236e+04 2.410151357971969446e+03 -1.485680760826131973e+03 2.410151357971969446e+03 1.424789982957297418e-01 1.226635741023354882e-02 -7.561305703694725690e-03 1.226635741023354882e-02
1.830000000000000029e-04 8.020769236527198518e+04 2.458742613895682553e+03 -3.951742120768321911e+02 2.458742613895682553e+03 4.082134586063326243e-01 1.251366043134917276e-02 -2.011221456531540538e-03 1.251366043134917276e-02
2.979999999999999793e-04 1.289971010586327175e+05 2.468973406286228510e+03 -7.903121654761216632e+02 2.468973406286228510e+03 6.565249693698316236e-01 1.256572959108772682e-02 -4.022258376147384851e-03 1.256572959108772682e-02
4.829999999999999767e-04 1.668294639560513315e+05 2.397885523897401072e+03 -9.993714107244286424e+02 2.397885523897401072e+03 8.490710862095163236e-01 1.220393099697298159e-02 -5.086256043201466646e-03 1.220393099697298159e-02
7.849999999999999990e-04 1.889686917136335687e+05 2.516855508014709358e+03 4.605486377372599236e+02 2.516855508014709358e+03 9.617476944909061354e-01 1.280942340368252004e-02 2.343941668474709174e-03 1.280942340368252004e-02
1.299999999999999920e-05 -9.542950658949313220e+04 2.389102785796430453e+03 5.579569301355522839e+02 2.389102785796430453e+03 -4.856842004702736637e-01 1.215923164469759864e-02 2.839696810709177368e-03 1.215923164469759864e-02
2.099999999999999884e-05 -7.906359976035695581e+04 2.411884788939019018e+03 4.020182882510944182e+02 2.411884788939019018e+03 -4.023906505258883493e-01 1.227517962951760536e-02 2.046054075743889734e-03 1.227517962951760536e-02
