# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 9.415506568458136826e+03 2.461353865095364199e+03 2.580989525776867595e+02 2.461353865095364199e+03 3.692546753890328659e-02 9.652868020059849827e-03 1.012205177272048999e-03 9.652868020059849827e-03
1.599999999999999928e-05 4.287783146145479986e+04 2.332519910837500902e+03 2.245603469688458063e+03 2.332519910837500902e+03 1.681570675201377318e-01 9.147610659633376162e-03 8.806744217354259621e-03 9.147610659633376162e-03
2.599999999999999840e-05 8.841775132471461257e+04 2.446032948621106698e+03 5.572695663763475750e+03 2.446032948621106698e+03 3.467542380928124723e-01 9.592782882863765820e-03 2.185484034664982381e-02 9.592782882863765820e-03
4.300000000000000165e-05 1.408178502969079709e+05 2.398509718336166316e+03 3.635767963940706977e+03 2.398509718336166316e+03 5.522554651977816809e-01 9.406407621535923733e-03 1.425865203909702783e-02 9.406407621535923733e-03
6.999999999999999387e-05 1.895342264026947669e+05 2.462011776879543504e+03 3.962282557067650487e+03 2.462011776879543504e+03 7.433099720825677714e-01 9.655448199899727482e-03 1.553916774176532754e-02 9.655448199899727482e-03
1.129999999999999955e-04 2.266852882728092663e+05 2.462205990124024083e+03 2.926266522959369468e+03 2.462205990124024083e+03 8.890079564816533164e-01 9.656209859912659108e-03 1.147614934131050562e-02 9.656209859912659108e-03
1.830000000000000029e-04 2.485545000571262790e+05 2.498031128987715419e+03 1.746341888634808129e+03 2.498031128987715419e+03 9.747740131427383714e-01 9.796707876941240095e-03 6.848754259981521854e-03 9.796707876941240095e-03
2.979999999999999793e-04 2.547548678909215087e+05 2.245524653297262375e+03 2.930642874718163512e+03 2.245524653297262375e+03 9.990904404651993476e-01 8.806435117458946693e-03 1.149331239394428723e-02 8.806435117458946693e-03
4.829999999999999767e-04 2.552165926693837391e+05 2.416374157899564125e+03 3.177517424751858925e+02 2.416374157899564125e+03 1.000901219651114671e+00 9.476467875692484374e-03 1.246149802656749224e-03 9.476467875692484374e-03
7.849999999999999990e-04 2.551955684423048515e+05 2.340409505190581058e+03 6.334384097193542402e+02 2.340409505190581058e+03 1.000818767431588707e+00 9.178551847774619674e-03 2.484200851640086787e-03 9.178551847774619674e-03
1.299999999999999920e-05 2.684309493421724983e+04 2.324724323787937010e+03 2.028327453843630792e+02 2.324724323787937010e+03 1.052724910157918359e-01 9.117038146678026547e-03 7.954637279535593537e-04 9.117038146678026547e-03
2.099999999999999884e-05 6.676799651649346924e+04 2.510778271056277390e+03 -1.046945449159906275e+03 2.510778271056277390e+03 2.618488415978156292e-01 9.846699258418609851e-03 -4.105881071493676024e-03 9.846699258418609851e-03
3.399999999999999973e-05 1.157548987447950349e+05 2.463531364875703275e+03 7.316862594357298804e+02 2.463531364875703275e+03 4.539642901836896671e-01 9.661407677153207099e-03 2.869506491765954747e-03 9.661407677153207099e-03
5.500000000000000196e-05 1.662865504792294232e+05 2.382231939545590649e+03 -1.161871407981583616e+03 2.382231939545590649e+03 6.521378937216859573e-01 9.342569888752601248e-03 -4.556594448516164061e-03 9.342569888752601248e-03
8.899999999999999491e-05 2.106508159668584703e+05 2.600449522382878513e+03 -1.651816959208590561e+03 2.600449522382878513e+03 8.261244161928817942e-01 1.019836943738971005e-02 -6.478049063424423312e-03 1.019836943738971005e-02
1.440000000000000036e-04 2.392035768885553989e+05 2.461295270767677266e+03 -1.054995303758216323e+03 2.461295270767677266e+03 9.381018269561181011e-01 9.652638226481645781e-03 -4.137450763735042204e-03 9.652638226481645781e-03
2.339999999999999958e-04 2.501422332146500994e+05 2.412111211664242092e+03 -2.466794634253979893e+03 2.412111211664242092e+03 9.810007401639895264e-01 9.459749573635344022e-03 -9.674205474767400698e-03 9.459749573635344022e-03
3.789999999999999966e-04 2.549827077253070893e+05 2.438761511099960899e+03 -3.153306252277179738e+03 2.438761511099960899e+03 9.999839762879937366e-01 9.564265964714324664e-03 -1.236654733466447005e-02 9.564265964714324664e-03
6.160000000000000111e-04 2.546063521763210301e+05 2.470694168066382645e+03 -3.806149802254833048e+03 2.470694168066382645e+03 9.985079957333493628e-01 9.689498556255879413e-03 -1.492685071689978799e-02 9.689498556255879413e-03
1.000000000000000021e-03 2.547162899352410459e+05 2.395194960361079666e+03 -3.053268603682561661e+03 2.395194960361079666e+03 9.989391465289847449e-01 9.393407897398040746e-03 -1.197422251188505135e-02 9.393407897398040746e-03
