# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -1.299826406695369515e+05 2.794981324005088585e-01 9.019060014046186291e-01
1.015521127634569068e-05 -1.293798727431774023e+05 2.782020169437015022e-01 9.006098859478113283e-01
1.031283160672184683e-05 -1.287695931559292367e+05 2.768897493670512411e-01 8.992976183711610672e-01
1.047289838236359523e-05 -1.281517207612791681e+05 2.755611551834203921e-01 8.979690241875302181e-01
1.063544957486011146e-05 -1.275261738871021662e+05 2.742160587754627343e-01 8.966239277795725604e-01
1.080052374516253993e-05 -1.268928703431222821e+05 2.728542834116661209e-01 8.952621524157760025e-01
1.096816005273138056e-05 -1.262517274288061890e+05 2.714756512633259566e-01 8.938835202674357827e-01
1.113839826482620568e-05 -1.256026619417006150e+05 2.700799834224729135e-01 8.924878524265826840e-01
1.131127876593921339e-05 -1.249455901862268220e+05 2.686670999207831922e-01 8.910749689248930183e-01
1.148684256737554795e-05 -1.242804279829426087e+05 2.672368197494948139e-01 8.896446887536045844e-01
1.166513131698196108e-05 -1.236070906782873208e+05 2.657889608803615800e-01 8.881968298844714615e-01
1.184618730902684818e-05 -1.229254931548191234e+05 2.643233402876663529e-01 8.867312092917761790e-01
1.203005349423324184e-05 -1.222355498419608339e+05 2.628397739713274617e-01 8.852476429754372322e-01
1.221677348996793032e-05 -1.215371747272642097e+05 2.613380769811197157e-01 8.837459459852295973e-01
1.240639159058831744e-05 -1.208302813682098640e+05 2.598180634420478308e-01 8.822259324461576568e-01
1.259895277795028468e-05 -1.201147829045517719e+05 2.582795465808902513e-01 8.806874155850000774e-01
1.279450273207873449e-05 -1.193905920712249936e+05 2.567223387539543378e-01 8.791302077580641638e-01
1.299308784200417238e-05 -1.186576212118264521e+05 2.551462514760636791e-01 8.775541204801735606e-01
1.319475521676705910e-05 -1.179157822926859371e+05 2.535510954508146675e-01 8.759589644549244936e-01
1.339955269659339733e-05 -1.171649869175390922e+05 2.519366806021274274e-01 8.743445496062371980e-01
1.360752886424333165e-05 -1.164051463428201387e+05 2.503028161071291224e-01 8.727106851112389485e-01
1.381873305653633617e-05 -1.156361714935849886e+05 2.486493104303933444e-01 8.710571794345032259e-01
1.403321537605484669e-05 -1.148579729800839559e+05 2.469759713595756634e-01 8.693838403636855450e-01
1.425102670302999301e-05 -1.140704611149955890e+05 2.452826060424712351e-01 8.676904750465810334e-01
1.447221870741134408e-05 -1.132735459313392639e+05 2.435690210255317401e-01 8.659768900296415106e-01
1.469684386112447426e-05 -1.124671372010805644e+05 2.418350222938719096e-01 8.642428912979817079e-01
1.492495545051829036e-05 -1.116511444544458063e+05 2.400804153128011931e-01 8.624882843169110469e-01
1.515660758900604291e-05 -1.108254769999611890e+05 2.383050050709132617e-01 8.607128740750230600e-01
1.539185522990205290e-05 -1.099900439452325227e+05 2.365085961247682111e-01 8.589164651288780927e-01
1.563075417945817392e-05 -1.091447542184811318e+05 2.346909926452004913e-01 8.570988616493103729e-01
1.587336111010208536e-05 -1.082895165908534545e+05 2.328519984652907548e-01 8.552598674694006364e-01
1.611973357388158737e-05 -1.074242396995180752e+05 2.309914171300306851e-01 8.533992861341405112e-01
1.636993001611702035e-05 -1.065488320715702721e+05 2.291090519477243515e-01 8.515169209518341775e-01
1.662400978926613715e-05 -1.056632021487563034e+05 2.272047060431521825e-01 8.496125750472620641e-01
1.688203316700362703e-05 -1.047672583130383864e+05 2.252781824125425214e-01 8.476860514166523197e-01
1.714406135851971963e-05 -1.038609089130126522e+05 2.233292839803776297e-01 8.457371529844874836e-01
1.741015652304015246e-05 -1.029440622912017279e+05 2.213578136580799938e-01 8.437656826621898754e-01
1.768038178457208620e-05 -1.020166268122334732e+05 2.193635744046044389e-01 8.417714434087142372e-01
1.795480124687830550e-05 -1.010785108919274644e+05 2.173463692889819054e-01 8.397542382930917038e-01
1.823348000868442158e-05 -1.001296230273027904e+05 2.153060015548444728e-01 8.377138705589542989e-01
1.851648417912153989e-05 -9.916987182752648368e+04 2.132422746869728769e-01 8.356501436910827030e-01
1.880388089340916658e-05 -9.819916604581690626e+04 2.111549924798974409e-01 8.335628614840072670e-01
1.909573832878096617e-05 -9.721741461232223082e+04 2.090439591085959392e-01 8.314518281127057930e-01
1.939212572065831012e-05 -9.622452666798728751e+04 2.069089792013164009e-01 8.293168482054262824e-01
1.969311337907421862e-05 -9.522041159942949889e+04 2.047498579145699549e-01 8.271577269186798365e-01
1.999877270535286910e-05 -9.420497907483618474e+04 2.025664010103198354e-01 8.249742700144296892e-01
2.030917620904734816e-05 -9.317813908090488985e+04 2.003584149354130650e-01 8.227662839395228911e-01
2.062439752514092561e-05 -9.213980196083826013e+04 1.981257069032799634e-01 8.205335759073898450e-01
2.094451143151468647e-05 -9.108987845341465436e+04 1.958680849779464994e-01 8.182759539820563255e-01
2.126959386668691833e-05 -9.002827973314619157e+04 1.935853581603850238e-01 8.159932271644948498e-01
2.159972194782717103e-05 -8.895491745154472301e+04 1.912773364772475393e-01 8.136852054813573654e-01
2.193497398905059966e-05 -8.786970377950731199e+04 1.889438310720058523e-01 8.113517000761156783e-01
2.227542951999556551e-05 -8.677255145084107062e+04 1.865846542985418743e-01 8.089925233026517004e-01
2.262116930469026491e-05 -8.566337380693876185e+04 1.841996198172125010e-01 8.066074888213223826e-01
2.297227536071151343e-05 -8.454208484262390994e+04 1.817885426934289228e-01 8.041964116975387489e-01
2.332883097864158392e-05 -8.340859925317636225e+04 1.793512394987745173e-01 8.017591085028843434e-01
2.369092074182632066e-05 -8.226283248255727813e+04 1.768875284147016502e-01 7.992953974188115041e-01
2.405863054644066888e-05 -8.110470077284245053e+04 1.743972293388269534e-01 7.968050983429367795e-01
2.443204762186486879e-05 -7.993412121488276171e+04 1.718801639938649095e-01 7.942880329979747911e-01
2.481126055137770437e-05 -7.875101180019974709e+04 1.693361560392176168e-01 7.917440250433274151e-01
2.519635929317013366e-05 -7.755529147413419560e+04 1.667650311852587608e-01 7.891729001893685869e-01
2.558743520168589098e-05 -7.634688019025477115e+04 1.641666173103269455e-01 7.865744863144368271e-01
2.598458104929247240e-05 -7.512569896604306996e+04 1.615407445804638020e-01 7.839486135845736836e-01
2.638789104828934555e-05 -7.389166993986134185e+04 1.588872455719100851e-01 7.812951145760199667e-01
2.679746087325689358e-05 -7.264471642921795137e+04 1.562059553963923153e-01 7.786138244005021969e-01
2.721338768375308650e-05 -7.138476299033541000e+04 1.534967118292103472e-01 7.759045808333201455e-01
2.763577014736157294e-05 -7.011173547903448343e+04 1.507593554401547298e-01 7.731672244442645558e-01
2.806470846309838869e-05 -6.882556111293798313e+04 1.479937297272619079e-01 7.704015987313717062e-01
2.850030438518105311e-05 -6.752616853500565048e+04 1.451996812534314674e-01 7.676075502575413489e-01
2.894266124716751731e-05 -6.621348787840240402e+04 1.423770597859106424e-01 7.647849287900204684e-01
2.939188398646884365e-05 -6.488745083270949544e+04 1.395257184386662908e-01 7.619335874427761723e-01
2.984807916924327366e-05 -6.354799071147857467e+04 1.366455138176446149e-01 7.590533828217543855e-01
3.031135501567576034e-05 -6.219504252113669645e+04 1.337363061689356702e-01 7.561441751730454408e-01
3.078182142565080156e-05 -6.082854303123941645e+04 1.307979595298367215e-01 7.532058285339465753e-01
3.125959000482277588e-05 -5.944843084607849596e+04 1.278303418828283800e-01 7.502382108869382060e-01
3.174477409109193257e-05 -5.805464647763816174e+04 1.248333253124503522e-01 7.472411943165602199e-01
3.223748878149026770e-05 -5.664713241990463575e+04 1.218067861650872635e-01 7.442146551691970480e-01
3.273785095948577347e-05 -5.522583322451985441e+04 1.187506052116448219e-01 7.411584742157546479e-01
3.324597932270938416e-05 -5.379069557778153103e+04 1.156646678131208750e-01 7.380725368172307288e-01
3.376199441111340057e-05 -5.234166837897710502e+04 1.125488640890448672e-01 7.349567330931546794e-01
3.428601863556583155e-05 -5.087870282005105400e+04 1.094030890887841695e-01 7.318109580928939817e-01
3.481817630688966499e-05 -4.940175246659026016e+04 1.062272429656848372e-01 7.286351119697946910e-01
3.535859366535175748e-05 -4.791077334012318170e+04 1.030212311540371628e-01 7.254291001581469889e-01
3.590739891061055147e-05 -4.640572400171338813e+04 9.978496454882467004e-02 7.221928335529345100e-01
3.646472223212745157e-05 -4.488656563684111461e+04 9.651835968824251655e-02 7.189262286923523426e-01
3.703069584005140764e-05 -4.335326214154844638e+04 9.322133893893326528e-02 7.156292079430430775e-01
3.760545399658167846e-05 -4.180578020983788883e+04 8.989383068391748610e-02 7.123016996880273677e-01
3.818913304781854058e-05 -4.024408942229708191e+04 8.653576951316123422e-02 7.089436385172710464e-01
3.878187145610719399e-05 -3.866816233593336074e+04 8.314709641674471186e-02 7.055549654208544963e-01
3.938380983288488669e-05 -3.707797457518771989e+04 7.972775898056723431e-02 7.021356279846771020e-01
3.999509097203669263e-05 -3.547350492410693550e+04 7.627771158454234313e-02 6.986855805886521553e-01
4.061585988376979588e-05 -3.385473541963991011e+04 7.279691560321045751e-02 6.952047846073202697e-01
4.124626382901347725e-05 -3.222165144602803048e+04 6.928533960870385255e-02 6.916932086128136925e-01
4.188645235435271141e-05 -3.057424183025636012e+04 6.574295957599281259e-02 6.881508285801026803e-01
4.253657732750391928e-05 -2.891249893852713285e+04 6.216975909032988745e-02 6.845776280944396719e-01
4.319679297334173899e-05 -2.723641877371480223e+04 5.856572955680484915e-02 6.809735985609146613e-01
4.386725591048494039e-05 -2.554600107376201777e+04 5.493087041192293296e-02 6.773387394160327313e-01
4.454812518844988536e-05 -2.384124941096926341e+04 5.126518933710456916e-02 6.736730583412143814e-01
4.523956232538058048e-05 -2.212217129213170847e+04 4.756870247400699081e-02 6.699765714781168446e-01
4.594173134636476128e-05 -2.038877825946774101e+04 4.384143464154805631e-02 6.662493036456579310e-01
4.665479882234468170e-05 -1.864108599228697130e+04 4.008341955452023736e-02 6.624912885586300426e-01
4.737893390963143824e-05 -1.687911440933943959e+04 3.629470004366928265e-02 6.587025690477791295e-01
4.811430839003264084e-05 -1.510288777178409509e+04 3.247532827710458009e-02 6.548831972812144686e-01
