# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -4.650975953183990205e+05 2.251368603225013885e+03 2.058476893829028268e+04 2.251368603225013885e+03 -7.403676954174256419e-01 3.583851219793465857e-03 3.276795686098720600e-02 3.583851219793465857e-03
1.599999999999999928e-05 -4.547138182244168711e+05 2.270648817419700208e+03 1.918280189784588947e+04 2.270648817419700208e+03 -7.238382332267281338e-01 3.614542515328335662e-03 3.053622933275858958e-02 3.614542515328335662e-03
2.599999999999999840e-05 -4.378899722928330884e+05 2.275652587400817993e+03 1.635586784832677404e+04 2.275652587400817993e+03 -6.970571185406858605e-01 3.622507789039938059e-03 2.603616167296623693e-02 3.622507789039938059e-03
4.300000000000000165e-05 -4.105381708180099376e+05 2.453761137427577069e+03 1.205894532960877405e+04 2.453761137427577069e+03 -6.535170305521280643e-01 3.906030684115706798e-03 1.919608626816305536e-02 3.906030684115706798e-03
6.999999999999999387e-05 -3.721878526714056497e+05 2.311675616025616819e+03 9.155813997025941717e+03 2.311675616025616819e+03 -5.924689044157440687e-01 3.679851208901397525e-03 1.457472362119638029e-02 3.679851208901397525e-03
1.129999999999999955e-04 -3.162061372541294550e+05 2.339573338561492619e+03 4.385914123957316406e+03 2.339573338561492619e+03 -5.033541593682473447e-01 3.724260323782202942e-03 6.981737091179836263e-03 3.724260323782202942e-03
1.830000000000000029e-04 -2.404064707094705373e+05 2.323884457194785227e+03 3.807846681064616860e+03 2.323884457194785227e+03 -3.826921198351041498e-01 3.699285907534803023e-03 6.061537836661390864e-03 3.699285907534803023e-03
2.979999999999999793e-04 -1.368147240639525990e+05 2.370901955346463637e+03 3.495183698250562884e+03 2.370901955346463637e+03 -2.177891328056765219e-01 3.774130923078305739e-03 5.563823863597505866e-03 3.774130923078305739e-03
4.829999999999999767e-04 -8.204049252020109634e+03 2.279002108898740062e+03 8.883003829945694179e+02 2.279002108898740062e+03 -1.305965263839087981e-02 3.627839739875912597e-03 1.414044953179935090e-03 3.627839739875912597e-03
7.849999999999999990e-04 1.377554067392933648e+05 2.459041620826485087e+03 8.776834234801751791e+02 2.459041620826485087e+03 2.192865627461266786e-01 3.914436445323874435e-03 1.397144298506304647e-03 3.914436445323874435e-03
1.299999999999999920e-05 -4.582130959450085647e+05 2.367268720653600212e+03 6.510721921607930199e+03 2.367268720653600212e+03 -7.294085741781717314e-01 3.768347342119078309e-03 1.036412192435579027e-02 3.768347342119078309e-03
2.099999999999999884e-05 -4.457446419485426741e+05 2.435138890188144615e+03 4.460584770582256169e+03 2.435138890188144615e+03 -7.095606096999591550e-01 3.876386776232860001e-03 7.100601895284421906e-03 3.876386776232860001e-03
3.399999999999999973e-05 -4.255320200997506035e+05 2.404308047760279806e+03 4.121345256762784629e+03 2.404308047760279806e+03 -6.773850568543474671e-01 3.827308561282147248e-03 6.560581952009703066e-03 3.827308561282147248e-03
5.500000000000000196e-05 -3.929276782325588865e+05 2.413121796684617038e+03 1.840069732569170810e+03 2.413121796684617038e+03 -6.254836888580470600e-01 3.841338767081496110e-03 2.929123265788905698e-03 3.841338767081496110e-03
8.899999999999999491e-05 -3.484239142810488120e+05 2.315950104544658188e+03 2.129398796445038897e+02 2.315950104544658188e+03 -5.546401723878660039e-01 3.686655572643085781e-03 3.389693035220658250e-04 3.686655572643085781e-03
1.440000000000000036e-04 -2.819034442108789808e+05 2.410105921741696420e+03 -1.051515498625728469e+03 2.410105921741696420e+03 -4.487492634266620484e-01 3.836537933012189316e-03 -1.673859667840855081e-03 3.836537933012189316e-03
2.339999999999999958e-04 -1.918223255484372494e+05 2.438273497568366110e+03 -4.172699837913962710e+02 2.438273497568366110e+03 -3.053532302154421951e-01 3.881376615065598463e-03 -6.642330972599663243e-04 3.881376615065598463e-03
3.789999999999999966e-04 -7.657859147867806314e+04 2.400673334830919430e+03 8.414453409082810822e+02 2.400673334830919430e+03 -1.219019746867706783e-01 3.821522627185514834e-03 1.339458544053559116e-03 3.821522627185514834e-03
6.160000000000000111e-04 6.486197012195058778e+04 2.439380376409576911e+03 2.774075507077905058e+02 2.439380376409576911e+03 1.032508183718892775e-01 3.883138605118917602e-03 4.415924551669997227e-04 3.883138605118917602e-03
1.000000000000000021e-03 2.120272042705498170e+05 2.469154536252190610e+03 3.741437319338944690e+03 2.469154536252190610e+03 3.375164571300821592e-01 3.930534735151744452e-03 5.955823796017257164e-03 3.930534735151744452e-03
2.000000000000000042e-03 4.071135314509557793e+05 2.426523714675821338e+03 7.342769261777786596e+03 2.426523714675821338e+03 6.480655029988928728e-01 3.862672670411029796e-03 1.168862021873642854e-02 3.862672670411029796e-03
4.000000000000000083e-03 5.430735816822381457e+05 2.453317253414330480e+03 8.445034895466485978e+03 2.453317253414330480e+03 8.644941194265080009e-01 3.905324085356160456e-03 1.344326671694773961e-02 3.905324085356160456e-03
8.000000000000000167e-03 6.091384035405248869e+05 2.249711558973445335e+03 8.979076544440869839e+03 2.249711558973445335e+03 9.696597027357442000e-01 3.581213446461400593e-03 1.429338331373945260e-02 3.581213446461400593e-03
1.600000000000000033e-02 6.304421754518145462e+05 2.377448753543951170e+03 1.114273129548972975e+04 2.377448753543951170e+03 1.003572207707657205e+00 3.784552473184404475e-03 1.773760684410703031e-02 3.784552473184404475e-03
3.200000000000000067e-02 6.342001224997763056e+05 2.283949471927050126e+03 1.100435501603259763e+04 2.283949471927050126e+03 1.009554312589312275e+00 3.635715221926418082e-03 1.751733194233726434e-02 3.635715221926418082e-03
6.400000000000000133e-02 6.328196606173354667e+05 2.472379363620843378e+03 1.322330688597648259e+04 2.472379363620843378e+03 1.007356818143410715e+00 3.935668191078159177e-03 2.104958043970452802e-02 3.935668191078159177e-03
1.280000000000000027e-01 6.351582752958614146e+05 2.321283065843854274e+03 1.175490635295369430e+04 2.321283065843854274e+03 1.011079552419910765e+00 3.695144871032455397e-03 1.871210045802551916e-02 3.695144871032455397e-03
