# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -3.054032689101364813e+05 2.231988872277610881e+03 9.356020648913217883e+03 2.231988872277610881e+03 -6.945347429180798171e-01 5.075891371874879758e-03 2.127705253227403850e-02 5.075891371874879758e-03
1.599999999999999928e-05 -2.953587977341897786e+05 2.415049993075237580e+03 7.061402910470562347e+03 2.415049993075237580e+03 -6.716920463391282681e-01 5.492200957968033925e-03 1.605873333499828123e-02 5.492200957968033925e-03
2.599999999999999840e-05 -2.781926178271655226e+05 2.338208577524481370e+03 7.400027067428585724e+03 2.338208577524481370e+03 -6.326534715682775589e-01 5.317451575011332768e-03 1.682881756703017567e-02 5.317451575011332768e-03
4.300000000000000165e-05 -2.537128037466272945e+05 2.345447761740796977e+03 7.069915719115757383e+03 2.345447761740796977e+03 -5.769825501672632972e-01 5.333914610808421566e-03 1.607809279170940506e-02 5.333914610808421566e-03
6.999999999999999387e-05 -2.154756090971688682e+05 2.337839232633503343e+03 3.010696953217011469e+03 2.337839232633503343e+03 -4.900251962052646904e-01 5.316611627031015384e-03 6.846795195967926920e-03 5.316611627031015384e-03
1.129999999999999955e-04 -1.619547545425563003e+05 2.474932494168857829e+03 3.081335144113101705e+03 2.474932494168857829e+03 -3.683104120397373005e-01 5.628383120165475484e-03 7.007437477006018926e-03 5.628383120165475484e-03
1.830000000000000029e-04 -8.519324772176292026e+04 2.583868621336560409e+03 2.767669571740911124e+03 2.583868621336560409e+03 -1.937427540181349828e-01 5.876120891103265263e-03 6.294112965296638773e-03 5.876120891103265263e-03
2.979999999999999793e-04 1.215818412531660397e+04 2.388196033412667475e+03 9.428682966880049889e+02 2.388196033412667475e+03 2.764961002533387543e-02 5.431130858629760333e-03 2.144229799447560769e-03 5.431130858629760333e-03
4.829999999999999767e-04 1.226845345074376673e+05 2.328967257981671992e+03 -2.152971744819151354e+02 2.328967257981671992e+03 2.790037969738293211e-01 5.296435370712689224e-03 -4.896194080155207322e-04 5.296435370712689224e-03
7.849999999999999990e-04 2.360054019783905824e+05 2.348897326841766699e+03 -1.832984131920275104e+02 2.348897326841766699e+03 5.367131523355452849e-01 5.341759460731380742e-03 -4.168492260673095184e-04 5.341759460731380742e-03
1.299999999999999920e-05 -3.006538326817773632e+05 2.391879298112058223e+03 5.526885998270940036e+03 2.391879298112058223e+03 -6.837337829884734264e-01 5.439507177947558274e-03 1.256900215785227044e-02 5.439507177947558274e-03
2.099999999999999884e-05 -2.868003320199948503e+05 2.365474029671629523e+03 4.722565406720073952e+03 2.365474029671629523e+03 -6.522287583206538564e-01 5.379457472541974115e-03 1.073985148349955801e-02 5.379457472541974115e-03
3.399999999999999973e-05 -2.666623990621658158e+05 2.337645661218847636e+03 4.719802078505243117e+03 2.337645661218847636e+03 -6.064319528716500818e-01 5.316171415394793827e-03 1.073356724345807256e-02 5.316171415394793827e-03
5.500000000000000196e-05 -2.359122625085674517e+05 2.315851531204314142e+03 3.113156322572795034e+03 2.315851531204314142e+03 -5.365013386311275889e-01 5.266608159111440049e-03 7.079803807856775363e-03 5.266608159111440049e-03
8.899999999999999491e-05 -1.893450121308246744e+05 2.330422645992992329e+03 3.475634951756364899e+03 2.330422645992992329e+03 -4.306001366403129915e-01 5.299745150407896011e-03 7.904136836221924145e-03 5.299745150407896011e-03
1.440000000000000036e-04 -1.253885720160912460e+05 2.439341987062618500e+03 9.310265868960177613e+02 2.439341987062618500e+03 -2.851532006872066205e-01 5.547444747136373068e-03 2.117299901495131153e-03 5.547444747136373068e-03
