# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -7.112329896246796125e+03 9.737862952566339603e-02 7.843350791447942782e-01
1.015521127634569068e-05 -6.923829857073898893e+03 9.479777687288121202e-02 7.817542264920120942e-01
1.031283160672184683e-05 -6.733405180400259269e+03 9.219057300117497467e-02 7.791470226203058846e-01
1.047289838236359523e-05 -6.541044875805746415e+03 8.955686743495290536e-02 7.765133170540837737e-01
1.063544957486011146e-05 -6.346738135022191273e+03 8.689651219256099013e-02 7.738529618116918307e-01
1.080052374516253993e-05 -6.150474340469067101e+03 8.420936190314949610e-02 7.711658115222803644e-01
1.096816005273138056e-05 -5.952243073967867531e+03 8.149527392598608644e-02 7.684517235451169270e-01
1.113839826482620568e-05 -5.752034125635116652e+03 7.875410847221463173e-02 7.657105580913454723e-01
1.131127876593921339e-05 -5.549837502955742821e+03 7.598572872908355980e-02 7.629421783482144281e-01
1.148684256737554795e-05 -5.345643440036496031e+03 7.319000098663923370e-02 7.601464506057701298e-01
1.166513131698196108e-05 -5.139442407040769467e+03 7.036679476690299584e-02 7.573232443860338226e-01
1.184618730902684818e-05 -4.931225119804235874e+03 6.751598295552389828e-02 7.544724325746547944e-01
1.203005349423324184e-05 -4.720982549632484734e+03 6.463744193592327325e-02 7.515938915550541832e-01
1.221677348996793032e-05 -4.508705933279743476e+03 6.173105172591864670e-02 7.486875013450494665e-01
1.240639159058831744e-05 -4.294386783109403041e+03 5.879669611683675107e-02 7.457531457359676264e-01
1.259895277795028468e-05 -4.078016897435350984e+03 5.583426281510221745e-02 7.427907124342331135e-01
1.279450273207873449e-05 -3.859588371044286760e+03 5.284364358630400799e-02 7.398000932054348278e-01
1.299308784200417238e-05 -3.639093605897629459e+03 4.982473440172089513e-02 7.367811840208517982e-01
1.319475521676705910e-05 -3.416525322013156256e+03 4.677743558730764611e-02 7.337338852064385630e-01
1.339955269659339733e-05 -3.191876568524123286e+03 4.370165197511121508e-02 7.306581015942420487e-01
1.360752886424333165e-05 -2.965140734915810754e+03 4.059729305711620023e-02 7.275537426762470616e-01
1.381873305653633617e-05 -2.736311562437003886e+03 3.746427314148535054e-02 7.244207227606161981e-01
1.403321537605484669e-05 -2.505383155685500242e+03 3.430251151118286768e-02 7.212589611303137360e-01
1.425102670302999301e-05 -2.272349994364929444e+03 3.111193258494311317e-02 7.180683822040739850e-01
1.447221870741134408e-05 -2.037206945211619313e+03 2.789246608056761279e-02 7.148489156996984395e-01
1.469684386112447426e-05 -1.799949274087906815e+03 2.464404718050088733e-02 7.116004967996317765e-01
1.492495545051829036e-05 -1.560572658240387682e+03 2.136661669966457774e-02 7.083230663187954912e-01
1.515660758900604291e-05 -1.319073198719001084e+03 1.806012125549360386e-02 7.050165708746244375e-01
1.539185522990205290e-05 -1.075447432954570104e+03 1.472451344014187244e-02 7.016809630592727443e-01
1.563075417945817392e-05 -8.296923474904251634e+02 1.135975199479759105e-02 6.983162016139284889e-01
1.587336111010208536e-05 -5.818053908650035737e+02 7.965801986065669874e-03 6.949222516051964949e-01
1.611973357388158737e-05 -3.317844866402811022e+02 4.542634984346800506e-03 6.914990846034776428e-01
1.636993001611702035e-05 -7.962804657258675434e+01 1.090229244165972881e-03 6.880466788632968456e-01
1.662400978926613715e-05 1.746650160802601022e+02 -2.391430113632554266e-03 6.845650195054983067e-01
