# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -7.170235768751786090e+05 2.346404465064336819e+03 6.001348809497001639e+04 2.346404465064336819e+03 -7.855205068529307333e-01 2.570555396116602168e-03 6.574654879804565921e-02 2.570555396116602168e-03
1.599999999999999928e-05 -7.119398789820307866e+05 2.394957748590018127e+03 5.223759028306385153e+04 2.394957748590018127e+03 -7.799511656562077011e-01 2.623746952314351226e-03 5.722782307208749281e-02 2.623746952314351226e-03
2.599999999999999840e-05 -7.043834631386598339e+05 2.305428282067106920e+03 4.377288606247532152e+04 2.305428282067106920e+03 -7.716728889095149091e-01 2.525664777349004991e-03 4.795448958046877319e-02 2.525664777349004991e-03
4.300000000000000165e-05 -6.919925655408515595e+05 2.279241913529129306e+03 3.606802011811070406e+04 2.279241913529129306e+03 -7.580982946070355943e-01 2.496976837161271438e-03 3.951358136343703642e-02 2.496976837161271438e-03
6.999999999999999387e-05 -6.721485532097991090e+05 2.343475443810611068e+03 2.927214663966535591e+04 2.343475443810611068e+03 -7.363585929751634840e-01 2.567346566820030446e-03 3.206850124130029150e-02 2.567346566820030446e-03
1.129999999999999955e-04 -6.447275702265369473e+05 2.299292368642392375e+03 2.417536093869171964e+04 2.299292368642392375e+03 -7.063180961963979598e-01 2.518942702958658006e-03 2.648482196453567222e-02 2.518942702958658006e-03
1.830000000000000029e-04 -6.050517138908411143e+05 2.349006500281771423e+03 1.839852594111521830e+04 2.349006500281771423e+03 -6.628520236936449317e-01 2.573406002552384823e-03 2.015612859704826038e-02 2.573406002552384823e-03
2.979999999999999793e-04 -5.475690685373201268e+05 2.215741025818716935e+03 1.307122421779143588e+04 2.215741025818716935e+03 -5.998780878711613695e-01 2.427409739078836056e-03 1.431991220915635604e-02 2.427409739078836056e-03
4.829999999999999767e-04 -4.717997572625407483e+05 2.201573974508470656e+03 8.410097587286149064e+03 2.201573974508470656e+03 -5.168705694073393309e-01 2.411889315922969169e-03 9.213510311945668357e-03 2.411889315922969169e-03
7.849999999999999990e-04 -3.699610381992078619e+05 2.373059690806015169e+03 7.778800478497886616e+03 2.373059690806015169e+03 -4.053032447113921743e-01 2.599756983219402972e-03 8.521905682944084723e-03 2.599756983219402972e-03
1.299999999999999920e-05 -7.174883298451245064e+05 2.321380342897113678e+03 5.053437340472650249e+03 2.321380342897113678e+03 -7.860296574586950191e-01 2.543140731156751187e-03 5.536189867475776495e-03 2.543140731156751187e-03
2.099999999999999884e-05 -7.123814374519983539e+05 2.402282429882875022e+03 4.543359145455588077e+03 2.402282429882875022e+03 -7.804349060021606999e-01 2.631771357016322085e-03 4.977384138896252634e-03 2.631771357016322085e-03
3.399999999999999973e-05 -7.034991862715526950e+05 2.165499502628688788e+03 1.788596117993714870e+03 2.165499502628688788e+03 -7.707041374831314906e-01 2.372368666464058553e-03 1.959459876179482467e-03 2.372368666464058553e-03
5.500000000000000196e-05 -6.857745563215208240e+05 2.163565982585123948e+03 1.898478374841761251e+02 2.163565982585123948e+03 -7.512862818488621475e-01 2.370250438146866839e-03 2.079839134096753606e-04 2.370250438146866839e-03
8.899999999999999491e-05 -6.621294250498383772e+05 2.127437340210547973e+03 -2.493240495930576799e+03 2.127437340210547973e+03 -7.253823421456779830e-01 2.330670443310900973e-03 -2.731418604956944562e-03 2.330670443310900973e-03
1.440000000000000036e-04 -6.315089866407916415e+05 2.338534454618128620e+03 -3.823793421514739748e+03 2.338534454618128620e+03 -6.918367474471642797e-01 2.561933567220005519e-03 -4.189078634846685363e-03 2.561933567220005519e-03
2.339999999999999958e-04 -5.831698560136775486e+05 2.289371619064174411e+03 -5.029967565160882259e+03 2.289371619064174411e+03 -6.388798020751282891e-01 2.508074228771233621e-03 -5.510478035406084392e-03 2.508074228771233621e-03
3.789999999999999966e-04 -5.198600700750711258e+05 2.395679681629028892e+03 -3.783567176915466007e+03 2.395679681629028892e+03 -5.695220616281889692e-01 2.624537851281982109e-03 -4.145009595744624485e-03 2.624537851281982109e-03
6.160000000000000111e-04 -4.331800873448704369e+05 2.304198570642126924e+03 -3.485275654869557457e+03 2.304198570642126924e+03 -4.745615803216117201e-01 2.524317592161534965e-03 -3.818222422847764638e-03 2.524317592161534965e-03
1.000000000000000021e-03 -3.199122969114703010e+05 2.336373134482057594e+03 -1.233789624414223908e+03 2.336373134482057594e+03 -3.504733703646818466e-01 2.559565777173049630e-03 -1.351652975406223518e-03 2.559565777173049630e-03
2.000000000000000042e-03 -1.108653458272565622e+05 2.311049972508937572e+03 2.879214261357800751e+03 2.311049972508937572e+03 -1.214562609310298330e-01 2.531823505273241535e-03 3.154264265306977282e-03 2.531823505273241535e-03
4.000000000000000083e-03 1.434915988004497485e+05 2.437767304786771092e+03 9.807630830673791934e+03 2.437767304786771092e+03 1.571992847293618434e-01 2.670646085573502755e-03 1.074454925835507946e-02 2.670646085573502755e-03
8.000000000000000167e-03 4.167848781751249335e+05 2.329888542801866606e+03 1.604129288886118593e+04 2.329888542801866606e+03 4.566001444186187364e-01 2.552461715455083425e-03 1.757371016382648990e-02 2.552461715455083425e-03
1.600000000000000033e-02 6.589518901535633486e+05 2.333826589020903612e+03 2.578799217400077760e+04 2.333826589020903612e+03 7.219012588134636754e-01 2.556775961404246858e-03 2.825150711434262080e-02 2.556775961404246858e-03
3.200000000000000067e-02 8.193925051857298240e+05 2.394289681811862010e+03 3.228927121047646506e+04 2.394289681811862010e+03 8.976686914397452588e-01 2.623015065426509071e-03 3.537385032400493928e-02 2.623015065426509071e-03
6.400000000000000133e-02 8.948125888236652827e+05 2.359613254042616973e+03 3.479851236605191662e+04 2.359613254042616973e+03 9.802936207124333112e-01 2.585026014584059038e-03 3.812279812420675540e-02 2.585026014584059038e-03
1.280000000000000027e-01 9.151384070835310267e+05 2.380711257566074437e+03 3.775504697212396422e+04 2.380711257566074437e+03 1.002561154970194268e+00 2.608139500605755404e-03 4.136176911092263181e-02 2.608139500605755404e-03
2.560000000000000053e-01 9.189979410215790849e+05 2.271837288647737751e+03 4.086648801142633602e+04 2.271837288647737751e+03 1.006789388396553964e+00 2.488864851896805189e-03 4.477044467064036221e-02 2.488864851896805189e-03
5.120000000000000107e-01 9.208346480561484350e+05 2.289574550983040808e+03 4.270074105808158492e+04 2.289574550983040808e+03 1.008801555202871292e+00 2.508296546682255591e-03 4.677992306071565576e-02 2.508296546682255591e-03
