# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -6.857357863178029656e+05 2.363121840205862100e+03 4.340691691544576315e+04 2.363121840205862100e+03 -7.923860043614507909e-01 2.730650361467635168e-03 5.015785108863958508e-02 2.730650361467635168e-03
1.599999999999999928e-05 -6.766884080472306814e+05 2.302288665492282234e+03 4.012009261847260495e+04 2.302288665492282234e+03 -7.819315172823078086e-01 2.660356004361448274e-03 4.635983788343452094e-02 2.660356004361448274e-03
2.599999999999999840e-05 -6.668183943794028601e+05 2.348654997811401245e+03 3.301960335808398668e+04 2.348654997811401245e+03 -7.705264530443179938e-01 2.713933538940072228e-03 3.815503302081762332e-02 2.713933538940072228e-03
4.300000000000000165e-05 -6.508467196932431543e+05 2.300122918290398502e+03 2.709976153760572197e+04 2.300122918290398502e+03 -7.520707566375656183e-01 2.657853425662774077e-03 3.131449778818992669e-02 2.657853425662774077e-03
6.999999999999999387e-05 -6.309050440124658635e+05 2.444616182915186982e+03 2.111698830417131103e+04 2.444616182915186982e+03 -7.290276181165145086e-01 2.824819249669100179e-03 2.440124362816177214e-02 2.824819249669100179e-03
1.129999999999999955e-04 -5.971911778183220886e+05 2.483901252487120928e+03 1.785106104788292578e+04 2.483901252487120928e+03 -6.900703458577593929e-01 2.870214196134297010e-03 2.062737751123993810e-02 2.870214196134297010e-03
1.830000000000000029e-04 -5.527112059420911828e+05 2.382057533425853308e+03 1.168989029714879143e+04 2.382057533425853308e+03 -6.386725511205573191e-01 2.752531060404133853e-03 1.350798025828645749e-02 2.752531060404133853e-03
2.979999999999999793e-04 -4.874377966725940933e+05 2.362851303786936569e+03 9.139403020816967910e+03 2.362851303786936569e+03 -5.632473844687819753e-01 2.730337749414561872e-03 1.056082413432317055e-02 2.730337749414561872e-03
4.829999999999999767e-04 -4.002023334450119874e+05 2.266514634732261129e+03 5.405388646287308802e+03 2.266514634732261129e+03 -4.624444782697337830e-01 2.619018156958076177e-03 6.246070858357291762e-03 2.619018156958076177e-03
7.849999999999999990e-04 -2.890678623222465976e+05 2.348883413479871251e+03 5.676311113451687561e+03 2.348883413479871251e+03 -3.340256305490181821e-01 2.714197479341731029e-03 6.559129000474782888e-03 2.714197479341731029e-03
1.299999999999999920e-05 -6.806720705896217842e+05 2.432117146035123369e+03 5.806159495492531278e+03 2.432117146035123369e+03 -7.865347456797051606e-01 2.810376278936973192e-03 6.709172271762449576e-03 2.810376278936973192e-03
2.099999999999999884e-05 -6.738590092666338896e+05 2.348800766146788646e+03 4.563027684617925843e+03 2.348800766146788646e+03 -7.786620714706184998e-01 2.714101978142378305e-03 5.272700283326617332e-03 2.714101978142378305e-03
3.399999999999999973e-05 -6.606320070611115079e+05 2.373862066936817882e+03 1.201037887621867412e+03 2.373862066936817882e+03 -7.633779173744859037e-01 2.743060980127303827e-03 1.387831336570134570e-03 2.743060980127303827e-03
5.500000000000000196e-05 -6.440952709510835120e+05 2.164822906338879420e+03 2.388491990858601639e+03 2.164822906338879420e+03 -7.442692774101541398e-01 2.501510650501504417e-03 2.759966247712568321e-03 2.501510650501504417e-03
8.899999999999999491e-05 -6.168731856209203834e+05 2.201701570747277856e+03 9.556412179864564678e+02 2.201701570747277856e+03 -7.128134312146667817e-01 2.544124931569832163e-03 1.104268934817496028e-03 2.544124931569832163e-03
1.440000000000000036e-04 -5.779404538492973661e+05 2.387770650622060202e+03 -1.283130471300028148e+02 2.387770650622060202e+03 -6.678256204821301223e-01 2.759132719815639463e-03 -1.482691508178998079e-04 2.759132719815639463e-03
2.339999999999999958e-04 -5.234970056456570746e+05 2.403105890252277732e+03 -9.130831456477862957e+02 2.403105890252277732e+03 -6.049147629091393696e-01 2.776852998527886904e-03 -1.055091946294199438e-03 2.776852998527886904e-03
3.789999999999999966e-04 -4.464908579345322214e+05 2.334540683837413781e+03 -6.676453889450094721e+02 2.334540683837413781e+03 -5.159321038244537583e-01 2.697624072411854753e-03 -7.714820673385470486e-04 2.697624072411854753e-03
6.160000000000000111e-04 -3.509188277897936059e+05 2.298431461383117494e+03 -6.787927277388589573e+02 2.298431461383117494e+03 -4.054960720377085992e-01 2.655898902059001133e-03 -7.843631148532937032e-04 2.655898902059001133e-03
1.000000000000000021e-03 -2.252547665276207263e+05 2.218241624144009165e+03 2.499935336578861097e+03 2.218241624144009165e+03 -2.602878950953167458e-01 2.563237404747492794e-03 2.888742008274994104e-03 2.563237404747492794e-03
2.000000000000000042e-03 -5.713882042644815556e+03 2.239712992149781257e+03 5.050597986648821461e+03 2.239712992149781257e+03 -6.602543211979405163e-03 2.588048143579756502e-03 5.836100781273674543e-03 2.588048143579756502e-03
4.000000000000000083e-03 2.488440461090239987e+05 2.180429606158250863e+03 1.030093123605565415e+04 2.180429606158250863e+03 2.875459372833186200e-01 2.519544608707980585e-03 1.190300098988474053e-02 2.519544608707980585e-03
8.000000000000000167e-03 4.976933852316138800e+05 2.423362297546993886e+03 1.327060167235746667e+04 2.423362297546993886e+03 5.750979907850907180e-01 2.800259817829482342e-03 1.533453444379284485e-02 2.800259817829482342e-03
1.600000000000000033e-02 6.962348115817750804e+05 2.407419726334480856e+03 2.019503165782108408e+04 2.407419726334480856e+03 8.045179082880066224e-01 2.781837751263342012e-03 2.333589811495944896e-02 2.781837751263342012e-03
3.200000000000000067e-02 8.153633029427473666e+05 2.400617730364201179e+03 2.592552924866825924e+04 2.400617730364201179e+03 9.421740597658309069e-01 2.773977863364659666e-03 2.995764103637948289e-02 2.773977863364659666e-03
6.400000000000000133e-02 8.606428827154084574e+05 2.419682306524177420e+03 2.838348126431625133e+04 2.419682306524177420e+03 9.944958227700391173e-01 2.796007489978381746e-03 3.279787019672383147e-02 2.796007489978381746e-03
1.280000000000000027e-01 8.715807975069793174e+05 2.239486663232655701e+03 2.686855741397414022e+04 2.239486663232655701e+03 1.007134875260325968e+00 2.587786614474974715e-03 3.104733525216411480e-02 2.587786614474974715e-03
2.560000000000000053e-01 8.705498460419465555e+05 2.303667551733242817e+03 2.824298465713648329e+04 2.303667551733242817e+03 1.005943583324907964e+00 2.661949344217328945e-03 3.263552261707174801e-02 2.661949344217328945e-03
5.120000000000000107e-01 8.709024957735151984e+05 2.393349112151999179e+03 3.206476910119201057e+04 2.393349112151999179e+03 1.006351079502462609e+00 2.765578781010619765e-03 3.705169655108375010e-02 2.765578781010619765e-03
