# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -1.622137648384968343e+05 2.495572641388264401e+03 3.177474237638129125e+03 2.495572641388264401e+03 -6.380396452597807411e-01 9.815901162374730121e-03 1.249804255158739122e-02 9.815901162374730121e-03
1.599999999999999928e-05 -1.520798801389124128e+05 2.375422987579947403e+03 2.723618648789530198e+03 2.375422987579947403e+03 -5.981797714367185215e-01 9.343313385558943071e-03 1.071288048968445546e-02 9.343313385558943071e-03
2.599999999999999840e-05 -1.360537324986618769e+05 2.330499407568495371e+03 1.228715309810171675e+03 2.330499407568495371e+03 -5.351437056290674343e-01 9.166614292958239277e-03 4.832938075120063112e-03 9.166614292958239277e-03
4.300000000000000165e-05 -1.123697501650905033e+05 2.381168947833854872e+03 1.066195763051315225e+03 2.381168947833854872e+03 -4.419868782692196740e-01 9.365914121357966568e-03 4.193695689832718614e-03 9.365914121357966568e-03
6.999999999999999387e-05 -8.038533851585804950e+04 2.423137096207763989e+03 -7.906093162298948300e+02 2.423137096207763989e+03 -3.161817551168349394e-01 9.530988537375367081e-03 -3.109724308344795352e-03 9.530988537375367081e-03
1.129999999999999955e-04 -3.678099420086011378e+04 2.373799776848919919e+03 4.583004759920813740e+02 2.373799776848919919e+03 -1.446716467963354846e-01 9.336928768322311570e-03 1.802645252796574544e-03 9.336928768322311570e-03
1.830000000000000029e-04 2.207595294253914835e+04 2.568330848656843500e+03 -8.279516167818110262e+01 2.568330848656843500e+03 8.683192328501172785e-02 1.010208292260698221e-02 -3.256603756097273174e-04 1.010208292260698221e-02
2.979999999999999793e-04 9.149226882097660564e+04 2.338309059852384053e+03 -1.045104786797492125e+02 2.338309059852384053e+03 3.598689346780674092e-01 9.197332202611440549e-03 -4.110738001127510911e-04 9.197332202611440549e-03
4.829999999999999767e-04 1.596606030750040954e+05 2.327096968714552531e+03 7.422639193614941178e+02 2.327096968714552531e+03 6.279972272967204727e-01 9.153231391195561575e-03 2.919566093975201927e-03 9.153231391195561575e-03
7.849999999999999990e-04 2.134987576979251753e+05 2.351557360161154520e+03 2.184562313746373547e+03 2.351557360161154520e+03 8.397602494499278869e-01 9.249442088832987921e-03 8.592596103655897322e-03 9.249442088832987921e-03
1.299999999999999920e-05 -1.544314821975479135e+05 2.421668698779716124e+03 3.321285142597971571e+03 2.421668698779716124e+03 -6.074293893392300747e-01 9.525212851353747831e-03 1.306369774660996567e-02 9.525212851353747831e-03
2.099999999999999884e-05 -1.451198609108243836e+05 2.395390297991382795e+03 2.827194247481858838e+03 2.395390297991382795e+03 -5.708037457109618185e-01 9.421851330007667211e-03 1.112027710188329480e-02 9.421851330007667211e-03
3.399999999999999973e-05 -1.258710900040851120e+05 2.421373777772973426e+03 -7.753636201823701413e+02 2.421373777772973426e+03 -4.950920514953051077e-01 9.524052830841869127e-03 -3.049758013205872663e-03 9.524052830841869127e-03
5.500000000000000196e-05 -9.693838807017490035e+04 2.325889823431733021e+03 -1.486681410967921693e+02 2.325889823431733021e+03 -3.812902980084886262e-01 9.148483295071943230e-03 -5.847602890005600606e-04 9.148483295071943230e-03
8.899999999999999491e-05 -6.086763469553147297e+04 2.239737069185056498e+03 -3.040921921644057875e+02 2.239737069185056498e+03 -2.394122600360373831e-01 8.809616412767408075e-03 -1.196093775445132221e-03 8.809616412767408075e-03
1.440000000000000036e-04 -7.914963421699000719e+03 2.310779608569189804e+03 -1.186591792979724005e+03 2.310779608569189804e+03 -3.113213270681997047e-02 9.089049891622520694e-03 -4.667252544287633399e-03 9.089049891622520694e-03
2.339999999999999958e-04 5.516076469943911070e+04 2.274828920144700533e+03 -9.216949295255135439e+02 2.274828920144700533e+03 2.169652789708009233e-01 8.947644108259785942e-03 -3.625326780730963282e-03 8.947644108259785942e-03
3.789999999999999966e-04 1.281318538346656715e+05 2.355501764536854807e+03 1.300938269817244873e+03 2.355501764536854807e+03 5.039843730187955062e-01 9.264956717761911945e-03 5.117014533294888742e-03 9.264956717761911945e-03
6.160000000000000111e-04 1.893587081376997521e+05 2.352555740406841778e+03 1.912888925541919889e+03 2.352555740406841778e+03 7.448095609353336810e-01 9.253369043974106478e-03 7.524016058003967639e-03 9.253369043974106478e-03
1.000000000000000021e-03 2.326520471659463365e+05 2.299431166332072735e+03 3.875359795466920332e+03 2.299431166332072735e+03 9.150963840245809333e-01 9.044412766860450079e-03 1.524305407506897775e-02 9.044412766860450079e-03
