# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -6.330129893541736528e+05 2.390318489203936224e+03 -1.521724519724208221e+04 2.390318489203936224e+03 -7.766821099009281193e-01 2.932827033177010882e-03 -1.867096300619667387e-02 2.932827033177010882e-03
1.599999999999999928e-05 -6.271337399651692249e+05 2.345818712028760729e+03 -9.430527262013958534e+03 2.345818712028760729e+03 -7.694685014965501058e-01 2.878227551953413659e-03 -1.157088706633335913e-02 2.878227551953413659e-03
2.599999999999999840e-05 -6.170749729137632530e+05 2.454800354839546799e+03 -8.907410615796266939e+03 2.454800354839546799e+03 -7.571267888494549458e-01 3.011943753204051645e-03 -1.092904345910632007e-02 3.011943753204051645e-03
4.300000000000000165e-05 -5.950599300243196776e+05 2.448593341842145946e+03 -6.477308194918805384e+03 2.448593341842145946e+03 -7.301151946981607743e-01 3.004327991707716160e-03 -7.947403102171334346e-03 3.004327991707716160e-03
6.999999999999999387e-05 -5.684901103998118779e+05 2.369072388802471778e+03 -5.455577892381857964e+03 2.369072388802471778e+03 -6.975150681404043151e-01 2.906758901299003484e-03 -6.693780095266322477e-03 2.906758901299003484e-03
1.129999999999999955e-04 -5.308731090049529448e+05 2.453555998193502091e+03 -5.277169066402188037e+03 2.453555998193502091e+03 -6.513604828430108462e-01 3.010416976405513433e-03 -6.474879463340570997e-03 3.010416976405513433e-03
1.830000000000000029e-04 -4.752232395511224167e+05 2.630781171418988379e+03 -4.030277101706931717e+03 2.630781171418988379e+03 -5.830802757224438082e-01 3.227865312827112206e-03 -4.944991928258444212e-03 3.227865312827112206e-03
2.979999999999999793e-04 -3.967873445908414433e+05 2.422563918493146048e+03 -4.261131644160093856e+03 2.422563918493146048e+03 -4.868425090189966720e-01 2.972390910184584054e-03 -5.228241397271181888e-03 2.972390910184584054e-03
4.829999999999999767e-04 -2.954424669927046634e+05 2.469244300355554060e+03 -2.599817875277956773e+03 2.469244300355554060e+03 -3.624963191550600317e-01 3.029665907831734662e-03 -3.189874562904525170e-03 3.029665907831734662e-03
7.849999999999999990e-04 -1.666722857521482510e+05 2.336797397833038303e+03 -1.577866484926747944e+03 2.336797397833038303e+03 -2.045003573971848898e-01 2.867158753269264532e-03 -1.935980289922920212e-03 2.867158753269264532e-03
