# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -5.745328999513330637e+05 2.421144109591813958e+03 2.293785982086483273e+04 2.421144109591813958e+03 -7.626753596338678998e-01 3.213996891500509479e-03 3.044932760089319804e-02 3.213996891500509479e-03
1.599999999999999928e-05 -5.653231623395318165e+05 2.430172214580388300e+03 1.987110413744671678e+04 2.430172214580388300e+03 -7.504497065062418759e-01 3.225981432715741004e-03 2.637830052140263323e-02 3.225981432715741004e-03
2.599999999999999840e-05 -5.501505890812386060e+05 2.372882312893090784e+03 1.355081301347777480e+04 2.372882312893090784e+03 -7.303085661688997199e-01 3.149930789877968158e-03 1.798830178264968632e-02 3.149930789877968158e-03
4.300000000000000165e-05 -5.280806351606198587e+05 2.492903526507470815e+03 1.002093793895049748e+04 2.492903526507470815e+03 -7.010113578716261618e-01 3.309255386023453316e-03 1.330249746725580690e-02 3.309255386023453316e-03
6.999999999999999387e-05 -4.925499778911172180e+05 2.495377829582521372e+03 5.447551506870426238e+03 2.495377829582521372e+03 -6.538454656949709287e-01 3.312539949862647500e-03 7.231462819585013704e-03 3.312539949862647500e-03
1.129999999999999955e-04 -4.449852552050074446e+05 2.399189178246690972e+03 4.671580699767699116e+03 2.399189178246690972e+03 -5.907047091193478039e-01 3.184852372255750699e-03 6.201384621412922744e-03 3.184852372255750699e-03
1.830000000000000029e-04 -3.757438160821722122e+05 2.348265811518312148e+03 2.491334858423128026e+03 2.348265811518312148e+03 -4.987887553261913243e-01 3.117253115474070361e-03 3.307173025734819714e-03 3.117253115474070361e-03
2.979999999999999793e-04 -2.834429047394990339e+05 2.395121645072088995e+03 2.239348406405184505e+03 2.395121645072088995e+03 -3.762620370846945783e-01 3.179452842782286379e-03 2.972668495303356414e-03 3.179452842782286379e-03
4.829999999999999767e-04 -1.655600978682788555e+05 2.441434714469334722e+03 -1.034105771156158880e+03 2.441434714469334722e+03 -2.197761123747722367e-01 3.240932066794148091e-03 -1.372744695704613454e-03 3.240932066794148091e-03
7.849999999999999990e-04 -2.461233814566274305e+04 2.387713155301024017e+03 -2.610103533110270746e+03 2.387713155301024017e+03 -3.267214784090476110e-02 3.169618292661711186e-03 -3.464834913657908848e-03 3.169618292661711186e-03
1.299999999999999920e-05 -5.678029943212824874e+05 2.355737785375702970e+03 1.844992868726374581e+03 2.355737785375702970e+03 -7.537416098048579371e-01 3.127171938833608281e-03 2.449173232371902771e-03 3.127171938833608281e-03
2.099999999999999884e-05 -5.544632236902522855e+05 2.227097676514988962e+03 1.384684535644882999e+03 2.227097676514988962e+03 -7.360334605164254862e-01 2.956406015251171818e-03 1.838127592504924628e-03 2.956406015251171818e-03
3.399999999999999973e-05 -5.367212500030290103e+05 2.245771447401249588e+03 -2.717224982318875846e+02 2.245771447401249588e+03 -7.124815174272414176e-01 2.981194891445390974e-03 -3.607035455709711909e-04 2.981194891445390974e-03
5.500000000000000196e-05 -5.122071968565817806e+05 2.349366086265638842e+03 -9.436585838540195255e+02 2.349366086265638842e+03 -6.799398400034871726e-01 3.118713697520258954e-03 -1.252678741066725471e-03 3.118713697520258954e-03
8.899999999999999491e-05 -4.704056665280180750e+05 2.328312941620681613e+03 -1.667430253760911000e+03 2.328312941620681613e+03 -6.244495501014051264e-01 3.090766273334669568e-03 -2.213464135055132499e-03 3.090766273334669568e-03
1.440000000000000036e-04 -4.130300224417144200e+05 2.342750126732343233e+03 -1.902922125827608397e+03 2.342750126732343233e+03 -5.482850867757137481e-01 3.109931207750209637e-03 -2.526072600531234849e-03 3.109931207750209637e-03
2.339999999999999958e-04 -3.324909612783725024e+05 2.341346053444664904e+03 -4.792225305903557455e+02 2.341346053444664904e+03 -4.413718752911685583e-01 3.108067342165274360e-03 -6.361536752614366979e-04 3.108067342165274360e-03
3.789999999999999966e-04 -2.277157178432568035e+05 2.393418240175839401e+03 -2.387087872339328896e+03 2.393418240175839401e+03 -3.022858517155442293e-01 3.177191623377863434e-03 -3.168788248102515168e-03 3.177191623377863434e-03
6.160000000000000111e-04 -9.524976824172202032e+04 2.355925607443236913e+03 -9.533634345011669211e+02 2.355925607443236913e+03 -1.264412381866232837e-01 3.127421267049478905e-03 -1.265561642042688879e-03 3.127421267049478905e-03
1.000000000000000021e-03 5.622536400766837323e+04 2.387321169262485910e+03 -3.798493372067059681e+01 2.387321169262485910e+03 7.463750068747322663e-02 3.169097942838509149e-03 -5.042387126748539244e-05 3.169097942838509149e-03
2.000000000000000042e-03 2.870362311955445912e+05 2.290876625569455882e+03 1.925032679696727428e+03 2.290876625569455882e+03 3.810320712243906449e-01 3.041070675728067135e-03 2.555423704054223151e-03 3.041070675728067135e-03
