#i	omega	re	im	r	phi
0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.999999999999999774e-07	-9.928620000000000223e-01	4.942110000000000253e-02
2.000000000000000000e+00	9.999999999999999547e-07	-9.732030000000000403e-01	9.572930000000000328e-02
3.000000000000000000e+00	1.500000000000000038e-06	-9.440490000000000270e-01	1.369239999999999902e-01
4.000000000000000000e+00	1.999999999999999909e-06	-9.084600000000000453e-01	1.721890000000000087e-01
5.000000000000000000e+00	2.500000000000000205e-06	-8.690470000000000139e-01	2.016110000000000124e-01
6.000000000000000000e+00	3.000000000000000076e-06	-8.277879999999999683e-01	2.257750000000000035e-01
7.000000000000000000e+00	3.499999999999999947e-06	-7.860449999999999937e-01	2.454580000000000095e-01
8.000000000000000000e+00	3.999999999999999819e-06	-7.446819999999999551e-01	2.614319999999999977e-01
9.000000000000000000e+00	4.500000000000000114e-06	-7.042089999999999739e-01	2.743610000000000215e-01
1.000000000000000000e+01	5.000000000000000409e-06	-6.649150000000000338e-01	2.847589999999999844e-01
1.100000000000000000e+01	5.499999999999999857e-06	-6.269550000000000400e-01	2.930269999999999819e-01
1.200000000000000000e+01	6.000000000000000152e-06	-5.904059999999999864e-01	2.994680000000000120e-01
1.300000000000000000e+01	6.499999999999999600e-06	-5.552909999999999791e-01	3.043270000000000142e-01
1.400000000000000000e+01	6.999999999999999895e-06	-5.216039999999999566e-01	3.077960000000000140e-01
1.500000000000000000e+01	7.500000000000000190e-06	-4.893199999999999772e-01	3.100220000000000198e-01
1.600000000000000000e+01	7.999999999999999638e-06	-4.584239999999999982e-01	3.111340000000000217e-01
1.700000000000000000e+01	8.499999999999999933e-06	-4.288859999999999895e-01	3.112429999999999919e-01
1.800000000000000000e+01	9.000000000000000228e-06	-4.006669999999999954e-01	3.104430000000000245e-01
1.900000000000000000e+01	9.500000000000000523e-06	-3.737300000000000066e-01	3.088199999999999834e-01
2.000000000000000000e+01	1.000000000000000082e-05	-3.480380000000000140e-01	3.064540000000000042e-01
2.100000000000000000e+01	1.049999999999999942e-05	-3.235589999999999855e-01	3.034250000000000003e-01
2.200000000000000000e+01	1.099999999999999971e-05	-3.002630000000000021e-01	2.997960000000000069e-01
2.300000000000000000e+01	1.150000000000000001e-05	-2.781089999999999951e-01	2.956329999999999791e-01
2.400000000000000000e+01	1.200000000000000030e-05	-2.570609999999999840e-01	2.909909999999999997e-01
2.500000000000000000e+01	1.250000000000000060e-05	-2.370809999999999862e-01	2.859249999999999847e-01
2.600000000000000000e+01	1.299999999999999920e-05	-2.181319999999999926e-01	2.804869999999999863e-01
2.700000000000000000e+01	1.349999999999999949e-05	-2.001769999999999938e-01	2.747189999999999910e-01
2.800000000000000000e+01	1.399999999999999979e-05	-1.831889999999999907e-01	2.686669999999999892e-01
2.900000000000000000e+01	1.450000000000000009e-05	-1.671279999999999988e-01	2.623730000000000229e-01
3.000000000000000000e+01	1.500000000000000038e-05	-1.519600000000000117e-01	2.558670000000000111e-01
3.100000000000000000e+01	1.550000000000000068e-05	-1.376529999999999976e-01	2.491909999999999958e-01
3.200000000000000000e+01	1.599999999999999928e-05	-1.241759999999999947e-01	2.423760000000000081e-01
3.300000000000000000e+01	1.650000000000000127e-05	-1.115000000000000019e-01	2.354539999999999966e-01
3.400000000000000000e+01	1.699999999999999987e-05	-9.959189999999999710e-02	2.284529999999999894e-01
3.500000000000000000e+01	1.749999999999999847e-05	-8.841970000000000385e-02	2.214049999999999907e-01
3.600000000000000000e+01	1.800000000000000046e-05	-7.795150000000000690e-02	2.143410000000000037e-01
3.700000000000000000e+01	1.849999999999999906e-05	-6.815400000000000624e-02	2.072799999999999920e-01
3.800000000000000000e+01	1.900000000000000105e-05	-5.899329999999999852e-02	2.002390000000000003e-01
3.900000000000000000e+01	1.949999999999999965e-05	-5.044099999999999973e-02	1.932310000000000139e-01
4.000000000000000000e+01	2.000000000000000164e-05	-4.247070000000000012e-02	1.862729999999999941e-01
4.100000000000000000e+01	2.050000000000000024e-05	-3.505719999999999670e-02	1.793810000000000127e-01
4.200000000000000000e+01	2.099999999999999884e-05	-2.816659999999999997e-02	1.725710000000000022e-01
4.300000000000000000e+01	2.150000000000000083e-05	-2.177969999999999906e-02	1.658489999999999964e-01
4.400000000000000000e+01	2.199999999999999943e-05	-1.587500000000000022e-02	1.592290000000000094e-01
4.500000000000000000e+01	2.250000000000000142e-05	-1.042870000000000082e-02	1.527219999999999966e-01
4.600000000000000000e+01	2.300000000000000002e-05	-5.418049999999999776e-03	1.463349999999999929e-01
4.700000000000000000e+01	2.349999999999999862e-05	-8.196390000000000446e-04	1.400790000000000091e-01
4.800000000000000000e+01	2.400000000000000061e-05	3.398870000000000016e-03	1.339579999999999937e-01
4.900000000000000000e+01	2.449999999999999921e-05	7.248619999999999890e-03	1.279780000000000084e-01
5.000000000000000000e+01	2.500000000000000120e-05	1.074729999999999956e-02	1.221509999999999957e-01
5.100000000000000000e+01	2.549999999999999980e-05	1.391910000000000022e-02	1.164800000000000002e-01
5.200000000000000000e+01	2.599999999999999840e-05	1.678249999999999881e-02	1.109679999999999972e-01
5.300000000000000000e+01	2.650000000000000039e-05	1.935500000000000068e-02	1.056160000000000015e-01
5.400000000000000000e+01	2.699999999999999899e-05	2.165670000000000095e-02	1.004229999999999984e-01
5.500000000000000000e+01	2.750000000000000098e-05	2.370359999999999828e-02	9.538710000000000244e-02
5.600000000000000000e+01	2.799999999999999958e-05	2.551140000000000005e-02	9.050829999999999986e-02
