# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_err Beta Beta_err M0 M0_err Moff Moff_err
1742 305.71 -1.6661259686365322 0.006544818801448068 6.123140618172828e-05 0.6428972730658895 0.005577914698964028 2119.2658191446567 6.8530558593812865 493.65403987407586 5.666445415593986
1754 305.55 -1.7179996609541317 0.006720211519992433 6.875663403581975e-05 0.6434354407169822 0.006093201911323038 2117.857311117574 7.467512183791977 493.84085002131775 6.166768456470585
1755 310.09 -2.8067561960366936 0.0066023708415455466 6.0254367210186984e-05 0.6491004268948564 0.005526579921422865 2081.320734916391 6.557049303402746 481.8346243143148 5.43245172662001
1767 310.32 -2.6874904894890803 0.006805916166352363 6.210508155818366e-05 0.6453285661900772 0.005455091088725354 2084.0618904746048 6.544265223797523 490.7295180192439 5.404740762508651
1768 314.81 -3.6555979295412744 0.006691047478752695 5.48601744329105e-05 0.6520533403797997 0.0049973893045191405 2076.129729564188 5.866893076411929 487.02632377380456 4.862873069539411
1780 315.07 -3.485301284072569 0.006806173970352067 6.567093653966617e-05 0.6505160680450316 0.005847570342525512 2072.03206164162 6.878231082573915 486.5382732096239 5.692508482082728
1781 319.68 -4.680083224539148 0.006544588905427244 6.279274477877276e-05 0.6506323126020912 0.005838666635456898 2053.1741427902116 6.80656280927388 475.26682539904425 5.6452084066893615
1793 319.9 -4.608962783615562 0.006714142617172336 6.429019792906053e-05 0.6487424659255321 0.005783684854437674 2051.533407645505 6.768930281012818 478.8118059314569 5.602133552946448
1794 324.46 -5.776635715856881 0.006088963178201595 7.343824512518358e-05 0.6432077150656674 0.007245412992610649 2032.1269063744112 8.540597740426206 453.7373856524834 7.091136615462032
1806 324.7 -5.657598960820588 0.005855874187350228 5.2810877826693704e-05 0.6454281349678102 0.005469122112397329 2025.4010864209772 6.393297605493632 452.9370757556307 5.324110494834905
1807 329.25 -6.754790189922655 0.004322734625347176 4.948445968459687e-05 0.6349638527540912 0.006916056386356703 1988.1984182020353 8.275637392867141 404.0734639900574 6.988229786344167
1819 329.5 -7.036899242098296 0.00422113188271622 5.005575375162352e-05 0.6337607391992475 0.00715243108064696 1985.7083863050123 8.58883009721783 403.18391705471043 7.2603662303280965
1820 334.06 -8.311339517590431 0.0028207996747300133 4.001218766538519e-05 0.6257961306113812 0.008552298080884509 1911.9036227197082 10.447505923601433 338.6503585877363 9.027060433678919
1832 334.3 -8.13211656724899 0.00282678779831864 3.769051535128852e-05 0.6235532632702603 0.007985094492292392 1898.925166619055 9.749197377487164 344.5469992067513 8.419307796050353
1833 338.85 -9.941119870310272 0.0017489989354953922 2.5233983744664583e-05 0.6311914594339643 0.008936018637897577 1735.571434516133 10.326986668979071 280.5104840746603 9.17154860793856
1845 339.1 -9.594996562272202 0.001757758944882854 3.32384627431517e-05 0.6328604616478294 0.011772952014483756 1731.5023959006555 13.499010207637234 287.7750319348456 11.987249139451846
1846 343.63 -11.093746051798918 0.0009988084221905639 2.024059579733562e-05 0.6619387668040746 0.01370269547392182 1434.6170094144188 13.116639304590988 221.15918683824583 11.993376292020601
1858 343.86 -11.141326544622258 0.000992846310171975 2.3271628901141662e-05 0.6659610593063238 0.016050270050632833 1409.3227391022403 14.941137927828187 224.7402984876613 13.66684393378433
