#i	t	cos	sin
0	3e-05	0.0241166	-0.146826
1	3.05e-05	0.0169279	-0.145141
2	3.1e-05	0.00995572	-0.143162
3	3.15e-05	0.00319828	-0.140905
4	3.2e-05	-0.00332327	-0.138377
5	3.25e-05	-0.00960803	-0.135595
6	3.3e-05	-0.015635	-0.132571
7	3.35e-05	-0.0213878	-0.129317
8	3.4e-05	-0.026875	-0.125873
9	3.45e-05	-0.0321001	-0.122252
10	3.5e-05	-0.0370675	-0.118473
11	3.55e-05	-0.041766	-0.114549
12	3.6e-05	-0.0462031	-0.11048
13	3.65e-05	-0.0503743	-0.10627
14	3.7e-05	-0.0542572	-0.101952
15	3.75e-05	-0.0578763	-0.0975571
16	3.8e-05	-0.0612349	-0.093068
17	3.85e-05	-0.0643335	-0.0885126
18	3.9e-05	-0.0671837	-0.0838885
19	3.95e-05	-0.0697663	-0.079218
20	4e-05	-0.0720742	-0.0745063
21	4.05e-05	-0.0741157	-0.0697749
22	4.1e-05	-0.0758925	-0.0650522
23	4.15e-05	-0.0774178	-0.0603475
24	4.2e-05	-0.0786928	-0.0556567
25	4.25e-05	-0.0797364	-0.0509941
26	4.3e-05	-0.0805472	-0.0463816
27	4.35e-05	-0.0811402	-0.0418066
28	4.4e-05	-0.0815024	-0.0373022
29	4.45e-05	-0.0816541	-0.0328496
30	4.5e-05	-0.081602	-0.0284745
31	4.55e-05	-0.0813395	-0.0241996
32	4.6e-05	-0.0808985	-0.0200165
33	4.65e-05	-0.0802929	-0.0159295
34	4.7e-05	-0.0795039	-0.0119552
35	4.75e-05	-0.0785596	-0.00809448
36	4.8e-05	-0.0774566	-0.00434278
37	4.85e-05	-0.0761751	-0.000730793
38	4.9e-05	-0.0747399	0.00274743
39	4.95e-05	-0.0731758	0.00610733
40	5e-05	-0.0714983	0.00931372
41	5.05e-05	-0.0697217	0.0123855
42	5.1e-05	-0.0678409	0.0153136
43	5.15e-05	-0.0658614	0.0181147
44	5.2e-05	-0.0637913	0.0207745
45	5.25e-05	-0.0616352	0.0232877
46	5.3e-05	-0.0593946	0.025667
47	5.35e-05	-0.0570805	0.0278979
48	5.4e-05	-0.0547087	0.0299749
49	5.45e-05	-0.0522947	0.03191
50	5.5e-05	-0.0498241	0.033692
51	5.55e-05	-0.0473261	0.0353157
52	5.6e-05	-0.0448132	0.0368093
53	5.65e-05	-0.0422739	0.0381698
54	5.7e-05	-0.0397253	0.0393911
55	5.75e-05	-0.0371626	0.0404687
56	5.8e-05	-0.0345922	0.041422
57	5.85e-05	-0.032023	0.0422477
58	5.9e-05	-0.0294701	0.0429239
59	5.95e-05	-0.0269367	0.0434558
60	6e-05	-0.0244302	0.0438529
61	6.05e-05	-0.0219632	0.0441363
62	6.1e-05	-0.0195223	0.0443106
63	6.15e-05	-0.0171199	0.0443466
64	6.2e-05	-0.0147654	0.0442889
65	6.25e-05	-0.0124677	0.0441384
66	6.3e-05	-0.0102079	0.0438838
67	6.35e-05	-0.0080039	0.0435222
68	6.4e-05	-0.00584856	0.0430651
69	6.45e-05	-0.00376822	0.0425018
70	6.5e-05	-0.00175457	0.0418623
71	6.55e-05	0.000199075	0.0411246
72	6.6e-05	0.00206441	0.0403218
73	6.65e-05	0.00386212	0.0394563
74	6.7e-05	0.00559109	0.0385311
75	6.75e-05	0.00723978	0.0375521
76	6.8e-05	0.00881375	0.036517
77	6.85e-05	0.0102993	0.0354351
78	6.9e-05	0.011707	0.0343087
79	6.95e-05	0.0130445	0.0331303
80	7e-05	0.0143154	0.0319134
