# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -5.735754941519660642e+05 2.421144109591813958e+03 -4.031564272063756653e+04 2.421144109591813958e+03 -7.668968237129235588e-01 3.237181062176402915e-03 -5.390386908721458981e-02 3.237181062176402915e-03
1.599999999999999928e-05 -5.640846011550212279e+05 2.430172214580388300e+03 -4.235211207237018971e+04 2.430172214580388300e+03 -7.542070631360398014e-01 3.249252053894975071e-03 -5.662672230070750490e-02 3.249252053894975071e-03
2.599999999999999840e-05 -5.483095475672378670e+05 2.372882312893090784e+03 -4.696738492157016299e+04 2.372882312893090784e+03 -7.331150907388248594e-01 3.172652819648099157e-03 -6.279755443127651993e-02 3.172652819648099157e-03
4.300000000000000165e-05 -5.259853960881413659e+05 2.492903526507470815e+03 -4.805142589789646445e+04 2.492903526507470815e+03 -7.032666731617842615e-01 3.333126703971078537e-03 -6.424696708923613442e-02 3.333126703971078537e-03
6.999999999999999387e-05 -4.901673750688533764e+05 2.495377829582521372e+03 -4.869395194549371081e+04 2.495377829582521372e+03 -6.553763312077798275e-01 3.336434961015715458e-03 -6.510605397505868364e-02 3.336434961015715458e-03
1.129999999999999955e-04 -4.428052827503095614e+05 2.399189178246690972e+03 -4.424005633493713685e+04 2.399189178246690972e+03 -5.920510348277602253e-01 3.207826308904902085e-03 -5.915099063691021258e-02 3.207826308904902085e-03
1.830000000000000029e-04 -3.737434019067789777e+05 2.348265811518312148e+03 -3.880066500097539392e+04 2.348265811518312148e+03 -4.997121228649146762e-01 3.139739424798212563e-03 -5.187827417765078497e-02 3.139739424798212563e-03
2.979999999999999793e-04 -2.819734374305658275e+05 2.395121645072088995e+03 -2.891151175640565634e+04 2.395121645072088995e+03 -3.770114583724226698e-01 3.202387829918694213e-03 -3.865602132724997586e-02 3.202387829918694213e-03
4.829999999999999767e-04 -1.644444855574279791e+05 2.441434714469334722e+03 -1.921526868541953809e+04 2.441434714469334722e+03 -2.198698426569885844e-01 3.264310534391374769e-03 -2.569169825399545554e-02 3.264310534391374769e-03
7.849999999999999990e-04 -2.417664798461439204e+04 2.387713155301024017e+03 -5.298067730601493167e+03 2.387713155301024017e+03 -3.232529063125190449e-02 3.192482338258281586e-03 -7.083760299804110934e-03 3.192482338258281586e-03
1.299999999999999920e-05 -5.645691860316088423e+05 2.355737785375702970e+03 -6.054154393890692154e+04 2.355737785375702970e+03 -7.548549754099486142e-01 3.149729797602704787e-03 -8.094682953299769945e-02 3.149729797602704787e-03
2.099999999999999884e-05 -5.512595844174813246e+05 2.227097676514988962e+03 -5.953364060861574399e+04 2.227097676514988962e+03 -7.370594257276003036e-01 2.977732053812715430e-03 -7.959921641059120034e-02 2.977732053812715430e-03
3.399999999999999973e-05 -5.334430268972809426e+05 2.245771447401249588e+03 -5.923099773426712636e+04 2.245771447401249588e+03 -7.132378686508954457e-01 3.002699744596976691e-03 -7.919456896413698543e-02 3.002699744596976691e-03
5.500000000000000196e-05 -5.090035242308839224e+05 2.349366086265638842e+03 -5.720590287496550445e+04 2.349366086265638842e+03 -6.805611292171537263e-01 3.141210542754853830e-03 -7.648692397032155754e-02 3.141210542754853830e-03
8.899999999999999491e-05 -4.673754782444300363e+05 2.328312941620681613e+03 -5.333323317698214669e+04 2.328312941620681613e+03 -6.249025165848490770e-01 3.113061519789258377e-03 -7.130898641728193599e-02 3.113061519789258377e-03
1.440000000000000036e-04 -4.103212164300642326e+05 2.342750126732343233e+03 -4.726436181915974157e+04 2.342750126732343233e+03 -5.486183436889791043e-01 3.132364700483647110e-03 -6.319462620613380821e-02 3.132364700483647110e-03
2.339999999999999958e-04 -3.304259970672756317e+05 2.341346053444664904e+03 -3.700174925793066359e+04 2.341346053444664904e+03 -4.417947597250932446e-01 3.130487389901937933e-03 -4.947304106791359374e-02 3.130487389901937933e-03
3.789999999999999966e-04 -2.260752935794337827e+05 2.393418240175839401e+03 -2.738809913726830928e+04 2.393418240175839401e+03 -3.022730683819961350e-01 3.200110299205213490e-03 -3.661914856903014659e-02 3.200110299205213490e-03
6.160000000000000111e-04 -9.456856176459690323e+04 2.355925607443236913e+03 -1.141115146317936706e+04 2.355925607443236913e+03 -1.264425178199015398e-01 3.149980924347978075e-03 -1.525723449004387673e-02 3.149980924347978075e-03
1.000000000000000021e-03 5.588924661649482005e+04 2.387321169262485910e+03 6.138820187187626289e+03 2.387321169262485910e+03 7.472649397838856955e-02 3.191958234890966001e-03 8.207885014089611256e-03 3.191958234890966001e-03
2.000000000000000042e-03 2.850875426801924477e+05 2.290876625569455882e+03 3.344542985714898532e+04 2.290876625569455882e+03 3.811751603593378501e-01 3.063007442925940252e-03 4.471807841630923153e-02 3.063007442925940252e-03
4.000000000000000083e-03 4.955039377397513017e+05 2.295463409340988619e+03 5.837568732452460245e+04 2.295463409340988619e+03 6.625115610137664035e-01 3.069140183848993904e-03 7.805097959672521735e-02 3.069140183848993904e-03
8.000000000000000167e-03 6.429383795325879473e+05 2.292405541478483883e+03 7.586073345585307106e+04 2.292405541478483883e+03 8.596381925899365672e-01 3.065051673835929389e-03 1.014292906949274681e-01 3.065051673835929389e-03
1.600000000000000033e-02 7.202553363590568770e+05 2.382680721897413150e+03 8.606215987640479580e+04 2.382680721897413150e+03 9.630145209266882667e-01 3.185753743274490936e-03 1.150690671481199301e-01 3.185753743274490936e-03
3.200000000000000067e-02 7.482777488529952243e+05 2.368299023971404495e+03 9.002180035876861075e+04 2.368299023971404495e+03 1.000481775635936543e+00 3.166524751500074831e-03 1.203632886410719582e-01 3.166524751500074831e-03
6.400000000000000133e-02 7.541828752037095837e+05 2.290017320827952517e+03 9.143963872476783581e+04 2.290017320827952517e+03 1.008377201239294862e+00 3.061858512953200082e-03 1.222590037657753786e-01 3.061858512953200082e-03
1.280000000000000027e-01 7.528452738955054665e+05 2.340647106290447027e+03 9.264365225886559347e+04 2.340647106290447027e+03 1.006588766752265940e+00 3.129552865400842421e-03 1.238688252529575179e-01 3.129552865400842421e-03
2.560000000000000053e-01 7.537508102904658299e+05 2.306040271398261211e+03 9.078588396131012996e+04 2.306040271398261211e+03 1.007799510572620960e+00 3.083281935020850892e-03 1.213849035702567886e-01 3.083281935020850892e-03
5.120000000000000107e-01 7.529592693307265872e+05 2.420647733270650861e+03 9.335888073337479727e+04 2.420647733270650861e+03 1.006741183893653968e+00 3.236517384198616884e-03 1.248251186283241138e-01 3.236517384198616884e-03
