# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 8.678308417444472070e+03 2.461353865095364199e+03 -3.661330635399164748e+03 2.461353865095364199e+03 -4.112023369305855547e-01 -1.166257768974732212e-01 1.734840064597548970e-01 -1.166257768974732212e-01
1.599999999999999928e-05 3.996354086705983354e+04 2.332519910837500902e+03 -1.569925371305397130e+04 2.332519910837500902e+03 -1.893583473424774510e+00 -1.105212666036985009e-01 7.438742096210215760e-01 -1.105212666036985009e-01
2.599999999999999840e-05 8.279807922760873043e+04 2.446032948621106698e+03 -3.151557967892434681e+04 2.446032948621106698e+03 -3.923202775706643219e+00 -1.158998293561909615e-01 1.493295627480351939e+00 -1.158998293561909615e-01
4.300000000000000165e-05 1.296995126191854506e+05 2.398509718336166316e+03 -5.496291656449605216e+04 2.398509718336166316e+03 -6.145522851038760059e+00 -1.136480468184354747e-01 2.604295520358668625e+00 -1.136480468184354747e-01
6.999999999999999387e-05 1.741840813714261167e+05 2.462011776879543504e+03 -7.482531963127460040e+04 2.462011776879543504e+03 -8.253325172456740688e+00 -1.166569505836497628e-01 3.545431299965089433e+00 -1.166569505836497628e-01
1.129999999999999955e-04 2.075762100468361459e+05 2.462205990124024083e+03 -9.114219647167707444e+04 2.462205990124024083e+03 -9.835536899204614159e+00 -1.166661529461554409e-01 4.318570207392607330e+00 -1.166661529461554409e-01
1.830000000000000029e-04 2.269967983180340088e+05 2.498031128987715419e+03 -1.012661975290954579e+05 2.498031128987715419e+03 -1.075573826766841101e+01 -1.183636474477337275e-01 4.798273473703122960e+00 -1.183636474477337275e-01
2.979999999999999793e-04 2.331314501330643543e+05 2.245524653297262375e+03 -1.027538726308383048e+05 2.245524653297262375e+03 -1.104641509560013368e+01 -1.063991898714960888e-01 4.868763648631734497e+00 -1.063991898714960888e-01
4.829999999999999767e-04 2.324705280799041211e+05 2.416374157899564125e+03 -1.053236142286738614e+05 2.416374157899564125e+03 -1.101509877452514807e+01 -1.144945135424871585e-01 4.990525137104954823e+00 -1.144945135424871585e-01
7.849999999999999990e-04 2.325820248678268108e+05 2.340409505190581058e+03 -1.050275254644781817e+05 2.340409505190581058e+03 -1.102038180176371718e+01 -1.108950974794138261e-01 4.976495629749418725e+00 -1.108950974794138261e-01
1.299999999999999920e-05 2.452082176770437945e+04 2.324724323787937010e+03 -1.092346953153964932e+04 2.324724323787937010e+03 -1.161864585737734101e+00 -1.101518900549136176e-01 5.175843013057899178e-01 -1.101518900549136176e-01
2.099999999999999884e-05 6.034968546618367691e+04 2.510778271056277390e+03 -2.858280807990530229e+04 2.510778271056277390e+03 -2.859535580325473614e+00 -1.189676424149144901e-01 1.354332770067247393e+00 -1.189676424149144901e-01
3.399999999999999973e-05 1.056814407248127100e+05 2.463531364875703275e+03 -4.723520969073702145e+04 2.463531364875703275e+03 -5.007479949535015074e+00 -1.167289528800807830e-01 2.238135322685030904e+00 -1.167289528800807830e-01
5.500000000000000196e-05 1.508998612939513405e+05 2.382231939545590649e+03 -6.986986959280978772e+04 2.382231939545590649e+03 -7.150054206629149256e+00 -1.128767604851139833e-01 3.310628324737396877e+00 -1.128767604851139833e-01
8.899999999999999491e-05 1.910845767785933276e+05 2.600449522382878513e+03 -8.867456954570394009e+04 2.600449522382878513e+03 -9.054117547240561947e+00 -1.232165151591544661e-01 4.201647195461695183e+00 -1.232165151591544661e-01
1.440000000000000036e-04 2.173248496575853787e+05 2.461295270767677266e+03 -9.994685554172229604e+04 2.461295270767677266e+03 -1.029745449846580740e+01 -1.166230005356159588e-01 4.735759388892773813e+00 -1.166230005356159588e-01
2.339999999999999958e-04 2.266987412837143056e+05 2.412111211664242092e+03 -1.057586999435959442e+05 2.412111211664242092e+03 -1.074161549821203820e+01 -1.142925233192945561e-01 5.011140705731376599e+00 -1.142925233192945561e-01
3.789999999999999966e-04 2.308212268357380817e+05 2.438761511099960899e+03 -1.083867419073696801e+05 2.438761511099960899e+03 -1.093695030442234106e+01 -1.155552884666865565e-01 5.135664627338397459e+00 -1.155552884666865565e-01
6.160000000000000111e-04 2.302084501602741657e+05 2.470694168066382645e+03 -1.088253225111443899e+05 2.470694168066382645e+03 -1.090791524495604925e+01 -1.170683463735248120e-01 5.156445793497700159e+00 -1.170683463735248120e-01
1.000000000000000021e-03 2.306200879214488086e+05 2.395194960361079666e+03 -1.081854234850667417e+05 2.395194960361079666e+03 -1.092741978446096418e+01 -1.134909843864325973e-01 5.126125601789161657e+00 -1.134909843864325973e-01
