# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 3.382989839328632661e+04 2.255045925954169888e+03 -1.176011817287239319e+04 2.255045925954169888e+03 -2.015305423901182225e-01 -1.343369770990384370e-02 7.005705327277009231e-02 -1.343369770990384370e-02
1.599999999999999928e-05 5.575371313301406917e+04 2.503050533870550225e+03 -1.719643206632048896e+04 2.503050533870550225e+03 -3.321344899513273274e-01 -1.491110395474658755e-02 1.024421132221949721e-01 -1.491110395474658755e-02
2.599999999999999840e-05 8.112644454484581365e+04 2.430522926405830276e+03 -2.411101988867454565e+04 2.430522926405830276e+03 -4.832842292706748810e-01 -1.447904448177095120e-02 1.436335060559276455e-01 -1.447904448177095120e-02
4.300000000000000165e-05 1.136579982574058813e+05 2.396888777673442746e+03 -3.230506987795456735e+04 2.396888777673442746e+03 -6.770803083563448066e-01 -1.427868005388921793e-02 1.924468758010482172e-01 -1.427868005388921793e-02
6.999999999999999387e-05 1.412394596933444263e+05 2.439505689454636922e+03 -3.929390088591528911e+04 2.439505689454636922e+03 -8.413878335660548435e-01 -1.453255635131139173e-02 2.340805481027869450e-01 -1.453255635131139173e-02
1.129999999999999955e-04 1.621483342525128101e+05 2.420164550593699914e+03 -4.527449058250560483e+04 2.420164550593699914e+03 -9.659456073343729576e-01 -1.441733784962470795e-02 2.697079529313450297e-01 -1.441733784962470795e-02
1.830000000000000029e-04 1.686504800251230772e+05 2.445769974047550932e+03 -5.036050430660491111e+04 2.445769974047550932e+03 -1.004680011707098197e+00 -1.456987377559152384e-02 3.000062143244306978e-01 -1.456987377559152384e-02
2.979999999999999793e-04 1.725121832839647541e+05 2.445779722449140081e+03 -5.109535582946607610e+04 2.445779722449140081e+03 -1.027684844392569685e+00 -1.456993184850196785e-02 3.043838516515296466e-01 -1.456993184850196785e-02
4.829999999999999767e-04 1.713153507813781034e+05 2.511277416463105965e+03 -5.112026467833845527e+04 2.511277416463105965e+03 -1.020555106650162580e+00 -1.496011291397499055e-02 3.045322379625142739e-01 -1.496011291397499055e-02
7.849999999999999990e-04 1.713905978057270404e+05 2.461034482794889755e+03 -5.218753176080967387e+04 2.461034482794889755e+03 -1.021003366158778070e+00 -1.466080708823134029e-02 3.108901321395842188e-01 -1.466080708823134029e-02
1.299999999999999920e-05 4.250826308877678821e+04 2.369090771963485167e+03 -1.298072483435874165e+04 2.369090771963485167e+03 -2.532290584131084987e-01 -1.411308253707246364e-02 7.732841778219329276e-02 -1.411308253707246364e-02
2.099999999999999884e-05 6.795778229527072108e+04 2.550339984288428695e+03 -2.143389955207845196e+04 2.550339984288428695e+03 -4.048362358757015556e-01 -1.519281537111717185e-02 1.276854382489933937e-01 -1.519281537111717185e-02
3.399999999999999973e-05 9.935662658997386461e+04 2.475499639949988705e+03 -3.123659885823838704e+04 2.475499639949988705e+03 -5.918845694997296736e-01 -1.474697852550068550e-02 1.860818095620595247e-01 -1.474697852550068550e-02
5.500000000000000196e-05 1.289950767722610617e+05 2.503970852431587900e+03 -4.036894277434664400e+04 2.503970852431587900e+03 -7.684459316238385629e-01 -1.491658645122415257e-02 2.404847581405759882e-01 -1.491658645122415257e-02
8.899999999999999491e-05 1.526937961448864080e+05 2.360061476991579184e+03 -4.722980999923538184e+04 2.360061476991579184e+03 -9.096232923594004260e-01 -1.405929346883660717e-02 2.813561281052227026e-01 -1.405929346883660717e-02
1.440000000000000036e-04 1.649243531565504381e+05 2.397710297153325882e+03 -5.209009466830941528e+04 2.397710297153325882e+03 -9.824828309734173759e-01 -1.428357398719165387e-02 3.103096825658902547e-01 -1.428357398719165387e-02
2.339999999999999958e-04 1.699897870046693715e+05 2.478621105297475424e+03 -5.371077330096022342e+04 2.478621105297475424e+03 -1.012658494494040440e+00 -1.476557363321332958e-02 3.199643448436525484e-01 -1.476557363321332958e-02
3.789999999999999966e-04 1.708432323935450986e+05 2.466637855296402904e+03 -5.383584775161571451e+04 2.466637855296402904e+03 -1.017742615945454565e+00 -1.469418734513651403e-02 3.207094349289585922e-01 -1.469418734513651403e-02
6.160000000000000111e-04 1.715629211433673336e+05 2.588445630367411923e+03 -5.447187824882425048e+04 2.588445630367411923e+03 -1.022029926017084200e+00 -1.541981728029072699e-02 3.244983783537644384e-01 -1.541981728029072699e-02
1.000000000000000021e-03 1.704692982391835831e+05 2.435159591334838296e+03 -5.410549490662004246e+04 2.435159591334838296e+03 -1.015515025662132365e+00 -1.450666589485239549e-02 3.223157695614255469e-01 -1.450666589485239549e-02
