# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -1.483519429843802063e+05 2.497503603418850616e+03 5.571020494361162855e+04 2.497503603418850616e+03 8.722229232107753250e-01 -1.468386493551212743e-02 -3.275435213794569700e-01 -1.468386493551212743e-02
1.599999999999999928e-05 -1.134205227474217390e+05 2.410136680034031997e+03 4.227894913490157342e+04 2.410136680034031997e+03 6.668465401445158314e-01 -1.417019836820156836e-02 -2.485755687649215950e-01 -1.417019836820156836e-02
2.599999999999999840e-05 -5.930438873394184338e+04 2.499657875510245958e+03 2.086921822358259305e+04 2.499657875510245958e+03 3.486752263581283651e-01 -1.469653079928949675e-02 -1.226988346624710013e-01 -1.469653079928949675e-02
4.300000000000000165e-05 1.980827119909519752e+04 2.355576219229862090e+03 -6.858137925347940836e+03 2.355576219229862090e+03 -1.164610847789551429e-01 -1.384941467196544596e-02 4.032185213549566855e-02 -1.384941467196544596e-02
6.999999999999999387e-05 1.126129078117249592e+05 2.487343784446227346e+03 -4.183677395961522416e+04 2.487343784446227346e+03 -6.620982352293838247e-01 -1.462413112397366322e-02 2.459758365591890317e-01 -1.462413112397366322e-02
1.129999999999999955e-04 2.117926673235556809e+05 2.535326589532025537e+03 -7.341343117559401435e+04 2.535326589532025537e+03 -1.245217391099549209e+00 -1.490624203990682621e-02 4.316281691683109267e-01 -1.490624203990682621e-02
1.830000000000000029e-04 2.979362957070334814e+05 2.343926256669096801e+03 -1.030289691666431754e+05 2.343926256669096801e+03 -1.751691697085084876e+00 -1.378091968500651764e-02 6.057502642306750174e-01 -1.378091968500651764e-02
2.979999999999999793e-04 3.602552752987538115e+05 2.412809677311131509e+03 -1.206553932400832418e+05 2.412809677311131509e+03 -2.118090959929427974e+00 -1.418591403361089617e-02 7.093833601093545438e-01 -1.418591403361089617e-02
4.829999999999999767e-04 3.883041700586064835e+05 2.451506342602785026e+03 -1.293511086195509415e+05 2.451506342602785026e+03 -2.283002106275829224e+00 -1.441342786214732871e-02 7.605090962143867817e-01 -1.441342786214732871e-02
7.849999999999999990e-04 3.977665298821246251e+05 2.409982590561394318e+03 -1.301952912658245768e+05 2.409982590561394318e+03 -2.338635264694322036e+00 -1.416929241194945371e-02 7.654723979456902194e-01 -1.416929241194945371e-02
1.299999999999999920e-05 -1.335017340776766359e+05 2.562005212813537582e+03 4.121460935849468660e+04 2.562005212813537582e+03 7.849123537478633894e-01 -1.506309678894297149e-02 -2.423178714783760235e-01 -1.506309678894297149e-02
2.099999999999999884e-05 -8.650152011093507463e+04 2.353469559938109796e+03 2.666875355519069126e+04 2.353469559938109796e+03 5.085785006623023685e-01 -1.383702874368774975e-02 -1.567967208002480628e-01 -1.383702874368774975e-02
3.399999999999999973e-05 -1.848299408701054563e+04 2.426596398783714903e+03 3.722271106399061864e+03 2.426596398783714903e+03 1.086692281068216553e-01 -1.426697191706292195e-02 -2.188478371158396329e-02 -1.426697191706292195e-02
5.500000000000000196e-05 6.561077823916487978e+04 2.451411555754139499e+03 -2.136471819170876552e+04 2.451411555754139499e+03 -3.857531194985676648e-01 -1.441287057074591878e-02 1.256120855573066852e-01 -1.441287057074591878e-02
8.899999999999999491e-05 1.656495935695732769e+05 2.534165001766525620e+03 -5.165292747681577748e+04 2.534165001766525620e+03 -9.739230226808861524e-01 -1.489941258114809049e-02 3.036890956053470148e-01 -1.489941258114809049e-02
1.440000000000000036e-04 2.613274677911599865e+05 2.352250543499045307e+03 -8.218231647787897964e+04 2.352250543499045307e+03 -1.536453134935174880e+00 -1.382986163781415277e-02 4.831841017553501483e-01 -1.382986163781415277e-02
2.339999999999999958e-04 3.390570608665522886e+05 2.294201714080145393e+03 -1.062111962760287424e+05 2.294201714080145393e+03 -1.993457819392465913e+00 -1.348856836813282917e-02 6.244599041304442766e-01 -1.348856836813282917e-02
3.789999999999999966e-04 3.803833542511792039e+05 2.318269959790595294e+03 -1.182287277038112370e+05 2.318269959790595294e+03 -2.236432327823411281e+00 -1.363007561911864195e-02 6.951159817041734357e-01 -1.363007561911864195e-02
6.160000000000000111e-04 3.986901546771846479e+05 2.393113844371292998e+03 -1.220478832456042292e+05 2.393113844371292998e+03 -2.344065639939100443e+00 -1.407011402023550066e-02 7.175703894041793873e-01 -1.407011402023550066e-02
1.000000000000000021e-03 4.008244561999284779e+05 2.373942957269982799e+03 -1.222423796980474872e+05 2.373942957269982799e+03 -2.356614088417303687e+00 -1.395740038230351178e-02 7.187139151369165146e-01 -1.395740038230351178e-02
