# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -6.343276183271663031e+05 4.323585724111818074e-01 9.779324195098532124e-01
1.039255682936713057e-05 -6.334939186093116878e+05 4.317903215429919062e-01 9.773641686416633112e-01
1.080052374516253993e-05 -6.326390066216191044e+05 4.312076123626621404e-01 9.767814594613335455e-01
1.122450568085305802e-05 -6.317623560942570912e+05 4.306100861639553523e-01 9.761839332626267574e-01
1.166513131698196108e-05 -6.308634284099017968e+05 4.299973758245668742e-01 9.755712229232382793e-01
1.212305401337652898e-05 -6.299416723519215593e+05 4.293691056344863810e-01 9.749429527331577860e-01
1.259895277795028468e-05 -6.289965238495270023e+05 4.287248911222922843e-01 9.742987382209636893e-01
1.309353327353609475e-05 -6.280274057199851377e+05 4.280643388794441728e-01 9.736381859781155779e-01
1.360752886424333165e-05 -6.270337274079978233e+05 4.273870463826429655e-01 9.729608934813144261e-01
1.414170170289024019e-05 -6.260148847223682096e+05 4.266926018143423205e-01 9.722664489130137255e-01
1.469684386112447426e-05 -6.249702595700757811e+05 4.259805838814939016e-01 9.715544309801653622e-01
1.527377850390712299e-05 -6.238992196879073745e+05 4.252505616326267002e-01 9.708244087312981607e-01
1.587336111010208536e-05 -6.228011183717971435e+05 4.245020942733647162e-01 9.700759413720361213e-01
1.649648074098020639e-05 -6.216752942040438065e+05 4.237347309804980200e-01 9.693085780791694805e-01
1.714406135851971963e-05 -6.205210707785872510e+05 4.229480107147305934e-01 9.685218578134020539e-01
1.781706319545728901e-05 -6.193377564245505491e+05 4.221414620322466726e-01 9.677153091309180777e-01
1.851648417912153989e-05 -6.181246439282546053e+05 4.213146028952349798e-01 9.668884499939064403e-01
1.924336141115980055e-05 -6.168810102539473446e+05 4.204669404815378209e-01 9.660407875802092814e-01
1.999877270535286910e-05 -6.156061162634951761e+05 4.195979709935922508e-01 9.651718180922637114e-01
2.078383818579755086e-05 -6.142992064353098394e+05 4.187071794668500990e-01 9.642810265655215041e-01
2.159972194782717103e-05 -6.129595085828021402e+05 4.177940395778759197e-01 9.633678866765473803e-01
2.244763378413223854e-05 -6.115862335726808524e+05 4.168580134523387493e-01 9.624318605510101543e-01
2.332883097864158392e-05 -6.101785750434243819e+05 4.158985514731224353e-01 9.614723985717938959e-01
2.424462017082330928e-05 -6.087357091242960887e+05 4.149150920888058369e-01 9.604889391874772420e-01
2.519635929317013366e-05 -6.072567941552806878e+05 4.139070616227710775e-01 9.594809087214425380e-01
2.618545958474232716e-05 -6.057409704083580291e+05 4.128738740832236243e-01 9.584477211818950293e-01
2.721338768375308650e-05 -6.041873598105519777e+05 4.118149309744216779e-01 9.573887780730930830e-01
2.828166780230035161e-05 -6.025950656692209886e+05 4.107296211094341176e-01 9.563034682081055227e-01
2.939188398646884365e-05 -6.009631724000921240e+05 4.096173204247678945e-01 9.551911675234393551e-01
3.054568246515432163e-05 -5.992907452585670399e+05 4.084773917972261970e-01 9.540512388958976020e-01
3.174477409109193257e-05 -5.975768300748610636e+05 4.073091848633783596e-01 9.528830319620498202e-01
3.299093687770942587e-05 -5.958204529935776955e+05 4.061120358420540200e-01 9.516858829407254250e-01
3.428601863556583155e-05 -5.940206202183488058e+05 4.048852673602890140e-01 9.504591144589604745e-01
3.563193971228584164e-05 -5.921763177622141084e+05 4.036281882831841417e-01 9.492020353818555467e-01
3.703069584005140764e-05 -5.902865112044540001e+05 4.023400935481618590e-01 9.479139406468333195e-01
3.848436109487433118e-05 -5.883501454546226887e+05 4.010202640041309330e-01 9.465941111028023380e-01
3.999509097203661132e-05 -5.863661445245834766e+05 3.996679662561054003e-01 9.452418133547768608e-01
4.156512558225988177e-05 -5.843334113093846245e+05 3.982824525158493723e-01 9.438562996145207773e-01
4.319679297334173899e-05 -5.822508273778621806e+05 3.968629604591514815e-01 9.424368075578228865e-01
4.489251258218607721e-05 -5.801172527739073848e+05 3.954087130903685132e-01 9.409825601890399183e-01
4.665479882234468170e-05 -5.779315258293844527e+05 3.939189186149099631e-01 9.394927657135814236e-01
4.848626481239078214e-05 -5.756924629897364648e+05 3.923927703203707873e-01 9.379666174190421923e-01
5.038962625065150348e-05 -5.733988586533769267e+05 3.908294464670602486e-01 9.364032935657317092e-01
5.236770544204655644e-05 -5.710494850260104286e+05 3.892281101887070660e-01 9.348019572873784711e-01
5.442343548300271707e-05 -5.686430919910966186e+05 3.875879094041671524e-01 9.331617565028386130e-01
5.655986461065002122e-05 -5.661784069977247855e+05 3.859079767409989703e-01 9.314818238396703753e-01
5.878016072274911818e-05 -5.636541349672280485e+05 3.841874294718113925e-01 9.297612765704827975e-01
6.108761607505039696e-05 -5.610689582199404249e+05 3.824253694643416357e-01 9.279992165630130962e-01
6.348565216305209716e-05 -5.584215364235535963e+05 3.806208831462546405e-01 9.261947302449260455e-01
6.597782479539533469e-05 -5.557105065646093572e+05 3.787730414857128358e-01 9.243468885843842964e-01
6.856782936641737654e-05 -5.529344829447361408e+05 3.768808999888104139e-01 9.224547470874818744e-01
7.125950633568410445e-05 -5.500920572032983182e+05 3.749434987150115361e-01 9.205173458136829412e-01
7.405684692262442192e-05 -5.471817983682189370e+05 3.729598623117910128e-01 9.185337094104624178e-01
7.696399902471150959e-05 -5.442022529368043179e+05 3.709290000697244016e-01 9.165028471683958067e-01
7.998527336796708482e-05 -5.411519449884778587e+05 3.688499059993276541e-01 9.144237530979990591e-01
8.312514989890631772e-05 -5.380293763314193347e+05 3.667215589310065527e-01 9.122954060296779577e-01
8.638828442740453491e-05 -5.348330266851800261e+05 3.645429226395275335e-01 9.101167697381989941e-01
8.977951553033313987e-05 -5.315613539014380658e+05 3.623129459944847697e-01 9.078867930931562302e-01
9.330387172620360271e-05 -5.282127942251338391e+05 3.600305631382903493e-01 9.056044102369618098e-01
9.696657893145520398e-05 -5.247857625983305043e+05 3.576946936932862697e-01 9.032685407919577303e-01
1.007730682094461807e-04 -5.212786530092126923e+05 3.553042429996220442e-01 9.008780900982934492e-01
1.047289838236358574e-04 -5.176898388887481997e+05 3.528581023856202092e-01 8.984319494842916143e-01
1.088401916069005473e-04 -5.140176735576147912e+05 3.503551494724021498e-01 8.959289965710736103e-01
1.131127876593921339e-04 -5.102604907260943437e+05 3.477942485146164331e-01 8.933680956132878936e-01
1.175531073878369897e-04 -5.064166050497278338e+05 3.451742507791742409e-01 8.907480978778457015e-01
1.221677348996791812e-04 -5.024843127436175710e+05 3.424939949639585479e-01 8.880678420626300085e-01
1.269635127659972894e-04 -4.984618922583594685e+05 3.397523076585404200e-01 8.853261547572118806e-01
1.319475521676705977e-04 -4.943476050206773216e+05 3.369480038489964802e-01 8.825218509476678852e-01
1.371272434398400808e-04 -4.901396962419293122e+05 3.340798874689879239e-01 8.796537345676593844e-01
1.425102670302997709e-04 -4.858363957977431128e+05 3.311467519993210318e-01 8.767205990979924923e-01
1.481046048880673999e-04 -4.814359191821297863e+05 3.281473811182725187e-01 8.737212282169439792e-01
1.539185522990205494e-04 -4.769364685395153938e+05 3.250805494050236777e-01 8.706543965036951382e-01
1.599607301861487752e-04 -4.723362337782093091e+05 3.219450230986020678e-01 8.675188701972734728e-01
1.662400978926611885e-04 -4.676333937689197483e+05 3.187395609147911091e-01 8.643134080134625696e-01
1.727659664669034588e-04 -4.628261176319945371e+05 3.154629149235151364e-01 8.610367620221865970e-01
1.795480124687830279e-04 -4.579125661171522224e+05 3.121138314892663579e-01 8.576876785879378184e-01
1.865962923181746036e-04 -4.528908930795277702e+05 3.086910522771790788e-01 8.542648993758504838e-01
1.939212572065831012e-04 -4.477592470559218200e+05 3.051933153274039578e-01 8.507671624260754184e-01
2.015337685941733013e-04 -4.425157729452053318e+05 3.016193562004735873e-01 8.471932032991450479e-01
2.094451143151468647e-04 -4.371586137968710391e+05 2.979679091963819970e-01 8.435417562950534576e-01
2.176670253153459040e-04 -4.316859127117708558e+05 2.942377086501294925e-01 8.398115557488009530e-01
2.262116930469026423e-04 -4.260958148591016652e+05 2.904274903065033331e-01 8.360013374051747936e-01
2.350917875457286799e-04 -4.203864696137259016e+05 2.865359927768780790e-01 8.321098398755495396e-01
2.443204762186486812e-04 -4.145560328179154312e+05 2.825619590808234327e-01 8.281358061794948933e-01
2.539114433680347252e-04 -4.086026691716093337e+05 2.785041382753072337e-01 8.240779853739786942e-01
2.638789104828934487e-04 -4.025245547552400967e+05 2.743612871742570625e-01 8.199351342729285230e-01
2.742376573264949761e-04 -3.963198796891594538e+05 2.701321721612287563e-01 8.157060192599001613e-01
2.850030438518105108e-04 -3.899868509336310672e+05 2.658155710978852282e-01 8.113894181965566332e-01
2.961910329772553230e-04 -3.835236952332820510e+05 2.614102753309384686e-01 8.069841224296099291e-01
3.078182142565080021e-04 -3.769286622098161606e+05 2.569150918001472106e-01 8.024889388988186711e-01
3.199018284775064186e-04 -3.702000276066587539e+05 2.523288452498714807e-01 7.979026923485429412e-01
3.324597932270938281e-04 -3.633360966890727868e+05 2.476503805465959940e-01 7.932242276452674545e-01
3.455107294592218038e-04 -3.563352078031044221e+05 2.428785651047127570e-01 7.884524122033841342e-01
3.590739891061055147e-04 -3.491957360965249827e+05 2.380122914227198738e-01 7.835861385213912511e-01
3.731696837732751608e-04 -3.419160974046889460e+05 2.330504797318278531e-01 7.786243268304993137e-01
3.878187145610719399e-04 -3.344947523039859952e+05 2.279920807587979270e-01 7.735659278574693598e-01
4.030428030568050765e-04 -3.269302103352415143e+05 2.228360786046177933e-01 7.684099257032892538e-01
4.188645235435270735e-04 -3.192210343991006957e+05 2.175814937404011995e-01 7.631553408390726601e-01
4.353073364731892205e-04 -3.113658453250358580e+05 2.122273861216298074e-01 7.578012332203012402e-01
4.523956232538053576e-04 -3.033633266152093420e+05 2.067728584215765275e-01 7.523467055202479603e-01
4.701547224022129445e-04 -2.952122293639486888e+05 2.012170593844264666e-01 7.467909064830978716e-01
4.886109671160326559e-04 -2.869113773530767066e+05 1.955591872982609947e-01 7.411330343969324552e-01
5.077917243205403450e-04 -2.784596723227790790e+05 1.897984935876882440e-01 7.353723406863597045e-01
5.277254352483537903e-04 -2.698560994170635240e+05 1.839342865254756099e-01 7.295081336241470149e-01
5.484416576121014814e-04 -2.610997328021990834e+05 1.779659350620854674e-01 7.235397821607568725e-01
5.699711094326075696e-04 -2.521897414557902375e+05 1.718928727715162141e-01 7.174667198701876192e-01
5.923457145875806037e-04 -2.431253951233437983e+05 1.657146019113063251e-01 7.112884490099777857e-01
6.155986501483508158e-04 -2.339060704383281991e+05 1.594306975939751014e-01 7.050045446926465065e-01
6.397643955748423279e-04 -2.245312572008164134e+05 1.530408120665543437e-01 6.986146591652258042e-01
6.648787838417262669e-04 -2.150005648087998852e+05 1.465446790941806465e-01 6.921185261928520793e-01
6.909790545715644838e-04 -2.053137288352112519e+05 1.399421184430031939e-01 6.855159655416745990e-01
