# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -4.648031607097082888e+05 2.251368603225013885e+03 2.641074927875281719e+04 2.251368603225013885e+03 -7.397986510358536272e-01 3.583365167111160227e-03 4.203636795290703609e-02 3.583365167111160227e-03
1.599999999999999928e-05 -4.544377651736036059e+05 2.270648817419700208e+03 2.487878527783698519e+04 2.270648817419700208e+03 -7.233006874175457179e-01 3.614052300200213189e-03 3.959803491837577544e-02 3.614052300200213189e-03
2.599999999999999840e-05 -4.376506609567074338e+05 2.275652587400817993e+03 2.184127312789164353e+04 2.275652587400817993e+03 -6.965816843980839890e-01 3.622016493637436087e-03 3.476341333877333573e-02 3.622016493637436087e-03
4.300000000000000165e-05 -4.103548463699695421e+05 2.453761137427577069e+03 1.720197435583271363e+04 2.453761137427577069e+03 -6.531366123392792211e-01 3.905500936485365501e-03 2.737932634573107121e-02 3.905500936485365501e-03
6.999999999999999387e-05 -3.720439145371256163e+05 2.311675616025616819e+03 1.381854775264140335e+04 2.311675616025616819e+03 -5.921594545106008134e-01 3.679352136411810550e-03 2.199413397075273419e-02 3.679352136411810550e-03
1.129999999999999955e-04 -3.161263598265589681e+05 2.339573338561492619e+03 8.347580648848628698e+03 2.339573338561492619e+03 -5.031589161301467383e-01 3.723755228394877697e-03 1.328633156022818694e-02 3.723755228394877697e-03
1.830000000000000029e-04 -2.403398867568402202e+05 2.323884457194785227e+03 6.819801246313989395e+03 2.323884457194785227e+03 -3.825342403897006860e-01 3.698784199252929793e-03 1.085465889399736712e-02 3.698784199252929793e-03
2.979999999999999793e-04 -1.367601898311655968e+05 2.370901955346463637e+03 5.209175282475615859e+03 2.370901955346463637e+03 -2.176727967985832846e-01 3.773619064090297497e-03 8.291124443087893175e-03 3.773619064090297497e-03
4.829999999999999767e-04 -8.192274964602524051e+03 2.279002108898740062e+03 9.910260361598690224e+02 2.279002108898740062e+03 -1.303914103870067696e-02 3.627347721338200059e-03 1.577355290727838625e-03 3.627347721338200059e-03
7.849999999999999990e-04 1.377555899664280878e+05 2.459041620826485087e+03 -8.484380362385381886e+02 2.459041620826485087e+03 2.192571140742741176e-01 3.913905557678913974e-03 -1.350406726448211874e-03 3.913905557678913974e-03
