# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 1.305462798507660336e+05 4.374711860201327962e-01 9.999999999999927836e-01
1.015521127634569068e-05 1.305462798507659754e+05 4.374711860201325742e-01 9.999999999999925615e-01
1.031283160672184683e-05 1.305462798507659172e+05 4.374711860201324076e-01 9.999999999999923395e-01
1.047289838236359523e-05 1.305462798507658590e+05 4.374711860201321856e-01 9.999999999999922284e-01
1.063544957486011146e-05 1.305462798507658008e+05 4.374711860201320190e-01 9.999999999999920064e-01
1.080052374516253993e-05 1.305462798507657426e+05 4.374711860201317970e-01 9.999999999999917843e-01
1.096816005273138056e-05 1.305462798507656844e+05 4.374711860201316305e-01 9.999999999999915623e-01
1.113839826482620568e-05 1.305462798507656262e+05 4.374711860201314084e-01 9.999999999999914513e-01
1.131127876593921339e-05 1.305462798507655098e+05 4.374711860201310198e-01 9.999999999999910072e-01
1.148684256737554795e-05 1.305462798507654516e+05 4.374711860201308533e-01 9.999999999999907851e-01
1.166513131698196108e-05 1.305462798507653933e+05 4.374711860201306313e-01 9.999999999999906741e-01
1.184618730902684818e-05 1.305462798507652769e+05 4.374711860201302427e-01 9.999999999999902300e-01
1.203005349423324184e-05 1.305462798507652187e+05 4.374711860201300762e-01 9.999999999999900080e-01
1.221677348996793032e-05 1.305462798507651605e+05 4.374711860201298541e-01 9.999999999999898970e-01
1.240639159058831744e-05 1.305462798507650441e+05 4.374711860201294655e-01 9.999999999999894529e-01
1.259895277795028468e-05 1.305462798507649859e+05 4.374711860201292990e-01 9.999999999999892308e-01
1.279450273207873449e-05 1.305462798507649277e+05 4.374711860201290770e-01 9.999999999999891198e-01
1.299308784200417238e-05 1.305462798507648695e+05 4.374711860201289104e-01 9.999999999999888978e-01
1.319475521676705910e-05 1.305462798507647531e+05 4.374711860201285218e-01 9.999999999999884537e-01
1.339955269659339733e-05 1.305462798507646366e+05 4.374711860201281333e-01 9.999999999999881206e-01
