# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.015521127634569068e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.031283160672184683e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.047289838236359523e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.063544957486011146e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.080052374516253993e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.096816005273138056e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.113839826482620568e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.131127876593921339e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.148684256737554795e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.166513131698196108e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.184618730902684818e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.203005349423324184e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.221677348996793032e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.240639159058831744e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.259895277795028468e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.279450273207873449e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.299308784200417238e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.319475521676705910e-05 -8.810654390719137155e+03 -4.507192058816840430e-02 1.000000000000000000e+00
1.339955269659339733e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.360752886424333165e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.381873305653633617e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.403321537605484669e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.425102670302999301e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.447221870741134408e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.469684386112447426e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.492495545051829036e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.515660758900604291e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.539185522990205290e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.563075417945817392e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.587336111010208536e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.611973357388158737e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.636993001611702035e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.662400978926613715e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.688203316700362703e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.714406135851971963e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
1.741015652304015246e-05 -8.810654390719166258e+03 -4.507192058816855001e-02 9.999999999999998890e-01
