# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -4.733189136311265174e+05 4.167489955373514521e-01 9.699414405215275314e-01
1.039255682936713057e-05 -4.723276408995920792e+05 4.158761972965177578e-01 9.690686422806938927e-01
1.080052374516253993e-05 -4.713080599370046984e+05 4.149784741551212908e-01 9.681709191392974256e-01
1.122450568085305802e-05 -4.702593905907620210e+05 4.140551392024892641e-01 9.672475841866653434e-01
1.166513131698196108e-05 -4.691808328980195802e+05 4.131054880853783917e-01 9.662979330695545821e-01
1.212305401337652898e-05 -4.680715666856474709e+05 4.121287986557439220e-01 9.653212436399201124e-01
1.259895277795028468e-05 -4.669307511687565129e+05 4.111243306172487344e-01 9.643167756014249248e-01
1.309353327353609475e-05 -4.657575245483187027e+05 4.100913251709754070e-01 9.632837701551515419e-01
1.360752886424333165e-05 -4.645510036084477324e+05 4.090290046608385799e-01 9.622214496450147703e-01
1.414170170289024019e-05 -4.633102833139437716e+05 4.079365722192305199e-01 9.611290172034067103e-01
1.469684386112447426e-05 -4.620344364087712020e+05 4.068132114134874189e-01 9.600056563976635537e-01
1.527377850390712299e-05 -4.607225130161731504e+05 4.056580858937975931e-01 9.588505308779736724e-01
1.587336111010208536e-05 -4.593735402411944233e+05 4.044703390432296541e-01 9.576627840274057890e-01
1.649648074098020639e-05 -4.579865217764365952e+05 4.032490936306069029e-01 9.564415386147829823e-01
1.714406135851971963e-05 -4.565604375119302422e+05 4.019934514670067682e-01 9.551858964511829031e-01
1.781706319545728901e-05 -4.550942431500735693e+05 4.007024930667208995e-01 9.538949380508969789e-01
1.851648417912153989e-05 -4.535868698266567662e+05 3.993752773135736955e-01 9.525677222977497749e-01
1.924336141115980055e-05 -4.520372237390612718e+05 3.980108411335584462e-01 9.512032861177346366e-01
1.999877270535286910e-05 -4.504441857827943750e+05 3.966081991748124369e-01 9.498006441589885718e-01
2.078383818579755086e-05 -4.488066111976082902e+05 3.951663434960308030e-01 9.483587884802069379e-01
2.159972194782717103e-05 -4.471233292245205957e+05 3.936842432644792611e-01 9.468766882486553405e-01
2.244763378413223854e-05 -4.453931427751565352e+05 3.921608444648556069e-01 9.453532894490317418e-01
2.332883097864158392e-05 -4.436148281149091199e+05 3.905950696203180916e-01 9.437875146044941710e-01
2.424462017082330928e-05 -4.417871345615177415e+05 3.889858175270887175e-01 9.421782625112647969e-01
2.519635929317013366e-05 -4.399087842007658910e+05 3.873319630041303641e-01 9.405244079883064989e-01
2.618545958474232716e-05 -4.379784716210900806e+05 3.856323566594746510e-01 9.388248016436507859e-01
2.721338768375308650e-05 -4.359948636690219864e+05 3.838858246748928504e-01 9.370782696590690408e-01
2.828166780230035161e-05 -4.339565992274773307e+05 3.820911686106832073e-01 9.352836135948593421e-01
2.939188398646884365e-05 -4.318622890190363396e+05 3.802471652324627693e-01 9.334396102166389042e-01
3.054568246515432163e-05 -4.297105154364830814e+05 3.783525663619605739e-01 9.315450113461366533e-01
3.174477409109193257e-05 -4.274998324029888026e+05 3.764060987539109560e-01 9.295985437380871463e-01
3.299093687770942587e-05 -4.252287652644710615e+05 3.744064640012782497e-01 9.275989089854543845e-01
3.428601863556583155e-05 -4.228958107167871203e+05 3.723523384711514561e-01 9.255447834553276465e-01
3.563193971228584164e-05 -4.204994367705653422e+05 3.702423732737790685e-01 9.234348182579551478e-01
3.703069584005140764e-05 -4.180380827566352673e+05 3.680751942673499699e-01 9.212676392515261048e-01
3.848436109487433118e-05 -4.155101593751505716e+05 3.658494021012457242e-01 9.190418470854219146e-01
3.999509097203661132e-05 -4.129140487916771090e+05 3.635635723006440112e-01 9.167560172848201461e-01
4.156512558225988177e-05 -4.102481047836645739e+05 3.612162553954845756e-01 9.144087003796607105e-01
4.319679297334173899e-05 -4.075106529408990173e+05 3.588059770969640461e-01 9.119984220811402365e-01
4.489251258218607721e-05 -4.046999909236932872e+05 3.563312385248681435e-01 9.095236835090443339e-01
4.665479882234468170e-05 -4.018143887827575672e+05 3.537905164892121146e-01 9.069829614733881940e-01
4.848626481239078214e-05 -3.988520893448635470e+05 3.511822638298110477e-01 9.043747088139871826e-01
5.038962625065150348e-05 -3.958113086686071474e+05 3.485049098175713733e-01 9.016973548017475082e-01
5.236770544204655644e-05 -3.926902365747502772e+05 3.457568606214468931e-01 8.989493056056230280e-01
5.442343548300271707e-05 -3.894870372558184899e+05 3.429364998451794877e-01 8.961289448293555671e-01
5.655986461065002122e-05 -3.861998499698222149e+05 3.400421891381077977e-01 8.932346341222838770e-01
5.878016072274911818e-05 -3.828267898231534055e+05 3.370722688844945414e-01 8.902647138686706763e-01
6.108761607505039696e-05 -3.793659486479174811e+05 3.340250589760016542e-01 8.872175039601777335e-01
6.348565216305209716e-05 -3.758153959791372763e+05 3.308988596721010311e-01 8.840913046562771660e-01
6.597782479539533469e-05 -3.721731801374711795e+05 3.276919525533892874e-01 8.808843975375654223e-01
6.856782936641737654e-05 -3.684373294232761255e+05 3.244026015729388202e-01 8.775950465571149550e-01
7.125950633568410445e-05 -3.646058534280277090e+05 3.210290542109805467e-01 8.742214991951566816e-01
7.405684692262442192e-05 -3.606767444693051511e+05 3.175695427383826708e-01 8.707619877225588612e-01
7.696399902471150959e-05 -3.566479791557185818e+05 3.140222855945419833e-01 8.672147305787181182e-01
7.998527336796708482e-05 -3.525175200883327052e+05 3.103854888854573613e-01 8.635779338696334406e-01
8.312514989890631772e-05 -3.482833177053079708e+05 3.066573480079038405e-01 8.598497929920799754e-01
8.638828442740453491e-05 -3.439433122766254237e+05 3.028360494057531493e-01 8.560284943899292287e-01
8.977951553033313987e-05 -3.394954360559107736e+05 2.989197724646167620e-01 8.521122174487929524e-01
9.330387172620360271e-05 -3.349376155964988284e+05 2.949066915511001086e-01 8.480991365352762434e-01
9.696657893145520398e-05 -3.302677742389873601e+05 2.907949782030500030e-01 8.439874231872260824e-01
1.007730682094461807e-04 -3.254838347776230657e+05 2.865828034772607280e-01 8.397752484614368074e-01
1.047289838236358574e-04 -3.205837223129330669e+05 2.822683404611660007e-01 8.354607854453421911e-01
1.088401916069005473e-04 -3.155653672980571864e+05 2.778497669550811788e-01 8.310422119392573137e-01
1.131127876593921339e-04 -3.104267087862559129e+05 2.733252683315767761e-01 8.265177133157528555e-01
1.175531073878369897e-04 -3.051656978870544117e+05 2.686930405785527554e-01 8.218854855627288902e-01
1.221677348996791812e-04 -2.997803014384305570e+05 2.639512935325356580e-01 8.171437385167117373e-01
1.269635127659972894e-04 -2.942685059023691574e+05 2.590982543086456924e-01 8.122906992928218273e-01
1.319475521676705977e-04 -2.886283214909760281e+05 2.541321709335676582e-01 8.073246159177438486e-01
1.371272434398400808e-04 -2.828577865301589482e+05 2.490513161876956871e-01 8.022437611718717942e-01
1.425102670302997709e-04 -2.769549720676580910e+05 2.438539916624227755e-01 7.970464366465989103e-01
1.481046048880673999e-04 -2.709179867319205077e+05 2.385385320382948371e-01 7.917309770224709720e-01
1.539185522990205494e-04 -2.647449818479591049e+05 2.331033095894345097e-01 7.862957545736106724e-01
1.599607301861487752e-04 -2.584341568159223534e+05 2.275467389192775136e-01 7.807391839034536485e-01
1.662400978926611885e-04 -2.519837647576091113e+05 2.218672819322297651e-01 7.750597269164059000e-01
1.727659664669034588e-04 -2.453921184355921578e+05 2.160634530453517665e-01 7.692558980295278737e-01
1.795480124687830279e-04 -2.386575964489597827e+05 2.101338246436003643e-01 7.633262696277764991e-01
1.865962923181746036e-04 -2.317786497089380864e+05 2.040770327815004392e-01 7.572694777656765464e-01
