# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -3.018766599567179219e+05 2.231988872277610881e+03 4.721412878319490119e+04 2.231988872277610881e+03 -6.908531625534585219e-01 5.107968835411782343e-03 1.080508516019527271e-01 5.107968835411782343e-03
1.599999999999999928e-05 -2.921949463304999517e+05 2.415049993075237580e+03 4.368977167445780651e+04 2.415049993075237580e+03 -6.686962906754916336e-01 5.526909320117534899e-03 9.998526198370306928e-02 5.526909320117534899e-03
2.599999999999999840e-05 -2.751196203330972348e+05 2.338208577524481370e+03 4.189376471388607752e+04 2.338208577524481370e+03 -6.296189305091630661e-01 5.351055595765557074e-03 9.587504992273451765e-02 5.351055595765557074e-03
4.300000000000000165e-05 -2.508703422936830320e+05 2.345447761740796977e+03 3.852585950631497690e+04 2.345447761740796977e+03 -5.741237808491350680e-01 5.367622670910968119e-03 8.816750484732406579e-02 5.367622670910968119e-03
6.999999999999999387e-05 -2.134333498043742147e+05 2.337839232633503343e+03 2.974907735079621489e+04 2.337839232633503343e+03 -4.884481785636278772e-01 5.350210339673079803e-03 6.808159389928238048e-02 5.350210339673079803e-03
1.129999999999999955e-04 -1.603181113345453923e+05 2.474932494168857829e+03 2.317197279763441838e+04 2.474932494168857829e+03 -3.668924727269343156e-01 5.663952095362464328e-03 5.302970654353895974e-02 5.663952095362464328e-03
1.830000000000000029e-04 -8.418989293897419702e+04 2.583868621336560409e+03 1.332709192449969851e+04 2.583868621336560409e+03 -1.926709199719733590e-01 5.913255463105181881e-03 3.049942186653765638e-02 5.913255463105181881e-03
2.979999999999999793e-04 1.218115105536546980e+04 2.388196033412667475e+03 -5.744569752111318621e+02 2.388196033412667475e+03 2.787690420103099143e-02 5.465453283858787495e-03 -1.314660822510774598e-03 5.465453283858787495e-03
4.829999999999999767e-04 1.217079007836666278e+05 2.328967257981671992e+03 -1.545083321420439461e+04 2.328967257981671992e+03 2.785319281596466690e-01 5.329906578040131092e-03 -3.535966308773114825e-02 5.329906578040131092e-03
7.849999999999999990e-04 2.341553471434015373e+05 2.348897326841766699e+03 -2.949333425442298176e+04 2.348897326841766699e+03 5.358710478843098368e-01 5.375517096931782708e-03 -6.749631868470967744e-02 5.375517096931782708e-03
1.299999999999999920e-05 -2.976395683699626243e+05 2.391879298112058223e+03 4.282476988405629527e+04 2.391879298112058223e+03 -6.811564601878028480e-01 5.473882537933814039e-03 9.800568124169085904e-02 5.473882537933814039e-03
2.099999999999999884e-05 -2.839932246744138538e+05 2.365474029671629523e+03 4.030609643500464153e+04 2.365474029671629523e+03 -6.499264217319877801e-01 5.413453344061194827e-03 9.224162675014374591e-02 5.413453344061194827e-03
3.399999999999999973e-05 -2.640115543707781471e+05 2.337645661218847636e+03 3.780225871526317496e+04 2.337645661218847636e+03 -6.041978114964482449e-01 5.349767346087506807e-03 8.651152423923069712e-02 5.349767346087506807e-03
5.500000000000000196e-05 -2.336990456234740559e+05 2.315851531204314142e+03 3.238893976155129712e+04 2.315851531204314142e+03 -5.348267891192729495e-01 5.299890871212634830e-03 7.412299271241895582e-02 5.299890871212634830e-03
8.899999999999999491e-05 -1.874473264613821812e+05 2.330422645992992329e+03 2.696504143553322865e+04 2.330422645992992329e+03 -4.289784387988245240e-01 5.333237274128086770e-03 6.171024999678388634e-02 5.333237274128086770e-03
1.440000000000000036e-04 -1.243021097476706491e+05 2.439341987062618500e+03 1.649685773164233615e+04 2.439341987062618500e+03 -2.844688477855749631e-01 5.582502226416809384e-03 3.775351939342919821e-02 5.582502226416809384e-03
2.339999999999999958e-04 -3.827722125729472464e+04 2.525924393920809507e+03 7.012726695095549985e+03 2.525924393920809507e+03 -8.759848927423530274e-02 5.780648481274828360e-03 1.604882078702093290e-02 5.780648481274828360e-03
3.789999999999999966e-04 6.442302437002320221e+04 2.305660407328165093e+03 -8.170648190896310552e+03 2.305660407328165093e+03 1.474338895019916551e-01 5.276568199758600863e-03 -1.869875645106757259e-02 5.276568199758600863e-03
6.160000000000000111e-04 1.790162804817694705e+05 2.493207462920810030e+03 -1.908288436721390099e+04 2.493207462920810030e+03 4.096837547398310964e-01 5.705774871458045745e-03 -4.367171353234754888e-02 5.705774871458045745e-03
1.000000000000000021e-03 2.833352272764007794e+05 2.406270799810154585e+03 -3.413289174989918683e+04 2.406270799810154585e+03 6.484205763200421302e-01 5.506817891277954007e-03 -7.811407551644981850e-02 5.506817891277954007e-03
2.000000000000000042e-03 3.866396766711934470e+05 2.424622652404867040e+03 -4.443726987760462362e+04 2.424622652404867040e+03 8.848356922831933646e-01 5.548816618193740807e-03 -1.016959324864211284e-01 5.548816618193740807e-03
4.000000000000000083e-03 4.297282484012682107e+05 2.460451161388085438e+03 -4.944236092894431204e+04 2.460451161388085438e+03 9.834450914129628796e-01 5.630811161078177161e-03 -1.131502230638437301e-01 5.630811161078177161e-03
8.000000000000000167e-03 4.376834030371233239e+05 2.288894204813294436e+03 -5.106509112821752205e+04 2.288894204813294436e+03 1.001650684848276018e+00 5.238198277310568939e-03 -1.168638864199297300e-01 5.238198277310568939e-03
1.600000000000000033e-02 4.392909686919262749e+05 2.356604936745317445e+03 -4.944788294264036813e+04 2.356604936745317445e+03 1.005329643721056154e+00 5.393156177337534926e-03 -1.131628603463223776e-01 5.393156177337534926e-03
3.200000000000000067e-02 4.388914937764492352e+05 2.311452424226331914e+03 -4.874251342110956466e+04 2.311452424226331914e+03 1.004415434226497483e+00 5.289823392101842235e-03 -1.115486025074147736e-01 5.289823392101842235e-03
