# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -9.915033258362846391e+04 2.357977611855994382e+03 1.070473749028282509e+04 2.357977611855994382e+03 -5.059395745892936169e-01 1.203217537195115129e-02 5.462362244075848194e-02 1.203217537195115129e-02
1.599999999999999928e-05 -8.738837166376084497e+04 2.287139737309440079e+03 6.738312403443680523e+03 2.287139737309440079e+03 -4.459212030007316252e-01 1.167070725400344393e-02 3.438393822806978806e-02 1.167070725400344393e-02
2.599999999999999840e-05 -7.222014392745863006e+04 2.385289623252121146e+03 5.117747292233222652e+03 2.385289623252121146e+03 -3.685214960284383112e-01 1.217154179732627024e-02 2.611459609279739164e-02 1.217154179732627024e-02
4.300000000000000165e-05 -4.619380116301924863e+04 2.439497390222585636e+03 2.870662160798839068e+03 2.439497390222585636e+03 -2.357155190515154985e-01 1.244815059777925823e-02 1.464827756577754235e-02 1.244815059777925823e-02
6.999999999999999387e-05 -1.393441982810413901e+04 2.318432630617720861e+03 -3.016632793997502517e+02 2.318432630617720861e+03 -7.110389099333899732e-02 1.183038713318797404e-02 -1.539312953085563091e-03 1.183038713318797404e-02
1.129999999999999955e-04 2.780828678488409059e+04 2.410151357971969446e+03 -3.552907476932174177e+03 2.410151357971969446e+03 1.418987956912252657e-01 1.229840506807831219e-02 -1.812960633206180810e-02 1.229840506807831219e-02
1.830000000000000029e-04 7.995861343147902517e+04 2.458742613895682553e+03 -6.328523946016424816e+03 2.458742613895682553e+03 4.080089880702226779e-01 1.254635420460861392e-02 -3.229288928834507522e-02 1.254635420460861392e-02
2.979999999999999793e-04 1.285850600091213710e+05 2.468973406286228510e+03 -1.033242552843505109e+04 2.468973406286228510e+03 6.561376937861692626e-01 1.259855940266398425e-02 -5.272380677011623273e-02 1.259855940266398425e-02
4.829999999999999767e-04 1.662982605265749444e+05 2.397885523897401072e+03 -1.334006495169381378e+04 2.397885523897401072e+03 8.485788095041385537e-01 1.223581555665699885e-02 -6.807104535893347685e-02 1.223581555665699885e-02
7.849999999999999990e-04 1.884848240827571135e+05 2.516855508014709358e+03 -1.352219078042136425e+04 2.516855508014709358e+03 9.617913447999263399e-01 1.284288990108682985e-02 -6.900038832639573960e-02 1.284288990108682985e-02
1.299999999999999920e-05 -9.512666227981896373e+04 2.389102785796430453e+03 7.617097042264030279e+03 2.389102785796430453e+03 -4.854077822215785432e-01 1.219099942076772893e-02 3.886815844937227538e-02 1.219099942076772893e-02
