# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -6.819345594842490973e+05 2.363121840205862100e+03 8.416047560478260857e+04 2.363121840205862100e+03 -7.879037194092803897e-01 2.730338947367144491e-03 9.723858518977702980e-02 2.730338947367144491e-03
1.599999999999999928e-05 -6.730989399036054965e+05 2.302288665492282234e+03 8.034077742872900853e+04 2.302288665492282234e+03 -7.776950895135619213e-01 2.660052606905745267e-03 9.282532535703058585e-02 2.660052606905745267e-03
2.599999999999999840e-05 -6.636692204599394463e+05 2.348654997811401245e+03 7.266519870437563804e+04 2.348654997811401245e+03 -7.668000396597025592e-01 2.713624031291730476e-03 8.395700076279004331e-02 2.713624031291730476e-03
4.300000000000000165e-05 -6.480783668605799321e+05 2.300122918290398502e+03 6.580486318026775552e+04 2.300122918290398502e+03 -7.487864467586602402e-01 2.657550313610982512e-03 7.603060401303700366e-02 2.657550313610982512e-03
6.999999999999999387e-05 -6.285283031151139876e+05 2.444616182915186982e+03 5.864532324615039397e+04 2.444616182915186982e+03 -7.261984026047006990e-01 2.824497096178452387e-03 6.775850801072165475e-02 2.824497096178452387e-03
1.129999999999999955e-04 -5.950687156543605961e+05 2.483901252487120928e+03 5.337777528185075062e+04 2.483901252487120928e+03 -6.875393655408420512e-01 2.869886865625522095e-03 6.167240990128225464e-02 2.869886865625522095e-03
1.830000000000000029e-04 -5.510345148536110064e+05 2.382057533425853308e+03 4.457907748221801012e+04 2.382057533425853308e+03 -6.366624740420954165e-01 2.752217150942730482e-03 5.150643924343497465e-02 2.752217150942730482e-03
2.979999999999999793e-04 -4.860287793315884192e+05 2.362851303786936569e+03 3.814655913783358847e+04 2.362851303786936569e+03 -5.615551780583367680e-01 2.730026370965578549e-03 4.407434028581354996e-02 2.730026370965578549e-03
4.829999999999999767e-04 -3.991704262633133330e+05 2.266514634732261129e+03 2.922493315671966411e+04 2.266514634732261129e+03 -4.611994789777431603e-01 2.618719473832976149e-03 3.376633903271018811e-02 2.618719473832976149e-03
7.849999999999999990e-04 -2.882170030870022019e+05 2.348883413479871251e+03 2.287812638650638110e+04 2.348883413479871251e+03 -3.330044585231058396e-01 2.713887941592588518e-03 2.643327079166798987e-02 2.713887941592588518e-03
1.299999999999999920e-05 -6.791186793345380574e+05 2.432117146035123369e+03 4.632492361313773290e+04 2.432117146035123369e+03 -7.846502658153665655e-01 2.810055772579478361e-03 5.352358097783877638e-02 2.810055772579478361e-03
2.099999999999999884e-05 -6.723917254764316604e+05 2.348800766146788646e+03 4.467832922443437565e+04 2.348800766146788646e+03 -7.768779775636827090e-01 2.713792451284567902e-03 5.162111420126270361e-02 2.713792451284567902e-03
3.399999999999999973e-05 -6.593883731819046661e+05 2.373862066936817882e+03 4.053473273775537382e+04 2.373862066936817882e+03 -7.618539705014865104e-01 2.742748150671079060e-03 4.683362390885874305e-02 2.742748150671079060e-03
5.500000000000000196e-05 -6.428102729920579586e+05 2.164822906338879420e+03 4.073543778353316156e+04 2.164822906338879420e+03 -7.426997179142605932e-01 2.501225368394323009e-03 4.706551749728771217e-02 2.501225368394323009e-03
8.899999999999999491e-05 -6.157218020498690894e+05 2.201701570747277856e+03 3.768425226406838192e+04 2.201701570747277856e+03 -7.114018364509677728e-01 2.543834789562535604e-03 4.354019327671700829e-02 2.543834789562535604e-03
