# t_m Re(M) Re(M_err) Im(M) Im(Merr) Re(M)/M0 Re(Merr)/M0 Im(M)/M0 Im(Merr)/M0
1.000000000000000082e-05 -7.158962447460837429e+05 2.346404465064336819e+03 7.222877062954590656e+04 2.346404465064336819e+03 -7.838579733378745473e-01 2.569154206513013430e-03 7.908561914924303049e-02 2.569154206513013430e-03
1.599999999999999928e-05 -7.109458512059336063e+05 2.394957748590018127e+03 6.436733470169908105e+04 2.394957748590018127e+03 -7.784376271968170835e-01 2.622316768410287192e-03 7.047787846174548287e-02 2.622316768410287192e-03
2.599999999999999840e-05 -7.035348420317692216e+05 2.305428282067106920e+03 5.577503693215858948e+04 2.305428282067106920e+03 -7.703230733431237764e-01 2.524288057269943961e-03 6.106989348434643111e-02 2.524288057269943961e-03
4.300000000000000165e-05 -6.912770997882254887e+05 2.279241913529129306e+03 4.786004750760200113e+04 2.279241913529129306e+03 -7.569016745535126489e-01 2.495615754653608773e-03 5.240351533966965125e-02 2.495615754653608773e-03
6.999999999999999387e-05 -6.715518292486290447e+05 2.343475443810611068e+03 4.072685580474360904e+04 2.343475443810611068e+03 -7.353038372940178258e-01 2.565947126324146736e-03 4.459315282880566694e-02 2.565947126324146736e-03
1.129999999999999955e-04 -6.442217227439000271e+05 2.299292368642392375e+03 3.516333078096895770e+04 2.299292368642392375e+03 -7.053792189528453882e-01 2.517569647029673646e-03 3.850146917805914032e-02 2.517569647029673646e-03
1.830000000000000029e-04 -6.046501175710654352e+05 2.349006500281771423e+03 2.871093102542898851e+04 2.349006500281771423e+03 -6.620509874386454330e-01 2.572003259105565352e-03 3.143652780888453457e-02 2.572003259105565352e-03
2.979999999999999793e-04 -5.472666475191031350e+05 2.215741025818716935e+03 2.240442444210150279e+04 2.215741025818716935e+03 -5.992199684632915080e-01 2.426086577051211543e-03 2.453132959681347119e-02 2.426086577051211543e-03
4.829999999999999767e-04 -4.715878120600529946e+05 2.201573974508470656e+03 1.645224029827458071e+04 2.201573974508470656e+03 -5.163567616468598409e-01 2.410574613956388730e-03 1.801409049386380398e-02 2.410574613956388730e-03
7.849999999999999990e-04 -3.697746559536715504e+05 2.373059690806015169e+03 1.408486196822189413e+04 2.373059690806015169e+03 -4.048782411344537535e-01 2.598339876059507780e-03 1.542197132360990409e-02 2.598339876059507780e-03
1.299999999999999920e-05 -7.172979034118757118e+05 2.321380342897113678e+03 1.728463056670926017e+04 2.321380342897113678e+03 -7.853926947854900087e-01 2.541754485072211366e-03 1.892550154487832384e-02 2.541754485072211366e-03
2.099999999999999884e-05 -7.122004491601146292e+05 2.402282429882875022e+03 1.668756287272147529e+04 2.402282429882875022e+03 -7.798113271106460465e-01 2.630336799072134028e-03 1.827175279847893449e-02 2.630336799072134028e-03
3.399999999999999973e-05 -7.033664527728569228e+05 2.165499502628688788e+03 1.378177327264430096e+04 2.165499502628688788e+03 -7.701386984924500911e-01 2.371075506893815382e-03 1.509010969924653306e-02 2.371075506893815382e-03
5.500000000000000196e-05 -6.856716546578360721e+05 2.163565982585123948e+03 1.188108324040564003e+04 2.163565982585123948e+03 -7.507640912209975204e-01 2.368958433206280311e-03 1.300898265388463447e-02 2.368958433206280311e-03
8.899999999999999491e-05 -6.620757017715701368e+05 2.127437340210547973e+03 8.795276498380902922e+03 2.127437340210547973e+03 -7.249281185585559895e-01 2.329400013115351820e-03 9.630232958425931356e-03 2.329400013115351820e-03
1.440000000000000036e-04 -6.314823971088967519e+05 2.338534454618128620e+03 6.942891747081626818e+03 2.338534454618128620e+03 -6.914305189181263467e-01 2.560537077307787658e-03 7.601996928901239535e-03 2.560537077307787658e-03
2.339999999999999958e-04 -5.831708548819081625e+05 2.289371619064174411e+03 4.912794828235170826e+03 2.289371619064174411e+03 -6.385326473944308301e-01 2.506707097162363170e-03 5.379178094237766980e-03 2.506707097162363170e-03
3.789999999999999966e-04 -5.198490209324096795e+05 2.395679681629028892e+03 5.079692378007696789e+03 2.395679681629028892e+03 -5.691995215511794770e-01 2.623107236265088613e-03 5.561919624284694490e-03 2.623107236265088613e-03
6.160000000000000111e-04 -4.331765502387210145e+05 2.304198570642126924e+03 3.900197659202505292e+03 2.304198570642126924e+03 -4.742990276308099440e-01 2.522941606422563106e-03 4.270452674107734145e-03 2.522941606422563106e-03
1.000000000000000021e-03 -3.198868373370300978e+05 2.336373134482057594e+03 4.220337726116740669e+03 2.336373134482057594e+03 -3.502544535645693013e-01 2.558170577924632431e-03 4.620984396933923086e-03 2.558170577924632431e-03
