# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -5.837919306929511949e+05 4.261871161832017640e-01 9.721911834055384505e-01
1.039255682936713057e-05 -5.827871001620742027e+05 4.254535571809405226e-01 9.714576244032772090e-01
1.080052374516253993e-05 -5.817561649922057986e+05 4.247009409423149751e-01 9.707050081646516615e-01
1.122450568085305802e-05 -5.806984686611872166e+05 4.239287881847746409e-01 9.699328554071112718e-01
1.166513131698196108e-05 -5.796133393092963379e+05 4.231366084288483154e-01 9.691406756511850018e-01
1.212305401337652898e-05 -5.785000894456435926e+05 4.223238997838035802e-01 9.683279670061402111e-01
1.259895277795028468e-05 -5.773580156527031213e+05 4.214901487319451245e-01 9.674942159542818665e-01
1.309353327353609475e-05 -5.761863982892287895e+05 4.206348299117336209e-01 9.666388971340703629e-01
1.360752886424333165e-05 -5.749845011918216478e+05 4.197574058999202218e-01 9.657614731222569082e-01
1.414170170289024019e-05 -5.737515713754426688e+05 4.188573269929111165e-01 9.648613942152477474e-01
1.469684386112447426e-05 -5.724868387331753038e+05 4.179340309875845816e-01 9.639380982099212680e-01
1.527377850390712299e-05 -5.711895157355836127e+05 4.169869429618123235e-01 9.629910101841490100e-01
1.587336111010208536e-05 -5.698587971300214995e+05 4.160154750549457936e-01 9.620195422772824800e-01
1.649648074098020639e-05 -5.684938596402858384e+05 4.150190262485529136e-01 9.610230934708895445e-01
1.714406135851971963e-05 -5.670938616670269985e+05 4.139969821477081369e-01 9.600010493700448233e-01
1.781706319545728901e-05 -5.656579429893663619e+05 4.129487147631634714e-01 9.589527819855001578e-01
1.851648417912153989e-05 -5.641852244681953453e+05 4.118735822947471314e-01 9.578776495170837624e-01
1.924336141115980055e-05 -5.626748077516695485e+05 4.107709289163646305e-01 9.567749961387013169e-01
1.999877270535286910e-05 -5.611257749834365677e+05 4.096400845629956100e-01 9.556441517853323520e-01
2.078383818579755086e-05 -5.595371885141835082e+05 4.084803647201142862e-01 9.544844319424510282e-01
2.159972194782717103e-05 -5.579080906171193346e+05 4.072910702159820429e-01 9.532951374383187293e-01
2.244763378413223854e-05 -5.562375032080453821e+05 4.060714870172898450e-01 9.520755542396265314e-01
2.332883097864158392e-05 -5.545244275707209017e+05 4.048208860286663380e-01 9.508249532510030244e-01
2.424462017082330928e-05 -5.527678440882549621e+05 4.035385228965850390e-01 9.495425901189217255e-01
2.519635929317013366e-05 -5.509667119813177269e+05 4.022236378182500460e-01 9.482277050405867325e-01
2.618545958474232716e-05 -5.491199690540030133e+05 4.008754553560673894e-01 9.468795225784040204e-01
2.721338768375308650e-05 -5.472265314482229296e+05 3.994931842583452908e-01 9.454972514806819772e-01
2.828166780230035161e-05 -5.452852934075708035e+05 3.980760172869062807e-01 9.440800845092429672e-01
2.939188398646884365e-05 -5.432951270516382065e+05 3.966231310523313236e-01 9.426271982746680100e-01
3.054568246515432163e-05 -5.412548821618289221e+05 3.951336858575968947e-01 9.411377530799336366e-01
3.174477409109193257e-05 -5.391633859797727782e+05 3.936068255509108660e-01 9.396108927732474969e-01
3.299093687770942587e-05 -5.370194430195002351e+05 3.920416773885934125e-01 9.380457446109300435e-01
3.428601863556583155e-05 -5.348218348945970647e+05 3.904373519088946143e-01 9.364414191312312452e-01
3.563193971228584164e-05 -5.325693201616376173e+05 3.887929428176954971e-01 9.347970100400321281e-01
3.703069584005140764e-05 -5.302606341812445316e+05 3.871075268870772246e-01 9.331115941094139110e-01
3.848436109487433118e-05 -5.278944889982074965e+05 3.853801638678036046e-01 9.313842310901403465e-01
3.999509097203661132e-05 -5.254695732421560679e+05 3.836098964168094816e-01 9.296139636391461680e-01
4.156512558225988177e-05 -5.229845520503651351e+05 3.817957500408457050e-01 9.277998172631823914e-01
4.319679297334173899e-05 -5.204380670143438037e+05 3.799367330574875967e-01 9.259408002798242832e-01
4.489251258218607721e-05 -5.178287361519359984e+05 3.780318365747674103e-01 9.240359037971040967e-01
4.665479882234468170e-05 -5.151551539067556150e+05 3.760800344907620496e-01 9.220841017130987360e-01
4.848626481239078214e-05 -5.124158911768468097e+05 3.740802835145157212e-01 9.200843507368523522e-01
5.038962625065150348e-05 -5.096094953745666426e+05 3.720315232097565761e-01 9.180355904320932625e-01
5.236770544204655644e-05 -5.067344905197592452e+05 3.699326760629166322e-01 9.159367432852533186e-01
5.442343548300271707e-05 -5.037893773683977779e+05 3.677826475770447634e-01 9.137867147993814498e-01
5.655986461065002122e-05 -5.007726335789547302e+05 3.655803263932623781e-01 9.115843936155990646e-01
5.878016072274911818e-05 -4.976827139188656583e+05 3.633245844414885184e-01 9.093286516638251493e-01
6.108761607505039696e-05 -4.945180505135452840e+05 3.610142771222299984e-01 9.070183443445666294e-01
6.348565216305209716e-05 -4.912770531405166257e+05 3.586482435213049769e-01 9.046523107436416078e-01
6.597782479539533469e-05 -4.879581095713179093e+05 3.562253066594462947e-01 9.022293738817829256e-01
6.856782936641737654e-05 -4.845595859639588743e+05 3.537442737788074054e-01 8.997483410011440919e-01
7.125950633568410445e-05 -4.810798273087949492e+05 3.512039366684648334e-01 8.972080038908014643e-01
7.405684692262442192e-05 -4.775171579308039509e+05 3.486030720310966391e-01 8.946071392534333810e-01
7.696399902471150959e-05 -4.738698820513540413e+05 3.459404418930914216e-01 8.919445091154281080e-01
7.998527336796708482e-05 -4.701362844126564451e+05 3.432147940604189373e-01 8.892188612827556238e-01
8.312514989890631772e-05 -4.663146309682133142e+05 3.404248626226795693e-01 8.864289298450162002e-01
8.638828442740453491e-05 -4.624031696426703129e+05 3.375693685078215989e-01 8.835734357301582298e-01
8.977951553033313987e-05 -4.584001311645950191e+05 3.346470200900963921e-01 8.806510873124330230e-01
9.330387172620360271e-05 -4.543037299758126028e+05 3.316565138539030455e-01 8.776605810762396764e-01
9.696657893145520398e-05 -4.501121652210308239e+05 3.285965351162469794e-01 8.746006023385837214e-01
1.007730682094461807e-04 -4.458236218215846457e+05 3.254657588106084631e-01 8.714698260329450941e-01
1.047289838236358574e-04 -4.414362716372464783e+05 3.222628503351016582e-01 8.682669175574383447e-01
1.088401916069005473e-04 -4.369482747201267630e+05 3.189864664678632722e-01 8.649905336901999586e-01
1.131127876593921339e-04 -4.323577806647927500e+05 3.156352563526828026e-01 8.616393235750194890e-01
1.175531073878369897e-04 -4.276629300588204060e+05 3.122078625579530753e-01 8.582119297802898172e-01
1.221677348996791812e-04 -4.228618560380691197e+05 3.087029222120710736e-01 8.547069894344077046e-01
