# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -3.061352458211925114e+05 3.984807452148622087e-01 9.672522019735353416e-01
1.039255682936713057e-05 -3.053178002457012190e+05 3.974167177089127367e-01 9.661881744675858696e-01
1.080052374516253993e-05 -3.044742768908105791e+05 3.963187460782325866e-01 9.650902028369057195e-01
1.122450568085305802e-05 -3.036038760275967652e+05 3.951857893561840362e-01 9.639572461148571136e-01
1.166513131698196108e-05 -3.027057755628703162e+05 3.940167774656974653e-01 9.627882342243705427e-01
1.212305401337652898e-05 -3.017791305618785555e+05 3.928106105979971008e-01 9.615820673566701782e-01
1.259895277795028468e-05 -3.008230727716686670e+05 3.915661585921871302e-01 9.603376153508602631e-01
1.309353327353609475e-05 -2.998367101461212151e+05 3.902822603170116866e-01 9.590537170756847640e-01
1.360752886424333165e-05 -2.988191263737517875e+05 3.889577230562182852e-01 9.577291798148913626e-01
1.414170170289024019e-05 -2.977693804094765801e+05 3.875913218990806874e-01 9.563627786577537648e-01
1.469684386112447426e-05 -2.966865060116315726e+05 3.861817991377603509e-01 9.549532558964334283e-01
1.527377850390712299e-05 -2.955695112856453052e+05 3.847278636733281743e-01 9.534993204320013627e-01
1.587336111010208536e-05 -2.944173782358752796e+05 3.832281904324130184e-01 9.519996471910860958e-01
1.649648074098020639e-05 -2.932290623272384983e+05 3.816814197965979205e-01 9.504528765552709979e-01
1.714406135851971963e-05 -2.920034920583880739e+05 3.800861570468460071e-01 9.488576138055191400e-01
1.781706319545728901e-05 -2.907395685483263806e+05 3.784409718254156396e-01 9.472124285840888280e-01
1.851648417912153989e-05 -2.894361651384795550e+05 3.767443976179011278e-01 9.455158543765742607e-01
1.924336141115980055e-05 -2.880921270124106668e+05 3.749949312582323002e-01 9.437663880169054886e-01
1.999877270535286910e-05 -2.867062708354985807e+05 3.731910324596630635e-01 9.419624892183362519e-01
2.078383818579755086e-05 -2.852773844170784578e+05 3.713311233749965745e-01 9.401025801336697629e-01
2.159972194782717103e-05 -2.838042263977098046e+05 3.694135881895180273e-01 9.381850449481911047e-01
2.244763378413223854e-05 -2.822855259644155158e+05 3.674367727503355940e-01 9.362082295090087269e-01
2.332883097864158392e-05 -2.807199825969295343e+05 3.653989842360840234e-01 9.341704409947571008e-01
2.424462017082330928e-05 -2.791062658481834223e+05 3.632984908711950900e-01 9.320699476298682784e-01
