# t_m M M/M0 (M-M1)/M0
1.000000000000000082e-05 -6.931204537940247683e+05 4.371206549738201885e-01 9.829566393628943466e-01
1.039255682936713057e-05 -6.924251502442046767e+05 4.366821575359804974e-01 9.825181419250546000e-01
1.080052374516253993e-05 -6.917121213717594510e+05 4.362324815149766222e-01 9.820684659040507247e-01
1.122450568085305802e-05 -6.909809238848657114e+05 4.357713473461078957e-01 9.816073317351819982e-01
1.166513131698196108e-05 -6.902311038563066395e+05 4.352984687573978051e-01 9.811344531464718521e-01
1.212305401337652898e-05 -6.894621964922364568e+05 4.348135526237636439e-01 9.806495370128377465e-01
1.259895277795028468e-05 -6.886737258972212439e+05 4.343162988188383200e-01 9.801522832079123670e-01
1.309353327353609475e-05 -6.878652048355770530e+05 4.338064000644566431e-01 9.796423844535306902e-01
1.360752886424333165e-05 -6.870361344890241744e+05 4.332835417778185261e-01 9.791195261668926841e-01
1.414170170289024019e-05 -6.861860042106903857e+05 4.327474019163496943e-01 9.785833863054238524e-01
1.469684386112447426e-05 -6.853142912754976423e+05 4.321976508202814427e-01 9.780336352093554897e-01
1.527377850390712299e-05 -6.844204606269759824e+05 4.316339510529772494e-01 9.774699354420512964e-01
1.587336111010208536e-05 -6.835039646205567988e+05 4.310559572390392225e-01 9.768919416281133250e-01
1.649648074098020639e-05 -6.825642427634046180e+05 4.304633159002314025e-01 9.762993002893055605e-01
1.714406135851971963e-05 -6.816007214508546749e+05 4.298556652892623897e-01 9.756916496783365478e-01
1.781706319545728901e-05 -6.806128136995347450e+05 4.292326352214770879e-01 9.750686196105511350e-01
1.851648417912153989e-05 -6.795999188772594789e+05 4.285938469045128540e-01 9.744298312935869566e-01
1.924336141115980055e-05 -6.785614224297915353e+05 4.279389127659798953e-01 9.737748971550540533e-01
1.999877270535286910e-05 -6.774966956045842962e+05 4.272674362792376890e-01 9.731034206683117915e-01
2.078383818579755086e-05 -6.764050951716202544e+05 4.265790117873401455e-01 9.724149961764142480e-01
2.159972194782717103e-05 -6.752859631414831383e+05 4.258732243252360550e-01 9.717092087143101020e-01
2.244763378413223854e-05 -6.741386264808069682e+05 4.251496494403152471e-01 9.709856338293894051e-01
2.332883097864158392e-05 -6.729623968252664199e+05 4.244078530114043790e-01 9.702438374004784816e-01
2.424462017082330928e-05 -6.717565701902763685e+05 4.236473910663174358e-01 9.694833754553915384e-01
2.519635929317013366e-05 -6.705204266795980511e+05 4.228678095980869522e-01 9.687037939871609993e-01
2.618545958474232716e-05 -6.692532301920553437e+05 4.220686443800023557e-01 9.679046287690764583e-01
2.721338768375308650e-05 -6.679542281265860656e+05 4.212494207795990930e-01 9.670854051686732511e-01
2.828166780230035161e-05 -6.666226510858695256e+05 4.204096535717494199e-01 9.662456379608235224e-01
2.939188398646884365e-05 -6.652577125787931727e+05 4.195488467510211095e-01 9.653848311400952120e-01
3.054568246515432163e-05 -6.638586087220417103e+05 4.186664933434828817e-01 9.645024777325569287e-01
3.174477409109193257e-05 -6.624245179411078570e+05 4.177620752181450126e-01 9.635980596072191151e-01
3.299093687770942587e-05 -6.609546006710530492e+05 4.168350628982421813e-01 9.626710472873163393e-01
3.428601863556583155e-05 -6.594479990573677933e+05 4.158849153725793224e-01 9.617208997616534250e-01
3.563193971228584164e-05 -6.579038366573044332e+05 4.149110799071751843e-01 9.607470642962492313e-01
