# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1742 305.71 -1.66612596864 0.00654450780159 4.70510989687e-05 0.642784108696 0.00433625447614 2118.22803245 5.29127123833 494.555755844 4.40992984106
1754 305.55 -1.71799966095 0.00672331673209 4.70729483858e-05 0.644065818993 0.00425931753084 2116.54397315 4.99875177675 495.076586417 4.11903728141
1755 310.09 -2.80675619604 0.00660203710493 4.84522593588e-05 0.652098435361 0.00438101696965 2078.04814438 5.22705293575 482.31821987 4.2694325609
1767 310.32 -2.68749048949 0.00679663281461 5.02095636109e-05 0.644290146774 0.00439678941156 2086.05976283 5.54397231115 488.654511793 4.5636997827
1768 314.81 -3.65559792954 0.0066961943566 4.65870220874e-05 0.651935454941 0.00425152728927 2076.40644042 5.13524464234 487.600744221 4.36219636413
1780 315.07 -3.48530128407 0.00680849850654 4.97959225146e-05 0.648076244029 0.00441381414324 2074.33831571 5.25885902432 485.283795632 4.31526957842
1781 319.68 -4.68008322454 0.00654475991425 4.82604669855e-05 0.648405206453 0.00454787053105 2054.75033019 5.41270540237 474.301045015 4.49108140488
1793 319.9 -4.60896278362 0.00669628364026 5.08191609943e-05 0.648347585727 0.0045281518874 2051.73179844 5.61391646056 477.086607092 4.55216224032
1794 324.46 -5.77663571586 0.00608276129435 4.60284709434e-05 0.642921731461 0.00464549060822 2031.41673563 5.33424008038 454.098018431 4.41413288687
1806 324.7 -5.65759896082 0.00584658328449 4.49354934564e-05 0.644321355842 0.00486104817639 2027.38193876 5.48837819167 452.176552034 4.55967460901
1807 329.25 -6.75479018992 0.00432384823713 3.3761729653e-05 0.634446801154 0.00470180494566 1989.39545409 5.62658187092 402.937694847 4.7571612459
1819 329.5 -7.0368992421 0.00420422168348 3.34781852031e-05 0.635972250547 0.00502524168116 1984.52041018 5.93736940476 402.75498784 4.9319440814
1820 334.06 -8.31133951759 0.00282930794057 2.61997660911e-05 0.622269487304 0.00525160578475 1914.28724528 6.59131671116 337.360390345 5.77380057493
1832 334.3 -8.13211656725 0.00282126006723 2.64261426248e-05 0.617538921838 0.00553941973092 1905.15370891 6.7910248209 340.881325586 5.87204747645
1833 338.85 -9.94111987031 0.00175369048286 1.79916553852e-05 0.636102841585 0.00660191543149 1732.67955418 7.26731897828 283.657976886 6.4445385241
1845 339.1 -9.59499656227 0.00175628246714 1.78591830436e-05 0.633312204164 0.00641605107734 1731.95609184 7.43754372761 286.76428525 6.58030726839
1846 343.63 -11.0937460518 0.000996708127352 1.33610089203e-05 0.65801732808 0.00879018126677 1438.31957338 8.65097268029 219.358477846 7.97247303335
1858 343.86 -11.1413265446 0.000985349443789 1.27818759349e-05 0.658071458966 0.00838581842037 1414.9310889 8.31302657506 219.388799495 7.64993455645
