4.13619e2 0.98742 0.01258
4.08753e2 0.99381 0.00619
4.03889e2 0.89365 0.10635
4.49335e2 0.99612 0.00388
4.86408e2 1.01417 -0.01417
4.84767e2 1.00406 -0.00406
4.8045e2 1.03094 -0.03094
4.75882e2 1.01833 -0.01833
4.71206e2 1.00965 -0.00965
4.66509e2 1.0077 -0.0077
4.61671e2 1.00872 -0.00872
4.5208e2 0.99769 0.00231
4.52057e2 1.00433 -0.00433
4.47406e2 0.98938 0.01062
4.42616e2 0.99797 0.00203
4.37836e2 0.98751 0.01249
4.33009e2 1.00646 -0.00646
4.28179e2 1.00848 -0.00848
4.2334e2 1.00125 -0.00125
4.185e2 1.01451 -0.01451
4.13619e2 0.98742 0.01258
4.08753e2 0.99381 0.00619
4.03889e2 0.89365 0.10635
4.49335e2 0.99612 0.00388
10.63333 0.52808 0.47192
22.1 0.51719 0.48281
45.8 0.53588 0.46412
73.42881 0.55695 0.44305
97.0954 0.59122 0.40878
115.00821 0.51219 0.48781
131.95603 0.56961 0.43039
147.34577 0.58569 0.41431
162.18192 0.61152 0.38848
177.17346 0.60917 0.39083
191.7491 0.58315 0.41685
228.8266 0.61676 0.38324
2.953e2 0.62463 0.37537
1.0549e2 0.58653 0.41347
1.35e2 0.59147 0.40853
1.55e2 0.59317 0.40683
1.75e2 0.56146 0.43854
2.7285e2 0.62509 0.37491
3.313e2 0.72109 0.27891
3.05e2 0.66312 0.33688
3.0762e2 0.64584 0.35416
3.27e2 0.67006 0.32994
3.34e2 0.67898 0.32102
3.3836e2 0.63001 0.36999
358.7 0.91179 0.08821
344.36667 0.72826 0.27174
384.06667 0.88 0.12
377.26667 1.01333 -0.01333
300.9 0.65793 0.34207
