#i	omega	re	im	r	phi
0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.999999999999999562e-06	-7.595370000000000177e-01	3.899699999999999833e-01
2.000000000000000000e+00	9.999999999999999124e-06	-4.197239999999999860e-01	5.745170000000000554e-01
3.000000000000000000e+00	1.500000000000000038e-05	-9.747690000000000521e-02	5.850159999999999805e-01
4.000000000000000000e+00	1.999999999999999825e-05	1.466649999999999898e-01	4.717370000000000174e-01
5.000000000000000000e+00	2.500000000000000120e-05	2.857399999999999940e-01	2.961989999999999901e-01
6.000000000000000000e+00	3.000000000000000076e-05	3.236470000000000180e-01	1.136869999999999964e-01
7.000000000000000000e+00	3.499999999999999693e-05	2.837609999999999855e-01	-3.614150000000000001e-02
8.000000000000000000e+00	3.999999999999999650e-05	1.976110000000000089e-01	-1.333100000000000118e-01
9.000000000000000000e+00	4.500000000000000283e-05	9.707179999999999975e-02	-1.735009999999999886e-01
1.000000000000000000e+01	5.000000000000000240e-05	7.150479999999999857e-03	-1.657430000000000014e-01
1.100000000000000000e+01	5.499999999999999518e-05	-5.691949999999999787e-02	-1.261110000000000009e-01
1.200000000000000000e+01	6.000000000000000152e-05	-8.952430000000000110e-02	-7.256930000000000325e-02
1.300000000000000000e+01	6.499999999999999431e-05	-9.380969999999999587e-02	-2.081030000000000033e-02
1.400000000000000000e+01	6.999999999999999387e-05	-7.737410000000000121e-02	1.967119999999999980e-02
1.500000000000000000e+01	7.500000000000000698e-05	-5.012210000000000276e-02	4.384960000000000246e-02
1.600000000000000000e+01	7.999999999999999299e-05	-2.052740000000000120e-02	5.124349999999999739e-02
1.700000000000000000e+01	8.500000000000000611e-05	4.222209999999999679e-03	4.578820000000000112e-02
1.800000000000000000e+01	9.000000000000000567e-05	2.004680000000000004e-02	3.266159999999999897e-02
1.900000000000000000e+01	9.500000000000000523e-05	2.736569999999999975e-02	1.670309999999999850e-02
2.000000000000000000e+01	1.000000000000000048e-04	2.662209999999999924e-02	2.143400000000000166e-03
2.100000000000000000e+01	1.049999999999999908e-04	2.074480000000000074e-02	-8.339279999999999263e-03
2.200000000000000000e+01	1.099999999999999904e-04	1.212290000000000069e-02	-1.361120000000000038e-02
2.300000000000000000e+01	1.150000000000000035e-04	3.924519999999999918e-03	-1.469990000000000012e-02
2.400000000000000000e+01	1.200000000000000030e-04	-2.325059999999999887e-03	-1.238649999999999994e-02
2.500000000000000000e+01	1.250000000000000026e-04	-6.567570000000000005e-03	-8.559459999999999638e-03
2.600000000000000000e+01	1.299999999999999886e-04	-7.982259999999999703e-03	-3.801150000000000102e-03
2.700000000000000000e+01	1.350000000000000017e-04	-7.307349999999999783e-03	4.583260000000000025e-04
2.800000000000000000e+01	1.399999999999999877e-04	-5.334290000000000212e-03	2.608889999999999994e-03
2.900000000000000000e+01	1.450000000000000009e-04	-3.094350000000000052e-03	3.987329999999999867e-03
3.000000000000000000e+01	1.500000000000000140e-04	-8.602570000000000138e-04	3.833159999999999953e-03
3.100000000000000000e+01	1.550000000000000000e-04	1.075919999999999958e-03	3.105960000000000058e-03
3.200000000000000000e+01	1.599999999999999860e-04	1.727110000000000017e-03	1.943159999999999983e-03
3.300000000000000000e+01	1.649999999999999991e-04	2.036189999999999788e-03	9.929209999999999078e-04
3.400000000000000000e+01	1.700000000000000122e-04	1.920489999999999958e-03	-2.029950000000000038e-04
3.500000000000000000e+01	1.749999999999999711e-04	1.152129999999999908e-03	-7.423010000000000068e-04
3.600000000000000000e+01	1.800000000000000113e-04	4.467429999999999882e-04	-1.240360000000000030e-03
3.700000000000000000e+01	1.849999999999999973e-04	-2.599410000000000240e-04	-1.234529999999999959e-03
3.800000000000000000e+01	1.900000000000000105e-04	-7.023519999999999460e-04	-9.757319999999999882e-04
3.900000000000000000e+01	1.949999999999999965e-04	-7.964390000000000228e-04	-2.962269999999999812e-04
4.000000000000000000e+01	2.000000000000000096e-04	-9.029659999999999466e-04	3.162770000000000078e-04
4.100000000000000000e+01	2.049999999999999956e-04	-6.526639999999999569e-04	3.695190000000000106e-04
4.200000000000000000e+01	2.099999999999999816e-04	-5.634099999999999742e-04	5.374359999999999684e-04
4.300000000000000000e+01	2.150000000000000218e-04	-2.823740000000000039e-04	6.576110000000000028e-04
4.400000000000000000e+01	2.199999999999999807e-04	2.421930000000000035e-04	7.791060000000000043e-04
4.500000000000000000e+01	2.250000000000000209e-04	5.957809999999999799e-04	4.065380000000000165e-04
4.600000000000000000e+01	2.300000000000000070e-04	7.300720000000000126e-04	2.911130000000000163e-04
4.700000000000000000e+01	2.349999999999999930e-04	8.299120000000000325e-04	1.300499999999999898e-04
4.800000000000000000e+01	2.400000000000000061e-04	2.600179999999999896e-04	6.084869999999999900e-05
4.900000000000000000e+01	2.449999999999999921e-04	2.852950000000000256e-04	3.319980000000000153e-04
5.000000000000000000e+01	2.500000000000000052e-04	2.513969999999999920e-04	3.399130000000000098e-04
5.100000000000000000e+01	2.550000000000000183e-04	3.134319999999999901e-04	2.661440000000000051e-04
5.200000000000000000e+01	2.599999999999999772e-04	3.820340000000000086e-04	1.884269999999999901e-04
5.300000000000000000e+01	2.649999999999999903e-04	5.403950000000000463e-04	-2.959299999999999941e-05
5.400000000000000000e+01	2.700000000000000035e-04	1.729930000000000020e-04	-1.789259999999999874e-04
5.500000000000000000e+01	2.750000000000000166e-04	-1.061120000000000032e-04	-2.277009999999999939e-04
5.600000000000000000e+01	2.799999999999999755e-04	-1.247189999999999963e-04	-1.625470000000000007e-04
