#i	t	cos	sin
0	0	1	0
1	5e-07	0.992617	0.049386
2	1e-06	0.971403	0.0952855
3	1.5e-06	0.938657	0.13497
4	2e-06	0.897392	0.166852
5	2.5e-06	0.850719	0.190506
6	3e-06	0.801385	0.206421
7	3.5e-06	0.751535	0.215634
8	4e-06	0.702688	0.219406
9	4.5e-06	0.655813	0.218992
10	5e-06	0.61146	0.215506
11	5.5e-06	0.569888	0.209869
12	6e-06	0.531157	0.202811
13	6.5e-06	0.49521	0.194883
14	7e-06	0.461923	0.18649
15	7.5e-06	0.431137	0.177922
16	8e-06	0.402684	0.169383
17	8.5e-06	0.376389	0.161016
18	9e-06	0.352079	0.152907
19	9.5e-06	0.329594	0.145111
20	1e-05	0.308784	0.13766
21	1.05e-05	0.289509	0.130566
22	1.1e-05	0.271648	0.123829
23	1.15e-05	0.255083	0.117444
24	1.2e-05	0.23971	0.111403
25	1.25e-05	0.225431	0.105695
26	1.3e-05	0.212155	0.100308
27	1.35e-05	0.199797	0.0952258
28	1.4e-05	0.188285	0.0904333
29	1.45e-05	0.177554	0.0859096
30	1.5e-05	0.167539	0.0816384
31	1.55e-05	0.158189	0.0776064
32	1.6e-05	0.149452	0.073802
33	1.65e-05	0.141279	0.070213
34	1.7e-05	0.133623	0.0668279
35	1.75e-05	0.126446	0.0636304
36	1.8e-05	0.119714	0.0606052
37	1.85e-05	0.113393	0.0577408
38	1.9e-05	0.107453	0.0550247
39	1.95e-05	0.10187	0.0524452
40	2e-05	0.0966223	0.0499921
41	2.05e-05	0.0916907	0.0476594
42	2.1e-05	0.0870536	0.0454439
43	2.15e-05	0.0826933	0.0433399
44	2.2e-05	0.0785876	0.0413459
45	2.25e-05	0.0747146	0.039456
46	2.3e-05	0.0710584	0.0376606
47	2.35e-05	0.0676069	0.0359538
48	2.4e-05	0.0643486	0.0343304
49	2.45e-05	0.0612705	0.0327865
50	2.5e-05	0.0583635	0.0313202
51	2.55e-05	0.0556151	0.0299268
52	2.6e-05	0.0530134	0.0286039
53	2.65e-05	0.0505514	0.0273464
54	2.7e-05	0.0482212	0.0261539
55	2.75e-05	0.0460137	0.0250236
56	2.8e-05	0.0439182	0.02395
57	2.85e-05	0.041929	0.0229271
58	2.9e-05	0.0400429	0.0219549
59	2.95e-05	0.0382511	0.0210282
60	3e-05	0.0365473	0.0201454
61	3.05e-05	0.0349267	0.0193034
62	3.1e-05	0.0333833	0.0184985
63	3.15e-05	0.0319131	0.0177267
64	3.2e-05	0.0305111	0.0169852
65	3.25e-05	0.0291805	0.0162722
66	3.3e-05	0.0279164	0.0155915
67	3.35e-05	0.0267132	0.0149419
68	3.4e-05	0.0255653	0.0143231
69	3.45e-05	0.0244712	0.013734
70	3.5e-05	0.0234262	0.0131744
71	3.55e-05	0.0224282	0.0126395
72	3.6e-05	0.0214725	0.0121274
73	3.65e-05	0.0205595	0.0116383
74	3.7e-05	0.0196892	0.0111717
75	3.75e-05	0.0188568	0.0107238
76	3.8e-05	0.0180639	0.010294
77	3.85e-05	0.0173103	0.00987978
78	3.9e-05	0.0165946	0.00948118
79	3.95e-05	0.0159155	0.0090974
80	4e-05	0.015272	0.00873092
81	4.05e-05	0.0146587	0.00838145
82	4.1e-05	0.0140746	0.00804639
83	4.15e-05	0.0135176	0.00772453
84	4.2e-05	0.012987	0.00741788
85	4.25e-05	0.012481	0.00712735
86	4.3e-05	0.0119964	0.00685136
87	4.35e-05	0.0115307	0.00658559
88	4.4e-05	0.0110793	0.00632927
89	4.45e-05	0.0106459	0.00607948
90	4.5e-05	0.0102328	0.00583653
91	4.55e-05	0.00983865	0.00560711
92	4.6e-05	0.00946098	0.00539263
93	4.65e-05	0.00909517	0.00519427
94	4.7e-05	0.008738	0.00501046
95	4.75e-05	0.00839212	0.00483629
96	4.8e-05	0.0080562	0.00466713
97	4.85e-05	0.00773216	0.00450088
98	4.9e-05	0.00742246	0.00433755
99	4.95e-05	0.00712748	0.00417702
100	5e-05	0.00684684	0.00401975
101	5.05e-05	0.00657983	0.00386546
102	5.1e-05	0.00632651	0.00371502
103	5.15e-05	0.0060841	0.00356987
104	5.2e-05	0.00585573	0.00343185
105	5.25e-05	0.00564027	0.00330184
106	5.3e-05	0.00543136	0.00317981
107	5.35e-05	0.00522699	0.00306703
108	5.4e-05	0.00502862	0.00295826
109	5.45e-05	0.00483721	0.00285271
110	5.5e-05	0.00465399	0.00274924
111	5.55e-05	0.00447682	0.00264916
112	5.6e-05	0.00430803	0.00255296
113	5.65e-05	0.00414691	0.0024608
114	5.7e-05	0.00399016	0.00237326
115	5.75e-05	0.00383998	0.00228933
116	5.8e-05	0.00369524	0.00220925
117	5.85e-05	0.00355427	0.00213594
118	5.9e-05	0.00341551	0.00206516
119	5.95e-05	0.0032806	0.00199823
120	6e-05	0.00314818	0.00193528
121	6.05e-05	0.00301752	0.0018743
122	6.1e-05	0.00289003	0.00181281
123	6.15e-05	0.00276919	0.00175013
124	6.2e-05	0.00265739	0.00168604
125	6.25e-05	0.00255798	0.0016228
126	6.3e-05	0.00246727	0.00156216
127	6.35e-05	0.00238372	0.00150627
128	6.4e-05	0.00230518	0.00145695
129	6.45e-05	0.00222947	0.00141296
130	6.5e-05	0.00215441	0.00137143
131	6.55e-05	0.00208315	0.00132761
132	6.6e-05	0.00201668	0.00128484
133	6.65e-05	0.00195325	0.00124545
134	6.7e-05	0.00189237	0.00120728
135	6.75e-05	0.00183405	0.00117275
136	6.8e-05	0.00177669	0.0011414
137	6.85e-05	0.00171946	0.00110986
138	6.9e-05	0.00166553	0.00107531
139	6.95e-05	0.00161668	0.00103797
140	7e-05	0.00157137	0.00100013
141	7.05e-05	0.00152802	0.000962669
142	7.1e-05	0.00148495	0.000926056
143	7.15e-05	0.00144508	0.000890683
144	7.2e-05	0.00140738	0.000858901
145	7.25e-05	0.00137215	0.000830215
146	7.3e-05	0.00134149	0.000806312
147	7.35e-05	0.00131028	0.000788497
148	7.4e-05	0.00127684	0.000775936
149	7.45e-05	0.00123937	0.00076926
150	7.5e-05	0.00119568	0.000766261
151	7.55e-05	0.00114297	0.000762076
152	7.6e-05	0.00108421	0.000752881
153	7.65e-05	0.00102229	0.000736159
154	7.7e-05	0.00096189	0.000712358
155	7.75e-05	0.000906059	0.000680334
156	7.8e-05	0.000857991	0.000641535
157	7.85e-05	0.000818114	0.000597572
158	7.9e-05	0.000786449	0.000553175
159	7.95e-05	0.000760408	0.000515066
160	8e-05	0.00073702	0.000483816
161	8.05e-05	0.000712378	0.000457724
162	8.1e-05	0.000684808	0.000435633
163	8.15e-05	0.00065367	0.000415612
164	8.2e-05	0.000621744	0.000393679
165	8.25e-05	0.000592998	0.000370161
166	8.3e-05	0.000566596	0.000347174
167	8.35e-05	0.000542639	0.000323576
168	8.4e-05	0.000518486	0.000303162
169	8.45e-05	0.000497008	0.000285903
170	8.5e-05	0.000476338	0.000274992
171	8.55e-05	0.00045202	0.000267106
172	8.6e-05	0.000426982	0.000259568
173	8.65e-05	0.000401248	0.000248713
174	8.7e-05	0.000378471	0.00023451
175	8.75e-05	0.000361067	0.000219415
176	8.8e-05	0.00034666	0.000206924
177	8.85e-05	0.000334517	0.000197696
