#i	t	cos	sin
0	3e-05	0.999987	-0.000294089
1	9.4e-05	0.987793	-0.0629118
2	0.000158	0.953477	-0.118301
3	0.000222	0.902304	-0.161415
4	0.000286	0.840834	-0.190328
5	0.00035	0.775089	-0.205841
6	0.000414	0.709567	-0.210345
7	0.000478	0.647108	-0.206727
8	0.000542	0.589212	-0.197682
9	0.000606	0.536464	-0.185404
10	0.00067	0.488887	-0.171526
11	0.000734	0.446204	-0.157179
12	0.000798	0.408003	-0.143095
13	0.000862	0.373831	-0.129719
14	0.000926	0.343238	-0.117291
15	0.00099	0.315808	-0.105909
16	0.001054	0.291176	-0.0955842
17	0.001118	0.269022	-0.0862818
18	0.001182	0.249061	-0.0779428
19	0.001246	0.231039	-0.0704906
20	0.00131	0.214731	-0.063838
21	0.001374	0.199946	-0.0578962
22	0.001438	0.186518	-0.0525836
23	0.001502	0.174306	-0.0478323
24	0.001566	0.163177	-0.0435844
25	0.00163	0.15301	-0.0397829
26	0.001694	0.143703	-0.0363716
27	0.001758	0.135172	-0.0333049
28	0.001822	0.127341	-0.0305487
29	0.001886	0.120134	-0.0280698
30	0.00195	0.113486	-0.0258314
31	0.002014	0.10735	-0.0237994
32	0.002078	0.101686	-0.0219488
33	0.002142	0.0964611	-0.0202675
34	0.002206	0.0916376	-0.0187542
35	0.00227	0.0871642	-0.0174065
36	0.002334	0.0829849	-0.0162065
37	0.002398	0.0790568	-0.0151185
38	0.002462	0.0753632	-0.0141052
39	0.002526	0.0719059	-0.0131476
40	0.00259	0.0686831	-0.0122496
41	0.002654	0.0656754	-0.0114208
42	0.002718	0.0628548	-0.0106559
43	0.002782	0.0602056	-0.00993964
44	0.002846	0.0577253	-0.00926415
45	0.00291	0.0554093	-0.00863527
46	0.002974	0.0532435	-0.0080615
47	0.003038	0.0512108	-0.00754763
48	0.003102	0.0492939	-0.007096
49	0.003166	0.0474753	-0.00670527
50	0.00323	0.0457401	-0.00636805
51	0.003294	0.0440785	-0.00607325
52	0.003358	0.0424847	-0.0058072
53	0.003422	0.0409593	-0.00555526
54	0.003486	0.0395095	-0.00530977
55	0.00355	0.038138	-0.00507636
56	0.003614	0.0368328	-0.00486206
57	0.003678	0.0355769	-0.00465949
58	0.003742	0.0343688	-0.00445136
59	0.003806	0.0332247	-0.00423083
60	0.00387	0.0321593	-0.00401198
61	0.003934	0.0311667	-0.00381596
62	0.003998	0.030225	-0.003648
63	0.004062	0.0293191	-0.00349287
64	0.004126	0.0284531	-0.00333591
65	0.00419	0.027635	-0.00318024
66	0.004254	0.0268576	-0.00303648
67	0.004318	0.0261064	-0.00290444
68	0.004382	0.0253765	-0.00277677
69	0.004446	0.0246711	-0.00265408
70	0.00451	0.0239878	-0.00254249
71	0.004574	0.0233199	-0.00244132
72	0.004638	0.0226668	-0.00234429
73	0.004702	0.0220318	-0.00224854
74	0.004766	0.0214158	-0.00215322
75	0.00483	0.0208194	-0.00205459
76	0.004894	0.0202475	-0.00195007
77	0.004958	0.0197059	-0.00184386
78	0.005022	0.0191935	-0.00174293
79	0.005086	0.0187051	-0.00164856
80	0.00515	0.0182402	-0.00155688
81	0.005214	0.0178052	-0.00146859
82	0.005278	0.0174036	-0.0013936
83	0.005342	0.0170276	-0.00134361
84	0.005406	0.0166621	-0.00132105
85	0.00547	0.0162966	-0.00131736
86	0.005534	0.0159298	-0.00132219
87	0.005598	0.0155652	-0.00133002
88	0.005662	0.0152042	-0.00133991
89	0.005726	0.0148442	-0.00135133
90	0.00579	0.0144808	-0.00136124
91	0.005854	0.0141117	-0.00136391
92	0.005918	0.0137374	-0.00135191
93	0.005982	0.0133634	-0.0013165
94	0.006046	0.0130026	-0.00125008
95	0.00611	0.0126746	-0.00115392
96	0.006174	0.0123956	-0.00104332
97	0.006238	0.0121675	-0.000940259
98	0.006302	0.0119788	-0.000862034
99	0.006366	0.0118125	-0.000816017
100	0.00643	0.01165	-0.000800076
101	0.006494	0.0114768	-0.000801694
102	0.006558	0.0112891	-0.000803413
103	0.006622	0.0110945	-0.000792678
104	0.006686	0.0109034	-0.000768164
105	0.00675	0.010721	-0.000736983
106	0.006814	0.0105448	-0.000707335
107	0.006878	0.0103681	-0.000682795
108	0.006942	0.0101869	-0.000662157
109	0.007006	0.0100003	-0.0006447
110	0.00707	0.00980621	-0.000630107
111	0.007134	0.00960074	-0.000612675
112	0.007198	0.00938798	-0.000580605
113	0.007262	0.00918341	-0.00052725
114	0.007326	0.00900293	-0.000458481
115	0.00739	0.00885396	-0.000387137
116	0.007454	0.00873496	-0.000325975
117	0.007518	0.00863694	-0.00028431
118	0.007582	0.00854513	-0.00026356
119	0.007646	0.00844753	-0.000254702
120	0.00771	0.00834296	-0.000245684
121	0.007774	0.00823663	-0.000232319
122	0.007838	0.00812962	-0.000216834
123	0.007902	0.00801821	-0.000198967
124	0.007966	0.00790111	-0.000173532
125	0.00803	0.00778391	-0.000136658
126	0.008094	0.00767475	-9.25214e-05
127	0.008158	0.00757605	-5.25921e-05
128	0.008222	0.0074805	-2.77192e-05
129	0.008286	0.0073764	-1.96069e-05
130	0.00835	0.00725724	-2.14866e-05
131	0.008414	0.00712568	-2.52752e-05
132	0.008478	0.00699074	-2.88086e-05
133	0.008542	0.00686068	-3.7428e-05
134	0.008606	0.00673648	-6.03968e-05
135	0.00867	0.00661035	-0.000102161
136	0.008734	0.00647361	-0.000155282
137	0.008798	0.00632649	-0.000204711
138	0.008862	0.00617861	-0.000239151
139	0.008926	0.00603997	-0.000255704
140	0.00899	0.00591529	-0.000255753
141	0.009054	0.00580589	-0.000240428
142	0.009118	0.00571349	-0.000212028
143	0.009182	0.00563996	-0.00017658
144	0.009246	0.00558358	-0.000143881
145	0.00931	0.00553725	-0.0001232
146	0.009374	0.00549007	-0.000118636
147	0.009438	0.00543204	-0.000127015
148	0.009502	0.00535836	-0.000139562
149	0.009566	0.00527186	-0.000146927
150	0.00963	0.00518129	-0.000144273
151	0.009694	0.0050961	-0.000133632
152	0.009758	0.00502097	-0.000121588
153	0.009822	0.00495504	-0.00011368
154	0.009886	0.00489494	-0.000112229
155	0.00995	0.00483654	-0.000117814
156	0.010014	0.00477425	-0.000128399
157	0.010078	0.00470364	-0.000137705
158	0.010142	0.00462618	-0.000137216
159	0.010206	0.00455018	-0.00012229
160	0.01027	0.00448644	-9.66248e-05
161	0.010334	0.00444048	-7.12344e-05
162	0.010398	0.00440927	-5.85168e-05
163	0.010462	0.00438285	-6.56397e-05
164	0.010526	0.00435023	-9.17721e-05
165	0.01059	0.00430427	-0.00013042
166	0.010654	0.00424249	-0.000173397
167	0.010718	0.00416482	-0.000211923
168	0.010782	0.00407378	-0.000235366
169	0.010846	0.00397823	-0.000232448
170	0.01091	0.00389455	-0.000198717
171	0.010974	0.00383896	-0.000143606
172	0.011038	0.00381508	-8.70189e-05
173	0.011102	0.003812	-4.51887e-05
174	0.011166	0.00381506	-2.22081e-05
175	0.01123	0.00381646	-1.49333e-05
176	0.011294	0.00381504	-2.10529e-05
177	0.011358	0.00381106	-4.04909e-05
178	0.011422	0.00380372	-7.29432e-05
179	0.011486	0.00379049	-0.000115904
180	0.01155	0.00376844	-0.000162841
181	0.011614	0.00373792	-0.0002048
182	0.011678	0.00370288	-0.000235095
183	0.011742	0.0036678	-0.000252877
184	0.011806	0.00363333	-0.000261742
185	0.01187	0.00359542	-0.000265346
186	0.011934	0.00354842	-0.000263489
187	0.011998	0.00348934	-0.000252663
188	0.012062	0.00341973	-0.000230341
189	0.012126	0.00334214	-0.000197082
190	0.01219	0.00325783	-0.000154322
191	0.012254	0.00316872	-0.000102832
192	0.012318	0.00307776	-4.39789e-05
193	0.012382	0.00298671	2.18406e-05
194	0.012446	0.00289946	9.90497e-05
195	0.01251	0.00282843	0.000190417
196	0.012574	0.00278847	0.000286636
197	0.012638	0.00278186	0.000369126
198	0.012702	0.00279726	0.000426422
199	0.012766	0.00282389	0.000459754
200	0.01283	0.00285919	0.000473052
201	0.012894	0.00290147	0.000465296
202	0.012958	0.00294257	0.000435129
203	0.013022	0.00297054	0.000387301
204	0.013086	0.00297581	0.000333083
205	0.01315	0.00295674	0.000285982
206	0.013214	0.00292188	0.000255294
207	0.013278	0.00288549	0.000238711
208	0.013342	0.00285643	0.000222269
209	0.013406	0.00283066	0.000191179
210	0.01347	0.0027957	0.000142696
211	0.013534	0.00274365	8.88011e-05
212	0.013598	0.00268086	4.56889e-05
213	0.013662	0.00262419	1.99029e-05
214	0.013726	0.0025872	3.32255e-06
215	0.01379	0.00256906	-1.7925e-05
216	0.013854	0.002556	-4.94353e-05
217	0.013918	0.00253442	-8.26071e-05
218	0.013982	0.00250233	-0.000101918
219	0.014046	0.00246894	-9.82305e-05
220	0.01411	0.00244375	-7.45883e-05
221	0.014174	0.00242975	-3.82947e-05
222	0.014238	0.00242763	5.1453e-06
223	0.014302	0.00243883	4.80101e-05
224	0.014366	0.00245923	7.92799e-05
225	0.01443	0.00247615	9.47925e-05
226	0.014494	0.0024805	0.000104216
227	0.014558	0.00247927	0.000120251
228	0.014622	0.00248906	0.000142513
229	0.014686	0.00251967	0.000155762
230	0.01475	0.00256441	0.000142684
231	0.014814	0.00260622	9.72586e-05
232	0.014878	0.00262993	2.74027e-05
233	0.014942	0.00263101	-5.35599e-05
234	0.015006	0.0026119	-0.00013723
235	0.01507	0.00257297	-0.000218949
236	0.015134	0.00251266	-0.000290069
237	0.015198	0.00243624	-0.000338381
238	0.015262	0.00235678	-0.000359177
239	0.015326	0.00228441	-0.000359632
240	0.01539	0.00221874	-0.00035
241	0.015454	0.0021532	-0.000335262
242	0.015518	0.0020816	-0.000313529
243	0.015582	0.00200259	-0.000277198
244	0.015646	0.00192479	-0.000217391
245	0.01571	0.00186624	-0.000134324
246	0.015774	0.00184142	-4.32904e-05
247	0.015838	0.00184959	3.42532e-05
248	0.015902	0.00187658	8.48945e-05
249	0.015966	0.00190569	0.000108194
250	0.01603	0.00192546	0.000112132
251	0.016094	0.00193126	0.00010682
252	0.016158	0.00192361	0.000100559
253	0.016222	0.00190639	9.87891e-05
254	0.016286	0.00188479	0.000103103
255	0.01635	0.00186522	0.000111922
256	0.016414	0.00185234	0.000118858
257	0.016478	0.00184455	0.000116028
258	0.016542	0.00183503	0.000100688
259	0.016606	0.00181809	7.76183e-05
260	0.01667	0.00179323	5.44873e-05
261	0.016734	0.00176259	3.77349e-05
262	0.016798	0.00172905	3.33986e-05
263	0.016862	0.00169716	4.85876e-05
264	0.016926	0.00167643	8.80267e-05
265	0.01699	0.00167907	0.000146364
266	0.017054	0.00171061	0.00020629
267	0.017118	0.00176119	0.00024786
268	0.017182	0.00180977	0.000263801
269	0.017246	0.0018408	0.000263974
270	0.01731	0.0018555	0.000263587
271	0.017374	0.00186608	0.000268092
272	0.017438	0.00188147	0.000272284
273	0.017502	0.00190179	0.000269262
274	0.017566	0.00192212	0.000256629
275	0.01763	0.00193736	0.000237695
276	0.017694	0.00194687	0.000219632
277	0.017758	0.00195665	0.000207468
278	0.017822	0.00197307	0.000198038
279	0.017886	0.00199423	0.00018452
280	0.01795	0.00201199	0.000165658
281	0.018014	0.00202156	0.000147787
282	0.018078	0.00202702	0.000136839
283	0.018142	0.00203667	0.000131601
284	0.018206	0.00205629	0.000125235
285	0.01827	0.00208684	0.000110301
