# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_err Beta Beta_err M0 M0_err Moff Moff_err
1419 434.63 23.161979579866216 1.1763193362569756e-05 9.126973049846797e-06 0.5361575018363438 0.18339445983554908 231.7522779571067 90.87699188607841 231.25521099380688 89.98117071109587
1422 430.28 25.524768072290957 1.2153177680800656e-05 7.302512712745878e-06 0.6856040621549726 0.24823429286837365 121.86553211767408 45.68710934688609 171.21018253771916 45.25760825433129
1425 425.53 26.19975467447939 2.4462843468105914e-05 3.085564321849979e-06 1.999997279663817 1.3774004930774313 34.96499838721648 4.483152078596063 128.9958350737867 4.372711335801725
1428 420.75 27.627043605309172 1.2135289942246156e-06 9.922312304225272e-06 0.3633673149413751 0.5868849486091738 125.61063858399736 456.6998338772151 -38.40786219320467 456.1431038530449
1431 415.92 28.08847090570821 1.6647512452831273e-05 2.5460843731549383e-05 0.8062210541807456 1.0187483619693323 19.44312761978383 20.555548317487794 30.346253746450344 20.27299035123959
1437 406.34 30.30134827104391 1.1576298343653463e-05 9.879877694629654e-06 1.9999999084290905 7.715008454251874 12.452106248422128 15.834097637294143 16.01336038810174 15.628947813836579
1440 401.48 37.23333440765817 1.5847300585626128e-05 3.854630224530707e-06 1.9999988250498835 1.4805632709870473 22.59376191192299 7.057966965828418 19.070003533998307 6.936637110284515
1443 396.76 47.41732457677498 1.5430893752912536e-05 7.575056219196055e-06 0.9953554444610295 0.5331448821833328 34.643392223521595 14.078885153006238 30.84530184720424 13.89339392466267
1446 392.0 48.79043745790772 2.0981732429377203e-05 5.059989842637604e-06 0.9584575300398572 0.2660784257278304 60.45979605821136 11.273022830629406 57.12842845316017 11.061654607555178
1449 387.23 53.57266683813124 2.5978414666972117e-05 1.7692686224175473e-06 1.1850369952827335 0.13608688093999308 110.93681708908008 6.524481425811303 99.12186791345286 6.359511057863051
1452 382.43 55.63179459144235 2.5756580139070618e-05 1.5247467184324637e-06 0.84129750822517 0.05025465318525309 242.9686513448546 9.83257848997761 111.95331630047951 9.613506313080842
1455 377.75 57.43197071517926 3.1729656011711425e-05 1.7107604775977565e-06 0.7546057689590272 0.03790811682209288 402.99248693560463 13.741459216897944 116.75174091302974 13.085316947229858
1458 377.49 76.75785641737527 3.3797112939993886e-05 1.274566873375844e-06 0.8194182156331025 0.0323564624788824 382.4930386339254 9.553941232780888 141.5054022509518 9.187073927866972
1461 372.86 79.7794632389924 4.72100166302717e-05 8.597880476562182e-07 0.8395228921804511 0.01794782981195137 453.04929591225635 5.361007483985989 144.4851179498308 5.082387203653692
1464 368.07 80.68500592835828 6.637948456039746e-05 1.5228459238240408e-06 0.873524646394191 0.02625301331248292 348.90707425247166 5.060883887770271 106.51913154935468 4.716832449333307
1467 363.32 79.31893882397956 9.246771337890126e-05 2.9015365892135782e-06 0.8287464968665195 0.032995192079295105 197.69952222765951 3.6406927195745302 46.846772982113684 3.3276884959877964
1470 358.47 80.43000915145912 0.00015204074426958226 5.873133230655891e-06 0.8286805186014039 0.041236835207492495 160.91248238943894 3.339936927031896 22.165946020915715 2.952053014416776
