# Messungs_ID Temperature[K] Phase[degree] T1[s] T1_error Beta Beta_error M0 M0_error Moff Moff_err
1419 434.63 23.1619795799 1.22690024058e-05 1.00739363844e-05 0.54933797287 0.209968403732 226.463928305 96.0778918745 236.443635359 95.0538121245
1422 430.28 25.5247680723 1.64428522377e-05 1.05634821753e-05 0.865073364782 0.518389276507 100.322160295 47.8061462619 193.100370484 47.2264245374
1425 425.53 26.1997546745 2.44552985579e-05 6.57107189006e-06 2.00329538679 1.71986725134 35.5079666481 10.2598287652 128.428170769 10.0200683718
1428 420.75 27.6270436053 1.21989792737e-06 1.94990917074e-05 0.373588973849 1.20733329583 126.3879947 928.942371917 -39.897454675 927.679856522
1431 415.92 28.0884709057 2.60812152707e-05 7.26068587526e-05 6.37035260314 91.0108754562 11.4807057859 5.55636949117 38.1422856726 5.36235524741
1434 411.14 25.7942155623 7.54901329845e-06 1.49672235706e-05 2.29142226123 12.3514380788 21.354444466 81.0889743695 8.6666007811 80.644765762
1437 406.34 30.301348271 1.30394407551e-05 0.345148422229 37.352002761 89444514.4387 9.47646193968 7.32671615976 18.1990277281 7.32671608555
1440 401.48 37.2333344077 1.66552740854e-05 5.68937809856e-06 3.45528628959 4.58544802123 20.1004357495 7.28775121373 21.5276297616 7.19067107272
1443 396.76 47.4173245768 1.52839107611e-05 2.03586338218e-05 1.00349735511 1.44635428094 34.3437633902 37.9965962907 30.8853659352 37.3988263165
1446 392.0 48.7904374579 1.94714849671e-05 1.46301750181e-05 0.933888394186 0.730536632725 61.555899822 36.2501823515 55.5474795701 35.6762405098
1449 387.23 53.5726668381 2.58804988565e-05 5.13471205348e-06 1.20484923847 0.393296654277 109.935095411 19.0162937316 99.3944418931 18.5635257618
1452 382.43 55.6317945914 2.55376014384e-05 3.88126075351e-06 0.838866056474 0.130045204446 243.446193972 25.1369642174 111.002958809 24.5045377805
1455 377.75 57.4319707152 3.18356972624e-05 3.43259716393e-06 0.757904374406 0.0762180577551 401.582123441 27.4644952236 117.722181102 26.2290959639
1458 377.49 76.7578564174 3.36876189813e-05 2.77153661997e-06 0.815762205988 0.0688794706788 383.571640772 21.7178961115 140.183266722 20.9807802315
1461 372.86 79.779463239 4.73830865254e-05 2.20268268847e-06 0.844821915078 0.0460322507904 451.984647695 13.4935393635 145.634119505 12.7985317736
1464 368.07 80.6850059284 6.63879830229e-05 3.02969277587e-06 0.876772881256 0.0531759887347 348.330620173 9.98678108044 106.74317788 9.3100503675
1467 363.32 79.318938824 9.29272646802e-05 7.62662386082e-06 0.830989475466 0.0858387907582 197.450450968 9.65711236326 47.2102583181 8.96078391787
1470 358.47 80.4300091515 0.000151616412075 1.22756781739e-05 0.835429236066 0.0870232440338 160.384912589 6.96072268195 22.3634392604 6.17005881419
