#i	t	cos	sin
0	0	1	0
1	2	0.998803	0.019953
2	4	0.995234	0.0396686
3	6	0.989355	0.0589176
4	8	0.981265	0.0774856
5	10	0.971097	0.09518
6	12	0.959013	0.111834
7	14	0.945196	0.127312
8	16	0.929844	0.141508
9	18	0.913161	0.15435
10	20	0.895356	0.165797
11	22	0.876632	0.175836
12	24	0.857185	0.18448
13	26	0.837197	0.191766
14	28	0.816838	0.197746
15	30	0.796258	0.202488
16	32	0.775595	0.20607
17	34	0.754966	0.208578
18	36	0.734474	0.210101
19	38	0.714203	0.210729
20	40	0.694226	0.210552
21	42	0.674602	0.209657
22	44	0.655377	0.208129
23	46	0.636587	0.206047
24	48	0.618262	0.203485
25	50	0.60042	0.200513
26	52	0.583074	0.197194
27	54	0.566232	0.193585
28	56	0.549897	0.189741
29	58	0.534068	0.185707
30	60	0.518741	0.181526
31	62	0.503908	0.177236
32	64	0.489562	0.17287
33	66	0.475691	0.168458
34	68	0.462285	0.164023
35	70	0.44933	0.15959
36	72	0.436815	0.155176
37	74	0.424726	0.150799
38	76	0.413048	0.146471
39	78	0.40177	0.142206
40	80	0.390876	0.138011
41	82	0.380354	0.133897
42	84	0.37019	0.129869
43	86	0.360372	0.125932
44	88	0.350885	0.122091
45	90	0.341718	0.118348
46	92	0.332858	0.114706
47	94	0.324294	0.111165
48	96	0.316014	0.107726
49	98	0.308007	0.104388
50	100	0.300263	0.10115
51	102	0.292771	0.0980117
52	104	0.285523	0.0949709
53	106	0.27851	0.0920259
54	108	0.271721	0.0891749
55	110	0.26515	0.0864159
56	112	0.258789	0.0837466
57	114	0.25263	0.081165
58	116	0.246665	0.078669
59	118	0.240887	0.0762562
60	120	0.235291	0.0739245
61	122	0.229868	0.0716718
62	124	0.224613	0.069496
63	126	0.21952	0.0673947
64	128	0.214582	0.0653657
65	130	0.209793	0.0634068
66	132	0.205148	0.0615156
67	134	0.200642	0.0596897
68	136	0.196269	0.0579268
69	138	0.192025	0.0562246
70	140	0.187905	0.0545808
71	142	0.183904	0.0529932
72	144	0.180019	0.0514596
73	146	0.176245	0.0499779
74	148	0.172578	0.0485462
75	150	0.169017	0.0471628
76	152	0.165555	0.0458257
77	154	0.162192	0.0445333
78	156	0.158922	0.0432842
79	158	0.155744	0.0420768
80	160	0.152654	0.0409097
81	162	0.149649	0.0397816
82	164	0.146726	0.038691
83	166	0.143883	0.0376367
84	168	0.141117	0.0366173
85	170	0.138425	0.0356316
86	172	0.135805	0.0346785
87	174	0.133254	0.0337569
88	176	0.13077	0.0328655
89	178	0.128351	0.0320031
90	180	0.125995	0.0311687
91	182	0.1237	0.0303613
92	184	0.121464	0.0295801
93	186	0.119284	0.028824
94	188	0.11716	0.0280922
95	190	0.115088	0.0273837
96	192	0.113068	0.0266976
97	194	0.111098	0.0260332
98	196	0.109177	0.0253897
99	198	0.107302	0.0247663
100	200	0.105472	0.0241623
101	202	0.103687	0.0235771
102	204	0.101944	0.0230099
103	206	0.100242	0.0224602
104	208	0.0985802	0.0219275
105	210	0.0969573	0.0214111
106	212	0.0953719	0.0209106
107	214	0.0938226	0.0204253
108	216	0.0923086	0.0199547
109	218	0.0908286	0.0194982
110	220	0.0893817	0.0190553
111	222	0.0879666	0.0186254
112	224	0.0865826	0.0182079
113	226	0.0852286	0.0178023
114	228	0.0839038	0.017408
115	230	0.0826077	0.0170244
116	232	0.0813395	0.0166509
117	234	0.0800988	0.0162874
118	236	0.0788849	0.0159334
119	238	0.0776973	0.0155887
120	240	0.0765353	0.0152531
121	242	0.0753984	0.0149263
122	244	0.0742861	0.0146084
123	246	0.0731978	0.0142991
124	248	0.0721326	0.0139984
125	250	0.07109	0.013706
126	252	0.0700692	0.0134218
127	254	0.0690698	0.0131454
128	256	0.0680912	0.0128765
129	258	0.0671329	0.0126149
130	260	0.0661944	0.0123605
131	262	0.0652752	0.0121131
132	264	0.0643749	0.0118723
133	266	0.063493	0.0116383
134	268	0.0626293	0.0114109
135	270	0.061783	0.0111904
136	272	0.0609539	0.0109765
137	274	0.0601412	0.0107693
138	276	0.0593443	0.0105686
139	278	0.0585625	0.0103744
140	280	0.0577953	0.0101864
141	282	0.0570419	0.0100046
142	284	0.0563017	0.00982845
143	286	0.0555743	0.00965751
144	288	0.054859	0.00949129
145	290	0.0541558	0.00932931
146	292	0.0534644	0.00917112
147	294	0.0527846	0.00901626
148	296	0.0521163	0.00886445
149	298	0.0514595	0.0087155
150	300	0.0508141	0.00856933
151	302	0.0501798	0.00842588
152	304	0.0495567	0.00828508
153	306	0.0489445	0.00814682
154	308	0.0483432	0.00801096
155	310	0.0477524	0.00787749
156	312	0.0471721	0.00774644
157	314	0.0466019	0.00761775
158	316	0.0460417	0.00749133
159	318	0.0454912	0.00736708
160	320	0.0449502	0.00724498
161	322	0.0444185	0.00712496
162	324	0.0438959	0.00700715
163	326	0.0433823	0.00689141
164	328	0.0428775	0.00677776
165	330	0.0423811	0.00666615
166	332	0.0418931	0.00655653
167	334	0.0414133	0.00644894
168	336	0.0409415	0.00634332
169	338	0.0404775	0.00623961
170	340	0.0400213	0.00613781
171	342	0.0395724	0.006038
172	344	0.0391308	0.00594009
173	346	0.0386961	0.0058441
174	348	0.0382683	0.00575021
175	350	0.0378471	0.00565823
176	352	0.0374323	0.00556808
177	354	0.0370239	0.00547974
178	356	0.0366216	0.0053931
179	358	0.0362254	0.00530817
180	360	0.0358351	0.00522494
181	362	0.0354506	0.0051433
182	364	0.0350718	0.00506318
183	366	0.0346985	0.00498475
184	368	0.0343308	0.0049079
185	370	0.0339683	0.00483256
186	372	0.0336109	0.00475857
187	374	0.0332588	0.00468587
