#i	t	cos	sin
0	0	1	0
1	5e-07	0.993299	0.0494605
2	1e-06	0.976135	0.0963779
3	1.5e-06	0.952195	0.139692
4	2e-06	0.924096	0.179301
5	2.5e-06	0.89352	0.21551
6	3e-06	0.861463	0.248697
7	3.5e-06	0.828493	0.279194
8	4e-06	0.794948	0.307233
9	4.5e-06	0.761037	0.332979
10	5e-06	0.726906	0.356544
11	5.5e-06	0.692671	0.378001
12	6e-06	0.658438	0.397419
13	6.5e-06	0.624281	0.41487
14	7e-06	0.590284	0.430418
15	7.5e-06	0.556516	0.444115
16	8e-06	0.523051	0.456015
17	8.5e-06	0.489953	0.466186
18	9e-06	0.457299	0.474681
19	9.5e-06	0.425146	0.481566
20	1e-05	0.393546	0.486907
21	1.05e-05	0.36256	0.490766
22	1.1e-05	0.332217	0.493221
23	1.15e-05	0.302575	0.494325
24	1.2e-05	0.273665	0.49414
25	1.25e-05	0.245529	0.492731
26	1.3e-05	0.218193	0.490164
27	1.35e-05	0.191691	0.486512
28	1.4e-05	0.166039	0.481833
29	1.45e-05	0.141262	0.476193
30	1.5e-05	0.117375	0.469651
31	1.55e-05	0.0943931	0.462264
32	1.6e-05	0.072328	0.454094
33	1.65e-05	0.051197	0.445201
34	1.7e-05	0.0310009	0.435658
35	1.75e-05	0.0117362	0.425515
36	1.8e-05	-0.00659909	0.414824
37	1.85e-05	-0.0240014	0.403639
38	1.9e-05	-0.0404779	0.392015
39	1.95e-05	-0.0560376	0.37999
40	2e-05	-0.0706793	0.367616
41	2.05e-05	-0.0844019	0.354941
42	2.1e-05	-0.0972199	0.34202
43	2.15e-05	-0.109145	0.328906
44	2.2e-05	-0.120214	0.315639
45	2.25e-05	-0.130442	0.302254
46	2.3e-05	-0.139831	0.288776
47	2.35e-05	-0.148393	0.27524
48	2.4e-05	-0.156151	0.26169
49	2.45e-05	-0.163129	0.248171
50	2.5e-05	-0.169355	0.234719
51	2.55e-05	-0.174847	0.221362
52	2.6e-05	-0.179625	0.208128
53	2.65e-05	-0.183712	0.195042
54	2.7e-05	-0.18713	0.182126
55	2.75e-05	-0.189909	0.169406
56	2.8e-05	-0.192083	0.156907
57	2.85e-05	-0.19367	0.14464
58	2.9e-05	-0.1947	0.13262
59	2.95e-05	-0.195179	0.120863
60	3e-05	-0.195144	0.109402
61	3.05e-05	-0.194628	0.0982532
62	3.1e-05	-0.19366	0.0874195
63	3.15e-05	-0.192256	0.0769073
64	3.2e-05	-0.190449	0.0667343
65	3.25e-05	-0.188256	0.05691
66	3.3e-05	-0.185699	0.0474324
67	3.35e-05	-0.182809	0.0383133
68	3.4e-05	-0.179611	0.029564
69	3.45e-05	-0.176132	0.0211804
70	3.5e-05	-0.172399	0.0131615
71	3.55e-05	-0.168422	0.00551233
72	3.6e-05	-0.164224	-0.00176183
73	3.65e-05	-0.159837	-0.00866745
74	3.7e-05	-0.155273	-0.0152078
75	3.75e-05	-0.150549	-0.0213846
76	3.8e-05	-0.14569	-0.0272013
77	3.85e-05	-0.140715	-0.0326575
78	3.9e-05	-0.13564	-0.0377583
79	3.95e-05	-0.130487	-0.0425152
80	4e-05	-0.12526	-0.0469188
81	4.05e-05	-0.11998	-0.0509872
82	4.1e-05	-0.114664	-0.0547278
83	4.15e-05	-0.109325	-0.0581427
84	4.2e-05	-0.103988	-0.0612374
85	4.25e-05	-0.0986631	-0.0640263
86	4.3e-05	-0.0933553	-0.0665211
87	4.35e-05	-0.088078	-0.0687159
88	4.4e-05	-0.0828531	-0.0706294
89	4.45e-05	-0.077686	-0.0722883
90	4.5e-05	-0.0725781	-0.0736831
91	4.55e-05	-0.0675422	-0.0748193
92	4.6e-05	-0.0625892	-0.0757133
93	4.65e-05	-0.0577314	-0.0763718
94	4.7e-05	-0.0529755	-0.0768078
95	4.75e-05	-0.0483244	-0.0770332
96	4.8e-05	-0.0437876	-0.0770622
97	4.85e-05	-0.0393696	-0.0769012
98	4.9e-05	-0.0350764	-0.0765548
99	4.95e-05	-0.0309081	-0.0760341
100	5e-05	-0.0268723	-0.0753449
101	5.05e-05	-0.0229692	-0.074492
102	5.1e-05	-0.0192009	-0.0734947
103	5.15e-05	-0.015577	-0.0723674
104	5.2e-05	-0.012091	-0.0711152
105	5.25e-05	-0.00875958	-0.069747
106	5.3e-05	-0.00557488	-0.0682867
107	5.35e-05	-0.00252728	-0.066739
108	5.4e-05	0.000373885	-0.0650911
109	5.45e-05	0.00313294	-0.0633631
110	5.5e-05	0.00574109	-0.0615627
111	5.55e-05	0.00820307	-0.0596951
112	5.6e-05	0.0105063	-0.05777
