#i	t	cos	sin
0	0	1	0
1	5e-07	0.992862	0.0494211
2	1e-06	0.973203	0.0957293
3	1.5e-06	0.944049	0.136924
4	2e-06	0.90846	0.172189
5	2.5e-06	0.869047	0.201611
6	3e-06	0.827788	0.225775
7	3.5e-06	0.786045	0.245458
8	4e-06	0.744682	0.261432
9	4.5e-06	0.704209	0.274361
10	5e-06	0.664915	0.284759
11	5.5e-06	0.626955	0.293027
12	6e-06	0.590406	0.299468
13	6.5e-06	0.555291	0.304327
14	7e-06	0.521604	0.307796
15	7.5e-06	0.48932	0.310022
16	8e-06	0.458424	0.311134
17	8.5e-06	0.428886	0.311243
18	9e-06	0.400667	0.310443
19	9.5e-06	0.37373	0.30882
20	1e-05	0.348038	0.306454
21	1.05e-05	0.323559	0.303425
22	1.1e-05	0.300263	0.299796
23	1.15e-05	0.278109	0.295633
24	1.2e-05	0.257061	0.290991
25	1.25e-05	0.237081	0.285925
26	1.3e-05	0.218132	0.280487
27	1.35e-05	0.200177	0.274719
28	1.4e-05	0.183189	0.268667
29	1.45e-05	0.167128	0.262373
30	1.5e-05	0.15196	0.255867
31	1.55e-05	0.137653	0.249191
32	1.6e-05	0.124176	0.242376
33	1.65e-05	0.1115	0.235454
34	1.7e-05	0.0995919	0.228453
35	1.75e-05	0.0884197	0.221405
36	1.8e-05	0.0779515	0.214341
37	1.85e-05	0.068154	0.20728
38	1.9e-05	0.0589933	0.200239
39	1.95e-05	0.050441	0.193231
40	2e-05	0.0424707	0.186273
41	2.05e-05	0.0350572	0.179381
42	2.1e-05	0.0281666	0.172571
43	2.15e-05	0.0217797	0.165849
44	2.2e-05	0.015875	0.159229
45	2.25e-05	0.0104287	0.152722
46	2.3e-05	0.00541805	0.146335
47	2.35e-05	0.000819639	0.140079
48	2.4e-05	-0.00339887	0.133958
49	2.45e-05	-0.00724862	0.127978
50	2.5e-05	-0.0107473	0.122151
51	2.55e-05	-0.0139191	0.11648
52	2.6e-05	-0.0167825	0.110968
53	2.65e-05	-0.019355	0.105616
54	2.7e-05	-0.0216567	0.100423
55	2.75e-05	-0.0237036	0.0953871
56	2.8e-05	-0.0255114	0.0905083
57	2.85e-05	-0.0270962	0.085785
58	2.9e-05	-0.0284671	0.0812161
59	2.95e-05	-0.0296326	0.0768047
60	3e-05	-0.0306156	0.0725527
61	3.05e-05	-0.0314306	0.0684587
62	3.1e-05	-0.0320889	0.0645196
63	3.15e-05	-0.0326037	0.0607289
64	3.2e-05	-0.0329824	0.0570786
65	3.25e-05	-0.0332364	0.0535754
66	3.3e-05	-0.0333673	0.0502169
67	3.35e-05	-0.033387	0.0470096
68	3.4e-05	-0.0333121	0.043946
69	3.45e-05	-0.0331481	0.0410239
70	3.5e-05	-0.0329107	0.0382447
71	3.55e-05	-0.0326023	0.0355981
72	3.6e-05	-0.0322332	0.0330784
73	3.65e-05	-0.031806	0.030679
74	3.7e-05	-0.031332	0.0283933
75	3.75e-05	-0.0308133	0.026219
76	3.8e-05	-0.0302499	0.0241507
77	3.85e-05	-0.0296492	0.0221878
78	3.9e-05	-0.029018	0.0203278
79	3.95e-05	-0.028354	0.0185691
80	4e-05	-0.0276568	0.0169071
81	4.05e-05	-0.0269344	0.0153377
82	4.1e-05	-0.0261974	0.0138602
83	4.15e-05	-0.0254478	0.0124709
84	4.2e-05	-0.0246998	0.0111717
85	4.25e-05	-0.0239501	0.00995288
86	4.3e-05	-0.0231987	0.00880993
87	4.35e-05	-0.0224452	0.00773866
88	4.4e-05	-0.021688	0.0067344
89	4.45e-05	-0.0209296	0.00580291
90	4.5e-05	-0.0201766	0.00493479
91	4.55e-05	-0.0194349	0.0041264
92	4.6e-05	-0.018704	0.00337432
93	4.65e-05	-0.0179881	0.00267674
94	4.7e-05	-0.0172788	0.00203182
95	4.75e-05	-0.0165808	0.00143752
96	4.8e-05	-0.0158926	0.000889921
97	4.85e-05	-0.0152151	0.000387154
98	4.9e-05	-0.0145537	-7.34829e-05
99	4.95e-05	-0.0139044	-0.000492416
100	5e-05	-0.0132775	-0.000870136
101	5.05e-05	-0.0126671	-0.00120984
102	5.1e-05	-0.0120734	-0.00151891
103	5.15e-05	-0.0115005	-0.00180041
104	5.2e-05	-0.0109536	-0.00205723
105	5.25e-05	-0.0104353	-0.00229093
106	5.3e-05	-0.00993287	-0.0025005
107	5.35e-05	-0.00944257	-0.0026843
108	5.4e-05	-0.00896057	-0.00284402
109	5.45e-05	-0.00848609	-0.00298931
110	5.5e-05	-0.00802151	-0.00311554
111	5.55e-05	-0.00756986	-0.00322295
112	5.6e-05	-0.00713039	-0.00331314
113	5.65e-05	-0.00670565	-0.00338754
114	5.7e-05	-0.00629865	-0.00344071
115	5.75e-05	-0.00591477	-0.00347682
116	5.8e-05	-0.00554864	-0.0034999
117	5.85e-05	-0.00519527	-0.00350804
118	5.9e-05	-0.00485934	-0.00350479
119	5.95e-05	-0.00453726	-0.00349429
120	6e-05	-0.00422755	-0.00347084
121	6.05e-05	-0.00392949	-0.00343335
122	6.1e-05	-0.00364414	-0.00339231
123	6.15e-05	-0.00337328	-0.00333965
124	6.2e-05	-0.0031119	-0.00327787
125	6.25e-05	-0.00287048	-0.00320705
126	6.3e-05	-0.00264975	-0.00313498
127	6.35e-05	-0.00244596	-0.00306566
128	6.4e-05	-0.00225469	-0.00299642
129	6.45e-05	-0.00206822	-0.0029229
130	6.5e-05	-0.00188944	-0.00284612
131	6.55e-05	-0.00172119	-0.00276638
132	6.6e-05	-0.00156137	-0.00268793
