#i	t	cos	sin
0	3e-05	0.0384929	-0.00057808
1	9.4e-05	0.0383639	-0.00303646
2	0.000158	0.0380778	-0.00548317
3	0.000222	0.0376361	-0.00790481
4	0.000286	0.0370402	-0.0102936
5	0.00035	0.0362926	-0.0126396
6	0.000414	0.0353984	-0.0149284
7	0.000478	0.0343585	-0.0171575
8	0.000542	0.0331799	-0.0193123
9	0.000606	0.0318671	-0.0213854
10	0.00067	0.0304236	-0.0233712
11	0.000734	0.0288577	-0.0252591
12	0.000798	0.0271769	-0.0270406
13	0.000862	0.0253852	-0.0287115
14	0.000926	0.0234885	-0.0302662
15	0.00099	0.0215001	-0.0316935
16	0.001054	0.019422	-0.0329921
17	0.001118	0.0172672	-0.0341543
18	0.001182	0.0150431	-0.0351762
19	0.001246	0.0127559	-0.0360548
20	0.00131	0.0104177	-0.0367845
21	0.001374	0.00804199	-0.0373621
22	0.001438	0.00563617	-0.0377863
23	0.001502	0.00320534	-0.0380563
24	0.001566	0.000764917	-0.0381702
25	0.00163	-0.00167658	-0.0381279
26	0.001694	-0.00411027	-0.0379295
27	0.001758	-0.00652419	-0.0375761
28	0.001822	-0.00890968	-0.0370695
29	0.001886	-0.0112571	-0.0364115
30	0.00195	-0.0135566	-0.0356049
31	0.002014	-0.015802	-0.0346524
32	0.002078	-0.017978	-0.0335595
33	0.002142	-0.0200773	-0.0323317
34	0.002206	-0.0220974	-0.0309699
35	0.00227	-0.0240228	-0.029484
36	0.002334	-0.0258498	-0.027878
37	0.002398	-0.02757	-0.026159
38	0.002462	-0.0291764	-0.0243338
39	0.002526	-0.0306607	-0.0224129
40	0.00259	-0.0320203	-0.020399
41	0.002654	-0.0332475	-0.0183037
42	0.002718	-0.0343372	-0.0161358
43	0.002782	-0.0352874	-0.0138994
44	0.002846	-0.0360911	-0.0116133
45	0.00291	-0.036747	-0.00927832
46	0.002974	-0.0372522	-0.0069083
47	0.003038	-0.0376052	-0.00450859
48	0.003102	-0.0378036	-0.0020931
49	0.003166	-0.0378466	0.000328023
50	0.00323	-0.0377356	0.00274333
51	0.003294	-0.0374701	0.00514792
52	0.003358	-0.0370512	0.00753196
53	0.003422	-0.036481	0.00988373
54	0.003486	-0.0357622	0.0121911
55	0.00355	-0.0348969	0.0144481
56	0.003614	-0.0338901	0.0166438
57	0.003678	-0.0327447	0.0187709
58	0.003742	-0.031467	0.0208178
59	0.003806	-0.0300609	0.0227795
60	0.00387	-0.028532	0.0246477
61	0.003934	-0.0268896	0.0264108
62	0.003998	-0.0251387	0.028065
63	0.004062	-0.0232828	0.0296059
64	0.004126	-0.0213328	0.0310244
65	0.00419	-0.0193003	0.032313
66	0.004254	-0.0171881	0.0334702
67	0.004318	-0.015008	0.0344877
68	0.004382	-0.0127686	0.0353641
69	0.004446	-0.0104772	0.0360955
70	0.00451	-0.0081452	0.0366788
