#i	t	cos	sin
0	0	1	0
1	5e-07	0.00413977	0.00506817
2	1e-06	0.000427179	-0.000120195
3	1.5e-06	0.000171134	1.00746e-05
4	2e-06	0.000122158	0.000210803
5	2.5e-06	-6.24386e-05	6.1255e-05
6	3e-06	0.000727318	0.000152067
7	3.5e-06	-0.000573559	-0.000212488
8	4e-06	0.000599632	-0.000157923
9	4.5e-06	0.000361625	0.00026205
10	5e-06	-0.000844101	0.000315913
11	5.5e-06	0.000163256	0.000427864
12	6e-06	-0.000453761	0.000316756
13	6.5e-06	0.00052564	0.000658142
14	7e-06	-0.000275801	9.9506e-05
15	7.5e-06	-0.000115335	0.00018132
16	8e-06	2.43497e-05	6.09371e-06
17	8.5e-06	-0.00013481	-0.000252341
18	9e-06	-0.000156624	-0.000296987
19	9.5e-06	0.000223919	-0.000384289
20	1e-05	-6.68133e-05	7.71204e-05
21	1.05e-05	-5.39524e-05	-0.000373894
22	1.1e-05	0.000252435	-0.000329794
23	1.15e-05	-0.000159655	-0.000346488
24	1.2e-05	0.000511314	0.000229842
25	1.25e-05	8.25545e-05	0.000425441
26	1.3e-05	0.000333302	0.000359343
27	1.35e-05	-0.000508319	0.000209292
28	1.4e-05	0.000515792	0.000643439
29	1.45e-05	-0.000158536	7.43866e-05
30	1.5e-05	4.01254e-06	-0.000495609
31	1.55e-05	-0.000407152	0.000467281
32	1.6e-05	-8.88524e-05	-0.000462714
33	1.65e-05	-0.000164726	-8.87753e-05
34	1.7e-05	-0.000136466	-0.00046697
35	1.75e-05	-0.000112779	0.000297178
36	1.8e-05	0.000225843	1.10759e-06
37	1.85e-05	0.000320193	0.000390953
38	1.9e-05	0.00023072	-0.000169569
39	1.95e-05	-0.000606241	-4.24393e-05
40	2e-05	2.77579e-05	0.000702978
41	2.05e-05	-0.000417285	-6.72794e-05
42	2.1e-05	0.000325674	-0.000535939
43	2.15e-05	5.75411e-05	0.000218104
44	2.2e-05	-8.90323e-05	0.000371322
45	2.25e-05	-0.000316879	-0.000264241
46	2.3e-05	0.000113863	0.000259384
47	2.35e-05	-7.22541e-05	-0.000152432
48	2.4e-05	7.91381e-05	0.000170912
49	2.45e-05	-0.000333196	0.000388978
50	2.5e-05	7.30479e-05	-0.000312154
51	2.55e-05	0.000465417	-7.15747e-05
52	2.6e-05	-0.000827699	7.18416e-05
